SMc02793,RL0001
SMa0969,noHit
SMa0972,noHit
SMa0974,noHit
SMa0976,noHit
SMa0977,pRL80096
ntrR2,noHit
SMa0983,noHit
SMa0985,RL1486
SMa0988,noHit
SMa0990,noHit
SMa0992,noHit
SMa0995,noHit
SMa0997,noHit
SMa0998,noHit
SMa1001,noHit
SMa1002,noHit
SMa1004,noHit
SMa1005,noHit
SMa1007,noHit
SMa1008,noHit
SMa1009,noHit
SMa1010,noHit
SMa1011,noHit
actP,pRL110331
hmrR,noHit
SMa1016,noHit
SMa1017,noHit
SMa1018,noHit
SMa1021,noHit
SMa1024,pRL110327
SMa1028,noHit
SMa1029,noHit
SMa1030,noHit
SMa1032,noHit
SMa1033,noHit
SMa1036,noHit
SMa1037,RL2435
SMa1038,copA
SMa1041,copC
SMa1043,RL2432
SMa1045,noHit
cyaE2,noHit
SMa1050,noHit
SMa1052,noHit
SMa1053,RL1132
SMa1056,RL1133
SMa1057,RL1134
SMa1058,noHit
SMa1060,RL3058
SMa1062,pRL70182
SMa1063,noHit
SMa1065,noHit
SMa1067,noHit
SMa1070,noHit
SMa1073,noHit
SMa1076,noHit
nex18,RL0447
SMa1078,noHit
tspO,pRL90314
SMa1081,noHit
SMa1082,noHit
SMa1084,noHit
SMa1086,noHit
SMa1087,RL1892
SMa1089,noHit
SMa1091,noHit
SMa1092,noHit
SMa1093,noHit
SMa1095,noHit
SMa1096,noHit
SMa1097,noHit
SMa1099,noHit
SMa1100,noHit
SMa1101,noHit
cyaP,pRL110185
SMa1104,noHit
SMa1111,noHit
SMa1113,noHit
SMa1115,pRL110323
hspC2,hspF
SMa1120,noHit
SMa1122,noHit
SMa1124,noHit
SMa1126,noHit
degP4,RL1877
SMa1131,RL1885
SMa1132,noHit
SMa1134,noHit
SMa1136,noHit
SMa1138,noHit
SMa1139,noHit
SMa1141,pRL90025
SMa1142,fixL
SMa1146,noHit
SMa1147,noHit
SMa1149,pRL90047
SMa1151,RL1873
SMa1153,RL1884
SMa1154,noHit
SMa1155,RL1869
SMa1156,noHit
SMa1158,noHit
SMa1159,noHit
SMa1160,noHit
SMa1161,noHit
SMa1162,noHit
SMa1163,RL1871
SMa1166,noHit
SMa1168,noHit
SMa1169,noHit
SMa1170,noHit
SMa1171,noHit
SMa1172,noHit
SMa1174,noHit
SMa1176,noHit
SMa1178,noHit
nosR,noHit
nosZ,noHit
nosD,noHit
nosF,noHit
nosY,noHit
nosL,noHit
nosX,noHit
fhp,noHit
SMa1192,pRL120640
nnrS,noHit
SMa1195,noHit
SMa1197,noHit
SMa1198,noHit
SMa1200,noHit
SMa1201,noHit
SMa1207,RL3726
fixS1,fixS2
fixI1,fixI2
fixH,fixH1
fixG,fixG2
fixP1,fixP2
fixQ1,noHit
fixO1,fixO1
fixN1,noHit
fixM,RL1246
fixK1,noHit
fixT1,noHit
fixJ,noHit
fixL,noHit
SMa1231,noHit
napC,noHit
napB,noHit
napA,noHit
napD,noHit
napF,noHit
napE,noHit
azu1,azuP
nnrR,noHit
nirV,noHit
nirK,noHit
nnrS,noHit
SMa1253,noHit
SMa1255,noHit
SMa1256,noHit
SMa1259,noHit
SMa1261,noHit
SMa1262,pRL110470
SMa1264,noHit
hemN,hemN1
norD,noHit
norQ,noHit
norB,noHit
norC,noHit
norE,noHit
nnrU,noHit
SMa1285,noHit
SMa1288,noHit
SMa1289,noHit
SMa1291,noHit
SMa1292,noHit
SMa1294,noHit
adhA1,adhA
SMa1297,RL0111
SMa1299,RL3218
SMa1301,RL3219
virB11,pRL70158
virB10,noHit
virB9,noHit
virB8,noHit
virB7,noHit
virB6,noHit
virB5,noHit
virB4,noHit
virB3,noHit
virB2,noHit
virB1,noHit
SMa1322,noHit
rctA,pRL100314
SMa1325,noHit
SMa1326,RL2979
SMa1327,RL3123
SMa1328,noHit
SMa1329,pRL120598
SMa1331,pRL120597
SMa1332,pRL120596
SMa1334,pRL120595
SMa1337,pRL120593
SMa1339,pRL120592
SMa1341,pRL120591
SMa1344,pRL120590
SMa1345,pRL120589
SMa1347,pRL120588
SMa1349,pRL120587
SMa1351,pRL120586
SMa1353,pRL120585
SMa1354,pRL120584
SMa1355,pRL110466
SMa1356,noHit
SMa1358,RL3060
SMa1361,RL1928
SMa1362,noHit
SMa1363,noHit
SMa1364,noHit
SMa1365,noHit
SMa1367,noHit
SMa1368,noHit
SMa1370,pRL100280
SMa1371,noHit
SMa1374,noHit
SMa1373,noHit
SMa1375,noHit
SMa1377,noHit
SMa1379,noHit
SMa1381,noHit
SMa1386,noHit
SMa1387,noHit
etfA2,noHit
etfB2,noHit
SMa1394,noHit
SMa1397,noHit
SMa1398,noHit
SMa1400,noHit
SMa1403,noHit
ttuD3,noHit
SMa1408,noHit
SMa1409,noHit
SMa1410,noHit
SMa1413,noHit
SMa1414,noHit
SMa1415,noHit
SMa1417,noHit
SMa1418,noHit
SMa1421,noHit
SMa1424,noHit
SMa1427,noHit
SMa1428,noHit
SMa1430,noHit
SMa1431,noHit
SMa1434,noHit
SMa1435,noHit
SMa1437,noHit
SMa1438,noHit
SMa1440,kdgD
SMa1442,RL2337
SMa1445,noHit
SMa1447,pRL110520
SMa1450,pRL100301
SMa1452,pRL100300
SMa1454,pRL100299
SMa1455,noHit
SMa1456,noHit
SMa1459,pRL120513
SMa1461,noHit
SMa1462,qatX5
SMa1465,noHit
SMa1466,qatV5
SMa1467,qatW5
SMa1471,noHit
SMa1473,noHit
SMa1476,noHit
SMa1478,noHit
SMa1480,noHit
SMa1483,noHit
SMa1485,pRL110158
SMa1487,RL2498
SMa1488,noHit
SMa1491,noHit
SMa1493,RL1844
SMa1494,noHit
SMa1495,noHit
gst12,noHit
SMa1500,noHit
SMa1501,pRL100334
SMa1503,noHit
SMa1505,noHit
SMa1507,noHit
SMa1509,pRL100338
SMa1513,noHit
SMa1514,noHit
SMa1515,noHit
nuoH2,noHit
nuoI2,noHit
SMa1521,noHit
nuoG2,noHit
nuoF2,noHit
nuoE2,noHit
nuoD2,noHit
nuoC2,noHit
nuoB2,noHit
nuoA2,noHit
nuoN2,noHit
nuoM2,noHit
SMa1538,noHit
SMa1539,noHit
SMa1541,noHit
nuoK2,noHit
nuoJ2,noHit
pcm,noHit
SMa1548,noHit
SMa1550,noHit
SMa1552,noHit
SMa1554,noHit
mcpS,noHit
SMa1558,noHit
cheB2,noHit
SMa1562,noHit
SMa1564,noHit
cpaF2,noHit
pilA2,noHit
SMa1572,noHit
cpaE2,noHit
cpaB2,noHit
cpaA2,noHit
SMa1579,noHit
SMa1580,noHit
SMa1582,noHit
cyaF5,RL1127
SMa1585,noHit
syrB2,noHit
eglC,noHit
SMa1589,RL3174
cyaI3,noHit
SMa1592,noHit
SMa1593,noHit
SMa1594,noHit
SMa1595,noHit
SMa1597,noHit
SMa1600,RL0682
SMa1602,noHit
SMa1604,noHit
SMa1606,noHit
SMa1608,pRL70037
SMa1610,noHit
SMa1612,noHit
SMa1613,pRL120647
SMa1614,noHit
SMa1615,noHit
SMa1617,pRL70046
SMa1619,pRL70045
SMa1620,pRL100050
SMa1623,pRL70041
SMa1625,noHit
SMa1626,noHit
SMa1629,pRL120292
SMa1630,pRL120293
SMa1632,pRL120294
SMa1635,noHit
SMa1636,noHit
SMa1637,noHit
SMa1639,RL1176
SMa1641,noHit
SMa1643,noHit
SMa1644,RL1178
SMa1646,noHit
SMa1647,noHit
SMa1649,noHit
SMa1650,noHit
SMa1651,noHit
SMa1652,hyuE
SMa1653,RL3366
SMa1654,noHit
SMa1657,noHit
SMa1658,noHit
SMa1660,noHit
SMa1662,noHit
SMa1664,noHit
SMa1666,noHit
arcD1,noHit
arcD2,noHit
arcA2,noHit
SMa1672,pRL100022
SMa1674,noHit
SMa1675,noHit
SMa1676,noHit
SMa1677,noHit
SMa1678,noHit
SMa1680,pRL110219
SMa1682,pRL110220
SMa1683,pRL110221
SMa1684,pRL110222
SMa1686,pRL110223
SMa1688,pRL110224
SMa1691,noHit
SMa1696,noHit
SMa1697,pRL90049
syrB1,noHit
SMa1700,noHit
SMa1702,pRL100147
SMa1704,RL2709
SMa1705,noHit
SMa1706,pRL120184
SMa1711,noHit
adeC3,noHit
SMa1717,noHit
adeC4,noHit
SMa1720,noHit
SMa1724,noHit
SMa1725,noHit
SMa1726,noHit
SMa1727,noHit
proX,noHit
betB2,noHit
SMa1732,noHit
SMa1734,noHit
SMa1735,noHit
SMa1736,noHit
SMa1737,noHit
SMa1740,RL2916
SMa1741,fhuC
SMa1742,noHit
SMa1745,noHit
SMa1746,noHit
SMa1747,fhuA1
SMa1749,noHit
SMa1750,noHit
SMa1751,noHit
SMa1753,noHit
SMa1754,noHit
SMa1755,noHit
SMa1757,noHit
SMa1759,noHit
SMa1760,noHit
SMa1761,noHit
SMa1765,RL2430
SMa1766,noHit
SMa1767,noHit
SMa1769,pRL110267
SMa1770,noHit
SMa1776,noHit
SMa1779,noHit
SMa1780,noHit
SMa1782,noHit
SMa1783,noHit
SMa1784,noHit
SMa1787,noHit
cyaI4,noHit
SMa1793,noHit
SMa1797,noHit
kup2,noHit
SMa1799,noHit
SMa1801,noHit
SMa1803,noHit
SMa1808,noHit
SMa1809,cpO
SMa1811,RL1203
SMa1814,noHit
SMa1817,noHit
SMa1819,noHit
SMa1820,noHit
SMa1821,noHit
SMa1822,pRL120448
SMa1823,noHit
SMa1825,pRL120449
SMa1828,noHit
SMa1831,noHit
SMa1832,noHit
SMa1833,noHit
SMa1835,pRL120634
argE,pRL120633
SMa1838,pRL120632
SMa1840,pRL120631
SMa1844,pRL120630
SMa1846,pRL120629
gabD5,gabD5
SMa1850,pRL120621
SMa1851,pRL120620
SMa1853,pRL120613
SMa1855,optE
SMa1857,pRL120611
SMa1860,pRL120610
SMa1862,pRL120609
SMa1863,pRL120608
SMa1864,pRL120607
SMa1867,pRL120606
SMa1869,pRL120605
SMa1871,noHit
SMa1872,tdcB1
SMa1874,noHit
SMa1875,noHit
SMa1878,noHit
SMa1881,noHit
SMa1882,noHit
SMa1884,noHit
SMa1885,noHit
SMa1887,RL4303
SMa1890,noHit
SMa1891,noHit
SMa1893,noHit
SMa1894,noHit
msrA3,pRL90212
SMa1898,noHit
SMa1900,noHit
SMa1902,noHit
SMa1903,noHit
mrcB,pRL110261
SMa1907,RL1402
SMa1910,RL1248
SMa1913,noHit
SMa1916,noHit
SMa1917,noHit
SMa1918,RL1409
SMa1919,RL1408
SMa1921,noHit
SMa1924,noHit
SMa1927,RL4019
SMa1929,RL1144
SMa1933,noHit
wrbA3,noHit
SMa1937,noHit
SMa1939,RL2319
SMa1943,noHit
SMa1945,noHit
SMa1948,noHit
SMa1951,noHit
SMa1952,noHit
SMa1953,noHit
SMa1954,noHit
SMa1956,RL1209
SMa1957,pRL120543
SMa1959,noHit
SMa1960,RL2410
SMa1961,phaZ
SMa1963,noHit
SMa1965,noHit
SMa1966,noHit
SMa1967,noHit
SMa1968,RL2351
SMa1969,noHit
SMa1971,noHit
SMa1973,noHit
SMa1974,noHit
SMa1976,RL1161
SMa1978,noHit
SMa1979,noHit
SMa1985,RL3434
SMa1987,RL3435
SMa1990,noHit
SMa1993,noHit
SMa1995,noHit
SMa1996,noHit
SMa1998,noHit
SMa2000,noHit
SMa2002,noHit
SMa2004,noHit
SMa2008,RL1233
SMa2009,RL1234
SMa2011,noHit
SMa2012,noHit
SMa2014,noHit
SMa2015,noHit
SMa2019,noHit
SMa2020,pRL120291
SMa2023,pRL120290
SMa2025,pRL120289
SMa2027,RL0307
SMa2029,RL0306
SMa2031,noHit
SMa2032,noHit
SMa2033,noHit
SMa2034,noHit
SMa2037,noHit
SMa2041,cutM
SMa2043,noHit
SMa2045,noHit
SMa2047,noHit
SMa2049,RL1418
SMa2051,noHit
SMa2053,noHit
SMa2055,noHit
SMa2057,noHit
SMa2059,noHit
SMa2061,RL2732
SMa2063,noHit
SMa2065,noHit
cysA1,noHit
cysP1,noHit
SMa2071,RL1034
SMa2073,noHit
SMa2075,pRL90249
SMa2077,RL2983
SMa2079,pRL120330
SMa2081,noHit
SMa2083,pRL90251
SMa2085,pRL90250
SMa2087,noHit
SMa2089,noHit
SMa2091,noHit
SMa2093,noHit
SMa2095,RL1205
SMa2097,noHit
SMa2099,noHit
SMa2101,noHit
SMa2103,noHit
SMa2105,noHit
SMa2107,noHit
SMa2109,noHit
SMa2111,noHit
adhC2,noHit
gst13,pRL100335
SMa2117,noHit
SMa2119,noHit
SMa2121,noHit
SMa2123,noHit
SMa2125,noHit
SMa2127,noHit
SMa2129,noHit
SMa2131,noHit
SMa2133,noHit
glyA2,noHit
SMa2137,noHit
sgaA,noHit
purU3,noHit
metF,pRL90256
SMa2145,noHit
SMa2147,noHit
SMa2151,noHit
SMa2157,RL3104
SMa2159,noHit
SMa2163,noHit
SMa2165,noHit
SMa2167,noHit
SMa2169,noHit
SMa2171,noHit
SMa2175,noHit
SMa2187,noHit
SMa2189,noHit
SMa2191,noHit
SMa2193,noHit
SMa2195,noHit
SMa2197,pRL80064
SMa2199,noHit
SMa2201,noHit
SMa2203,RL4452
SMa2205,noHit
SMa2207,pRL120171
SMa2209,noHit
SMa2211,noHit
SMa2213,pRL110175
SMa2215,noHit
SMa2217,ubiD
SMa2219,noHit
SMa2221,noHit
SMa2223,noHit
SMa2225,noHit
SMa2227,noHit
SMa2229,noHit
SMa2231,noHit
SMa2233,noHit
SMa2235,noHit
SMa2237,noHit
SMa2239,noHit
SMa2241,noHit
SMa2243,noHit
SMa2245,noHit
SMa2249,pRL100469
SMa2251,noHit
SMa2253,pRL100009
SMa2255,pRL100008
SMa2257,pRL100007
SMa2259,noHit
SMa2263,noHit
SMa2265,noHit
SMa2267,RL2545
SMa2269,noHit
SMa2273,pRL100013
SMa2275,pRL100012
SMa2279,pRL90094
SMa2281,pRL90093
SMa2285,noHit
SMa2287,noHit
SMa2289,noHit
SMa2291,noHit
SMa2293,RL3158
mrcA2,noHit
SMa2295,noHit
SMa2297,noHit
SMa2299,noHit
SMa2301,pRL120324
SMa2303,RL3112
SMa2305,RL3111
SMa2307,RL3110
SMa2309,RL3109
SMa2311,RL3108
SMa2313,pRL90282
SMa2315,noHit
SMa2317,noHit
gst14,RL1444
uvrD2,uvrD
SMa2323,noHit
SMa2325,kdpE
SMa2327,kdpD
kdpC,kdpC
kdpB,kdpB
kdpA,kdpA
SMa2335,noHit
rhtX,noHit
rhbA,noHit
rhbB,noHit
rhbC,noHit
rhbD,noHit
rhbE,vbsO
rhbF,noHit
rhrA,noHit
rhtA,noHit
SMa2339,vbsA
SMa2341,pRL90119
SMa2343,RL0294
SMa2347,noHit
SMa2349,yagT
SMa2351,yagS
SMa2353,yagR
SMa2355,pRL100039
cyaO,RL2953
SMa2359,RL1337
SMa2361,pRL90203
SMa2363,pRL90204
SMa2365,pRL90205
SMa2367,pRL90206
SMa2369,pRL90207
codA,codA
SMa2373,noHit
SMa2375,noHit
SMa2377,noHit
katB,katG
SMa2381,RL4026
SMa2383,noHit
SMa2385,RL1310
SMa2387,noHit
SMa2389,ohr1
repC2,repCp10
repB2,noHit
repA2,noHit
SMa5000,noHit
SMa5014,noHit
SMa5015,noHit
SMa5001,noHit
SMa5002,RL1165
SMa5016,noHit
SMa5017,noHit
SMa5018,pRL120454
SMa5019,pRL120452
SMa5020,RL0854
SMa5021,noHit
SMa5022,noHit
SMa5023,pRL120041
SMa5024,noHit
SMa5025,noHit
SMa5026,noHit
SMa5027,noHit
SMa5003,noHit
SMa5028,noHit
SMa5036,noHit
SMa5004,noHit
SMa5029,noHit
SMa5005,noHit
SMa5006,noHit
SMa5007,noHit
SMa5030,pRL120594
SMa5008,noHit
SMa5031,noHit
SMa5009,pRL120545
SMa5038,noHit
SMa5010,noHit
SMa5033,noHit
SMa5032,noHit
SMa5011,noHit
SMa5035,noHit
SMa5012,noHit
SMa5013,noHit
SMa5034,noHit
