SMc02793,DK53_1986
SMa0894,noHit
SMa0896,noHit
SMa0900,noHit
SMa0903,noHit
SMa0905,noHit
SMa0907,noHit
SMa0909,noHit
SMa0911,DK53_259
SMa0914,noHit
SMa0917,noHit
SMa0922,noHit
traG,noHit
traD,noHit
traC,noHit
traA1,noHit
SMa0937,noHit
SMa0939,noHit
SMa0940,noHit
SMa0941,noHit
SMa0943,noHit
SMa0945,noHit
SMa0947,noHit
SMa0950,DK53_2140
SMa0951,DK53_2139
SMa0952,DK53_2138
SMa0953,noHit
SMa0955,DK53_2148
SMa0956,noHit
SMa0958,noHit
SMa0959,noHit
SMa0961,noHit
SMa0964,noHit
SMa0967,noHit
SMa0969,noHit
SMa0972,noHit
SMa0974,noHit
SMa0976,noHit
SMa0977,noHit
ntrR2,noHit
SMa0983,noHit
SMa0985,noHit
SMa0988,noHit
SMa0990,noHit
SMa0992,noHit
SMa0995,noHit
SMa0997,noHit
SMa0998,noHit
SMa1001,noHit
SMa1002,noHit
SMa1004,noHit
SMa1005,noHit
SMa1007,noHit
SMa1008,noHit
SMa1009,DK53_931
SMa1010,noHit
SMa1011,noHit
actP,noHit
hmrR,noHit
SMa1016,noHit
SMa1017,noHit
SMa1018,noHit
SMa1021,noHit
SMa1024,noHit
SMa1028,noHit
SMa1029,noHit
SMa1030,noHit
SMa1032,noHit
SMa1033,noHit
SMa1036,noHit
SMa1037,noHit
SMa1038,noHit
SMa1041,noHit
SMa1043,noHit
SMa1045,noHit
cyaE2,noHit
SMa1050,noHit
SMa1052,DK53_2742
SMa1053,DK53_2743
SMa1056,bigR
SMa1057,noHit
SMa1058,noHit
SMa1060,noHit
SMa1062,noHit
SMa1063,noHit
SMa1065,noHit
SMa1067,noHit
SMa1070,noHit
SMa1073,noHit
SMa1076,noHit
nex18,noHit
SMa1078,noHit
tspO,noHit
SMa1081,noHit
SMa1082,noHit
SMa1084,DK53_2795
SMa1086,noHit
SMa1087,noHit
SMa1089,noHit
SMa1091,noHit
SMa1092,noHit
SMa1093,noHit
SMa1095,noHit
SMa1096,noHit
SMa1097,noHit
SMa1099,noHit
SMa1100,noHit
SMa1101,noHit
cyaP,noHit
SMa1104,noHit
SMa1111,noHit
SMa1113,noHit
SMa1115,noHit
hspC2,noHit
SMa1120,noHit
SMa1122,noHit
SMa1124,noHit
SMa1126,noHit
degP4,noHit
SMa1131,noHit
SMa1132,noHit
SMa1134,noHit
SMa1136,noHit
SMa1138,noHit
SMa1139,noHit
SMa1141,aadR
SMa1142,noHit
SMa1146,noHit
SMa1147,noHit
SMa1149,noHit
SMa1151,DK53_1346
SMa1153,noHit
SMa1154,noHit
SMa1155,noHit
SMa1156,noHit
SMa1158,noHit
SMa1159,noHit
SMa1160,noHit
SMa1161,noHit
SMa1162,DK53_1763
SMa1163,noHit
SMa1166,noHit
SMa1168,noHit
SMa1169,noHit
SMa1170,noHit
SMa1171,DK53_545
SMa1172,noHit
SMa1174,noHit
SMa1176,noHit
SMa1178,noHit
nosR,DK53_2878
nosZ,nosZ
nosD,nosD
nosF,DK53_2875
nosY,DK53_2874
nosL,nosL
nosX,DK53_2872
fhp,noHit
SMa1192,noHit
nnrS,noHit
SMa1195,noHit
SMa1197,noHit
SMa1198,noHit
SMa1200,noHit
SMa1201,noHit
SMa1207,noHit
fixS1,noHit
fixI1,DK53_392
fixH,DK53_393
fixG,ccoG
fixP1,noHit
fixQ1,noHit
fixO1,noHit
fixN1,ccoN
fixM,noHit
fixK1,noHit
fixT1,noHit
fixJ,noHit
fixL,noHit
SMa1231,DK53_1033
napC,noHit
napB,noHit
napA,noHit
napD,noHit
napF,noHit
napE,noHit
azu1,DK53_2870
nnrR,DK53_2888
nirV,DK53_2889
nirK,nirK
nnrS,DK53_2869
SMa1253,noHit
SMa1255,DK53_2894
SMa1256,DK53_2895
SMa1259,DK53_2896
SMa1261,DK53_2897
SMa1262,noHit
SMa1264,noHit
hemN,hemN
norD,DK53_2898
norQ,DK53_2899
norB,norB
norC,norC
norE,DK53_2903
nnrU,noHit
SMa1285,DK53_2860
SMa1288,noHit
SMa1289,DK53_2863
SMa1291,DK53_2864
SMa1292,DK53_2865
SMa1294,noHit
adhA1,DK53_212
SMa1297,noHit
SMa1299,noHit
SMa1301,noHit
virB11,virB11
virB10,DK53_3074
virB9,noHit
virB8,virB8
virB7,noHit
virB6,noHit
virB5,noHit
virB4,ptlC
virB3,noHit
virB2,noHit
virB1,noHit
SMa1322,noHit
rctA,noHit
SMa1325,noHit
SMa1326,noHit
SMa1327,noHit
SMa1328,noHit
SMa1329,noHit
SMa1331,noHit
SMa1332,noHit
SMa1334,DK53_3166
SMa1337,noHit
SMa1339,noHit
SMa1341,noHit
SMa1344,noHit
SMa1345,noHit
SMa1347,noHit
SMa1349,noHit
SMa1351,noHit
SMa1353,noHit
SMa1354,noHit
SMa1355,noHit
SMa1356,noHit
SMa1358,DK53_1827
SMa1361,noHit
SMa1362,noHit
SMa1363,noHit
SMa1364,noHit
SMa1365,noHit
SMa1367,noHit
SMa1368,noHit
SMa1370,noHit
SMa1371,DK53_2150
SMa1374,noHit
SMa1373,noHit
SMa1375,noHit
SMa1377,noHit
SMa1379,noHit
SMa1381,noHit
SMa1386,noHit
SMa1387,noHit
etfA2,noHit
etfB2,noHit
SMa1394,noHit
SMa1397,noHit
SMa1398,noHit
SMa1400,noHit
SMa1403,noHit
ttuD3,noHit
SMa1408,noHit
SMa1409,noHit
SMa1410,noHit
SMa1413,noHit
SMa1414,noHit
SMa1415,noHit
SMa1417,noHit
SMa1418,noHit
SMa1421,noHit
SMa1424,noHit
SMa1427,noHit
SMa1428,noHit
SMa1430,noHit
SMa1431,noHit
SMa1434,noHit
SMa1435,noHit
SMa1437,noHit
SMa1438,noHit
SMa1440,noHit
SMa1442,noHit
SMa1445,noHit
SMa1447,DK53_2677
SMa1450,DK53_2752
SMa1452,DK53_2751
SMa1454,DK53_2748
SMa1455,noHit
SMa1456,noHit
SMa1459,noHit
SMa1461,noHit
SMa1462,noHit
SMa1465,noHit
SMa1466,noHit
SMa1467,noHit
SMa1471,noHit
SMa1473,noHit
SMa1476,noHit
SMa1478,noHit
SMa1480,noHit
SMa1483,noHit
SMa1485,noHit
SMa1487,noHit
SMa1488,noHit
SMa1491,noHit
SMa1493,noHit
SMa1494,noHit
SMa1495,noHit
gst12,noHit
SMa1500,noHit
SMa1501,noHit
SMa1503,noHit
SMa1505,noHit
SMa1507,noHit
SMa1509,noHit
SMa1513,noHit
SMa1514,noHit
SMa1515,noHit
nuoH2,noHit
nuoI2,noHit
SMa1521,noHit
nuoG2,noHit
nuoF2,noHit
nuoE2,noHit
nuoD2,noHit
nuoC2,noHit
nuoB2,noHit
nuoA2,noHit
nuoN2,noHit
nuoM2,noHit
SMa1538,noHit
SMa1539,noHit
SMa1541,noHit
nuoK2,noHit
nuoJ2,noHit
pcm,noHit
SMa1548,DK53_225
SMa1550,noHit
SMa1552,noHit
SMa1554,noHit
mcpS,noHit
SMa1558,noHit
cheB2,noHit
SMa1562,noHit
SMa1564,noHit
cpaF2,noHit
pilA2,noHit
SMa1572,noHit
cpaE2,noHit
cpaB2,noHit
cpaA2,noHit
SMa1579,noHit
SMa1580,noHit
SMa1582,noHit
cyaF5,noHit
SMa1585,noHit
syrB2,DK53_2997
eglC,noHit
SMa1589,noHit
cyaI3,noHit
SMa1592,noHit
SMa1593,noHit
SMa1594,noHit
SMa1595,noHit
SMa1597,noHit
SMa1600,DK53_1302
SMa1602,noHit
SMa1604,noHit
SMa1606,noHit
SMa1608,noHit
SMa1610,noHit
SMa1612,noHit
SMa1613,noHit
SMa1614,noHit
SMa1615,noHit
SMa1617,noHit
SMa1619,noHit
SMa1620,noHit
SMa1623,noHit
SMa1625,noHit
SMa1626,DK53_1170
SMa1629,noHit
SMa1630,noHit
SMa1632,noHit
SMa1635,noHit
SMa1636,noHit
SMa1637,noHit
SMa1639,noHit
SMa1641,noHit
SMa1643,noHit
SMa1644,noHit
SMa1646,noHit
SMa1647,noHit
SMa1649,noHit
SMa1650,noHit
SMa1651,noHit
SMa1652,noHit
SMa1653,noHit
SMa1654,DK53_2741
SMa1657,noHit
SMa1658,noHit
SMa1660,noHit
SMa1662,noHit
SMa1664,bepF
SMa1666,noHit
arcD1,noHit
arcD2,noHit
arcA2,noHit
SMa1672,DK53_2822
SMa1674,noHit
SMa1675,noHit
SMa1676,noHit
SMa1677,noHit
SMa1678,noHit
SMa1680,noHit
SMa1682,noHit
SMa1683,noHit
SMa1684,noHit
SMa1686,noHit
SMa1688,noHit
SMa1691,noHit
SMa1696,noHit
SMa1697,noHit
syrB1,noHit
SMa1700,noHit
SMa1702,noHit
SMa1704,noHit
SMa1705,noHit
SMa1706,noHit
SMa1711,noHit
adeC3,noHit
SMa1717,noHit
adeC4,noHit
SMa1720,noHit
SMa1724,noHit
SMa1725,noHit
SMa1726,noHit
SMa1727,noHit
proX,noHit
betB2,noHit
SMa1732,noHit
SMa1734,noHit
SMa1735,noHit
SMa1736,noHit
SMa1737,noHit
SMa1740,noHit
SMa1741,DK53_2542
SMa1742,noHit
SMa1745,noHit
SMa1746,noHit
SMa1747,noHit
SMa1749,noHit
SMa1750,noHit
SMa1751,DK53_2829
SMa1753,DK53_2830
SMa1754,DK53_2831
SMa1755,DK53_2832
SMa1757,DK53_129
SMa1759,noHit
SMa1760,noHit
SMa1761,DK53_3169
SMa1765,noHit
SMa1766,noHit
SMa1767,noHit
SMa1769,noHit
SMa1770,noHit
SMa1776,noHit
SMa1779,noHit
SMa1780,noHit
SMa1782,noHit
SMa1783,noHit
SMa1784,noHit
SMa1787,noHit
cyaI4,noHit
SMa1793,noHit
SMa1797,noHit
kup2,noHit
SMa1799,noHit
SMa1801,noHit
SMa1803,noHit
SMa1808,noHit
SMa1809,noHit
SMa1811,noHit
SMa1814,noHit
SMa1817,noHit
SMa1819,noHit
SMa1820,noHit
SMa1821,noHit
SMa1822,noHit
SMa1823,noHit
SMa1825,noHit
SMa1828,noHit
SMa1831,noHit
SMa1832,noHit
SMa1833,noHit
SMa1835,noHit
argE,noHit
SMa1838,noHit
SMa1840,noHit
SMa1844,noHit
SMa1846,noHit
gabD5,noHit
SMa1850,noHit
SMa1851,noHit
SMa1853,noHit
SMa1855,DK53_3168
SMa1857,noHit
SMa1860,noHit
SMa1862,noHit
SMa1863,noHit
SMa1864,noHit
SMa1867,noHit
SMa1869,noHit
SMa1871,noHit
SMa1872,noHit
SMa1874,noHit
SMa1875,noHit
SMa1878,noHit
SMa1881,noHit
SMa1882,noHit
SMa1884,noHit
SMa1885,DK53_2321
SMa1887,noHit
SMa1890,noHit
SMa1891,noHit
SMa1893,noHit
SMa1894,msrB
msrA3,noHit
SMa1898,noHit
SMa1900,noHit
SMa1902,noHit
SMa1903,noHit
mrcB,noHit
SMa1907,noHit
SMa1910,noHit
SMa1913,noHit
SMa1916,noHit
SMa1917,noHit
SMa1918,noHit
SMa1919,noHit
SMa1921,noHit
SMa1924,noHit
SMa1927,noHit
SMa1929,noHit
SMa1933,noHit
wrbA3,noHit
SMa1937,noHit
SMa1939,noHit
SMa1943,noHit
SMa1945,noHit
SMa1948,noHit
SMa1951,noHit
SMa1952,noHit
SMa1953,noHit
SMa1954,noHit
SMa1956,noHit
SMa1957,noHit
SMa1959,noHit
SMa1960,noHit
SMa1961,noHit
SMa1963,noHit
SMa1965,noHit
SMa1966,noHit
SMa1967,noHit
SMa1968,noHit
SMa1969,noHit
SMa1971,noHit
SMa1973,noHit
SMa1974,noHit
SMa1976,noHit
SMa1978,noHit
SMa1979,noHit
SMa1985,noHit
SMa1987,noHit
SMa1990,noHit
SMa1993,noHit
SMa1995,noHit
SMa1996,noHit
SMa1998,noHit
SMa2000,noHit
SMa2002,noHit
SMa2004,noHit
SMa2008,noHit
SMa2009,noHit
SMa2011,noHit
SMa2012,noHit
SMa2014,noHit
SMa2015,noHit
SMa2019,noHit
SMa2020,noHit
SMa2023,noHit
SMa2025,noHit
SMa2027,noHit
SMa2029,noHit
SMa2031,noHit
SMa2032,noHit
SMa2033,noHit
SMa2034,noHit
SMa2037,noHit
SMa2041,noHit
SMa2043,noHit
SMa2045,noHit
SMa2047,noHit
SMa2049,noHit
SMa2051,noHit
SMa2053,noHit
SMa2055,noHit
SMa2057,noHit
SMa2059,noHit
SMa2061,noHit
SMa2063,noHit
SMa2065,noHit
cysA1,noHit
cysP1,noHit
SMa2071,noHit
SMa2073,noHit
SMa2075,DK53_2441
SMa2077,noHit
SMa2079,DK53_2776
SMa2081,noHit
SMa2083,DK53_2443
SMa2085,DK53_2442
SMa2087,noHit
SMa2089,noHit
SMa2091,noHit
SMa2093,noHit
SMa2095,noHit
SMa2097,noHit
SMa2099,noHit
SMa2101,noHit
SMa2103,noHit
SMa2105,noHit
SMa2107,noHit
SMa2109,noHit
SMa2111,noHit
adhC2,noHit
gst13,noHit
SMa2117,noHit
SMa2119,noHit
SMa2121,noHit
SMa2123,noHit
SMa2125,noHit
SMa2127,noHit
SMa2129,noHit
SMa2131,noHit
SMa2133,noHit
glyA2,noHit
SMa2137,noHit
sgaA,noHit
purU3,noHit
metF,noHit
SMa2145,noHit
SMa2147,noHit
SMa2151,noHit
SMa2157,noHit
SMa2159,noHit
SMa2163,noHit
SMa2165,noHit
SMa2167,noHit
SMa2169,noHit
SMa2171,noHit
SMa2175,noHit
SMa2187,noHit
SMa2189,noHit
SMa2191,noHit
SMa2193,noHit
SMa2195,noHit
SMa2197,noHit
SMa2199,noHit
SMa2201,noHit
SMa2203,noHit
SMa2205,noHit
SMa2207,noHit
SMa2209,noHit
SMa2211,noHit
SMa2213,noHit
SMa2215,noHit
SMa2217,noHit
SMa2219,noHit
SMa2221,noHit
SMa2223,noHit
SMa2225,noHit
SMa2227,noHit
SMa2229,noHit
SMa2231,noHit
SMa2233,noHit
SMa2235,noHit
SMa2237,noHit
SMa2239,noHit
SMa2241,noHit
SMa2243,noHit
SMa2245,noHit
SMa2249,noHit
SMa2251,noHit
SMa2253,noHit
SMa2255,noHit
SMa2257,noHit
SMa2259,noHit
SMa2263,noHit
SMa2265,noHit
SMa2267,noHit
SMa2269,noHit
SMa2273,noHit
SMa2275,noHit
SMa2279,noHit
SMa2281,noHit
SMa2285,noHit
SMa2287,noHit
SMa2289,noHit
SMa2291,DK53_2920
SMa2293,noHit
mrcA2,noHit
SMa2295,noHit
SMa2297,noHit
SMa2299,noHit
SMa2301,noHit
SMa2303,noHit
SMa2305,noHit
SMa2307,noHit
SMa2309,noHit
SMa2311,noHit
SMa2313,noHit
SMa2315,noHit
SMa2317,noHit
gst14,noHit
uvrD2,noHit
SMa2323,noHit
SMa2325,noHit
SMa2327,noHit
kdpC,noHit
kdpB,noHit
kdpA,noHit
SMa2335,noHit
rhtX,noHit
rhbA,noHit
rhbB,noHit
rhbC,noHit
rhbD,noHit
rhbE,noHit
rhbF,noHit
rhrA,noHit
rhtA,noHit
SMa2339,noHit
SMa2341,noHit
SMa2343,noHit
SMa2347,noHit
SMa2349,noHit
SMa2351,noHit
SMa2353,noHit
SMa2355,noHit
cyaO,noHit
SMa2359,noHit
SMa2361,noHit
SMa2363,noHit
SMa2365,noHit
SMa2367,noHit
SMa2369,noHit
codA,noHit
SMa2373,noHit
SMa2375,noHit
SMa2377,noHit
katB,noHit
SMa2381,noHit
SMa2383,noHit
SMa2385,noHit
SMa2387,noHit
SMa2389,noHit
repC2,DK53_3128
repB2,noHit
repA2,noHit
SMa5000,noHit
SMa5014,noHit
SMa5015,noHit
SMa5001,noHit
SMa5002,noHit
SMa5016,noHit
SMa5017,noHit
SMa5018,noHit
SMa5019,noHit
SMa5020,noHit
SMa5021,noHit
SMa5022,noHit
SMa5023,noHit
SMa5024,noHit
SMa5025,noHit
SMa5026,noHit
SMa5027,noHit
SMa5003,noHit
SMa5028,noHit
SMa5036,noHit
SMa5004,noHit
SMa5029,noHit
SMa5005,noHit
SMa5006,noHit
SMa5007,noHit
SMa5030,noHit
SMa5008,noHit
SMa5031,noHit
SMa5009,noHit
SMa5038,noHit
SMa5010,noHit
SMa5033,noHit
SMa5032,noHit
SMa5011,noHit
SMa5035,noHit
SMa5012,noHit
SMa5013,noHit
SMa5034,noHit
