SMc02793,Smed_3209
SM_b21419,noHit
SM_b21684,noHit
SM_b21420,noHit
SM_b21421,noHit
SM_b21422,noHit
SM_b21423,noHit
SM_b21424,noHit
SM_b21425,noHit
SM_b21426,noHit
SM_b21427,Smed_1810
rmlC,noHit
SM_b21429,Smed_4420
SM_b21430,Smed_4419
SM_b21431,noHit
SM_b21432,noHit
SM_b21433,Smed_4417
SM_b21685,noHit
SM_b21434,noHit
SM_b21435,noHit
SM_b21436,noHit
SM_b21437,noHit
SM_b21438,noHit
SM_b21439,noHit
SM_b21440,Smed_4416
SM_b21441,Smed_4414
SM_b21442,noHit
SM_b21443,noHit
SM_b21444,Smed_4411
SM_b21445,Smed_4410
glgX2,Smed_4409
glgB2,Smed_4408
SM_b21448,Smed_4407
gst12,Smed_4406
SM_b21450,Smed_4405
SM_b21452,Smed_4403
SM_b21454,Smed_4401
SM_b21455,Smed_4400
SM_b21456,Smed_4399
SM_b21458,Smed_4398
SM_b21459,Smed_4397
SM_b21460,Smed_4396
SM_b21461,Smed_4395
SM_b21462,Smed_4394
SM_b21463,Smed_4393
SM_b21464,Smed_4392
prsE,Smed_4391
prsD,Smed_4390
SM_b21467,Smed_4389
SM_b21468,Smed_4388
SM_b21469,Smed_4387
SM_b21470,Smed_4386
SM_b21471,Smed_4385
SM_b21472,Smed_6346
SM_b21473,Smed_4383
SM_b21474,Smed_4382
SM_b21475,noHit
SM_b21476,noHit
SM_b21477,noHit
SM_b21478,noHit
SM_b21479,Smed_4381
SM_b21480,Smed_4380
SM_b21481,Smed_4379
SM_b21482,Smed_4378
SM_b21483,Smed_4377
SM_b21686,noHit
rpoE5,Smed_4376
SM_b21687,Smed_4375
SM_b21485,noHit
SM_b21486,Smed_4373
cyoA,Smed_4372
cyoB,Smed_4371
cyoC,Smed_4370
SM_b21490,noHit
SM_b21491,Smed_4367
SM_b21492,Smed_4366
SM_b21493,Smed_4365
ocd,noHit
SM_b21689,noHit
SM_b21495,noHit
SM_b21496,noHit
acrE,Smed_4362
acrF,Smed_4361
SM_b21499,Smed_4360
SM_b21500,Smed_4359
SM_b21501,Smed_4358
SM_b21502,Smed_4357
SM_b21503,Smed_4356
SM_b21504,Smed_4355
wzy,Smed_4354
SM_b21506,Smed_4353
SM_b21507,noHit
dapA3,Smed_4167
SM_b21509,noHit
SM_b21510,noHit
SM_b21511,noHit
SM_b21512,Smed_4352
wzx2,Smed_4351
hemK2,Smed_4350
SM_b21515,Smed_4349
SM_b21516,Smed_4348
SM_b21517,Smed_4347
SM_b21518,Smed_4346
SM_b21519,Smed_4345
SM_b21520,Smed_4344
SM_b21521,Smed_4343
minE,Smed_4342
minD,Smed_4341
minC,Smed_4340
SM_b20647,Smed_4339
SM_b20648,noHit
nadE1,Smed_4337
SM_b20650,Smed_4336
SM_b20651,Smed_4335
asnB,Smed_4334
SM_b20654,Smed_4333
SM_b20655,noHit
SM_b20656,Smed_4332
SM_b20657,Smed_4331
SM_b20658,Smed_4330
SM_b20659,Smed_4329
SM_b20660,Smed_4328
SM_b20661,Smed_4327
SM_b20662,Smed_4326
SM_b20663,Smed_4325
SM_b20664,Smed_4324
SM_b20665,noHit
SM_b20666,Smed_4323
SM_b20667,Smed_4322
SM_b20668,Smed_4321
SM_b20669,Smed_4320
SM_b20670,Smed_4319
SM_b20671,Smed_4318
SM_b20672,Smed_4317
SM_b20673,Smed_4316
SM_b20674,Smed_4315
SM_b20675,Smed_4314
SM_b20676,Smed_4313
SM_b20677,Smed_4312
ttuD2,Smed_4311
QglxR,Smed_4310
hyi,Smed_4309
gcl,Smed_4308
iclR,Smed_4307
SM_b20683,Smed_4305
SM_b20684,Smed_4304
SM_b20685,Smed_4303
SM_b20686,Smed_4302
SM_b20687,Smed_4301
SM_b20688,Smed_4300
xthA4,Smed_4299
SM_b20690,noHit
SM_b20691,noHit
idnO1,Smed_5798
SM_b20694,noHit
SM_b20695,noHit
SM_b20696,noHit
SM_b20697,Smed_4285
SM_b20698,Smed_4284
SM_b20699,Smed_4283
SM_b20700,Smed_4282
SM_b20701,Smed_4281
SM_b20702,Smed_4280
SM_b20703,Smed_4277
glgA2,Smed_4276
SM_b20705,Smed_4275
SM_b20706,Smed_4274
cyaG2,Smed_4273
SM_b20708,Smed_4272
SM_b20709,Smed_4271
SM_b20710,Smed_4270
SM_b20711,Smed_4269
SM_b20712,Smed_4268
SM_b20713,Smed_4267
SM_b20714,Smed_4266
SM_b20715,Smed_2432
SM_b20716,Smed_2431
SM_b20717,Smed_4264
SM_b20718,Smed_4263
SM_b20719,Smed_4262
SM_b20720,Smed_4261
SM_b20721,Smed_4260
SM_b20722,Smed_4259
SM_b20723,Smed_4258
SM_b20724,Smed_4257
SM_b20725,Smed_4256
SM_b20726,Smed_4255
SM_b20727,Smed_4254
SM_b20728,noHit
SM_b20729,noHit
glnII,Smed_4251
gstI,Smed_4250
SM_b20747,Smed_4249
pssF,Smed_4246
uxuB,Smed_4245
SM_b20750,Smed_4244
SM_b20751,Smed_4243
SM_b20752,Smed_4242
SM_b20753,Smed_4241
SM_b20754,Smed_4240
pccB,Smed_4239
pccA,Smed_4238
bhbA,Smed_4237
SM_b20758,Smed_4236
phnG,Smed_4235
phnH,Smed_4234
phnI,Smed_4233
phnJ,Smed_4232
phnK,Smed_4231
phnL,Smed_4230
SM_b20765,Smed_4229
TRm22,noHit
dak,Smed_4228
SM_b20768,Smed_4227
SM_b20769,Smed_4226
SM_b20770,Smed_4225
SM_b20771,Smed_4224
pdxA2,Smed_4223
SM_b20773,Smed_4222
SM_b20774,Smed_0059
SM_b20775,Smed_0058
cyaK,Smed_0057
TRm19,noHit
TRm2011-2b-2,noHit
SM_b20779,noHit
SM_b20780,noHit
SM_b21701,noHit
TRm2011-2b-1,noHit
TRm2011-2a,noHit
SM_b20784,Smed_4221
SM_b20785,Smed_4220
SM_b20786,Smed_4219
SM_b20787,Smed_4218
SM_b20568,Smed_4217
SM_b20569,Smed_4216
SM_b20570,Smed_4215
SM_b20571,Smed_4214
SM_b21691,Smed_4213
SM_b20573,Smed_4212
SM_b20574,Smed_4211
pcaB,Smed_4210
pcaG,Smed_4209
pcaH,Smed_4208
pcaC,Smed_4207
pcaD,Smed_4206
pcaQ,Smed_4205
SM_b20581,Smed_4204
SM_b20582,Smed_4203
pobA,Smed_4202
SM_b20584,Smed_4200
ggt,Smed_4199
pcaR,Smed_5091
pcaI,noHit
pcaJ,noHit
pcaF,Smed_5094
SM_b20590,Smed_4198
SM_b20591,noHit
rpoE8,Smed_4197
SM_b20593,Smed_4196
amcY,Smed_4195
ftsK2,Smed_4194
SM_b20596,noHit
SM_b20597,Smed_5222
repA3,Smed_4191
repB3,Smed_4190
SM_b20600,Smed_4189
SM_b21707,Smed_4188
SM_b20602,Smed_4187
SM_b20603,Smed_4186
SM_b20604,Smed_4185
SM_b20605,Smed_4184
SM_b20606,Smed_4183
SM_b20607,Smed_4182
SM_b20608,Smed_4181
SM_b20609,Smed_4180
SM_b20610,Smed_4179
dctA,Smed_4178
dctB,Smed_4177
dctD,Smed_4176
SM_b20614,Smed_4175
thiC,Smed_4174
thiO,Smed_4173
thiG,Smed_4171
thiE,Smed_4170
SM_b20619,Smed_5885
SM_b20620,Smed_5886
SM_b20621,Smed_5887
SM_b20622,Smed_5888
SM_b20623,Smed_5889
SM_b20624,Smed_5890
SM_b20625,Smed_4169
SM_b20626,Smed_4168
SM_b20627,noHit
SM_b20628,Smed_6450
SM_b20629,noHit
SM_b20630,Smed_4163
SM_b20631,Smed_4162
SM_b20632,Smed_4161
SM_b20633,Smed_4160
SM_b20634,Smed_4159
SM_b21706,Smed_4158
TRm19,noHit
SM_b21630,Smed_4157
nspC,Smed_4156
SM_b21632,Smed_4155
paaG,Smed_4154
SM_b21634,Smed_4153
paaZ,Smed_4152
paaE,Smed_4151
paaD,Smed_4150
paaC,Smed_4149
paaB,Smed_4148
paaA,Smed_4147
paaX,Smed_4146
SM_b21642,Smed_4145
agaL2,Smed_4144
agpD,Smed_4143
agpC,Smed_4142
agpB,Smed_4141
agpA,Smed_4140
melA,Smed_4139
agpT,Smed_4138
lacR,Smed_4137
SM_b21651,Smed_0469
SM_b22003,noHit
SM_b22004,noHit
SM_b22005,Smed_3957
SM_b22002,noHit
SM_b22001,Smed_3904
SM_b22020,noHit
SM_b22021,noHit
SM_b22022,noHit
SM_b22019,noHit
SM_b22006,noHit
SM_b22007,noHit
SM_b22008,noHit
SM_b22009,Smed_4850
SM_b22010,noHit
SM_b22011,Smed_4599
SM_b22012,noHit
SM_b22025,Smed_4664
SM_b22013,noHit
groES5,Smed_1282
SM_b22014,noHit
SM_b22015,noHit
cyoD,Smed_4369
SM_b22016,noHit
SM_b22017,noHit
SM_b22018,noHit
SMc05001,noHit
SMc05002,noHit
SMc05003,noHit
SMc05004,noHit
SMc05005,noHit
SMc05006,noHit
SMc05007,noHit
ecnA,Smed_1778
SMc05008,Smed_2048
SMc05010,noHit
SMc05011,noHit
SMc05012,noHit
SMc05013,noHit
SMc05014,noHit
SMc05015,noHit
SMc05016,noHit
SMc05017,noHit
SMc05018,noHit
SMc05019,Smed_3060
fdoG,noHit
fdoH,noHit
fdoI,noHit
fdhE,noHit
selA,noHit
SMa0013,noHit
selB,noHit
SMa0017,noHit
SMa0018,noHit
SMa0020,noHit
SMa0021,noHit
SMa0025,noHit
SMa0026,noHit
selD,noHit
SMa0031,Smed_5286
SMa0034,noHit
SMa0036,Smed_5912
SMa0039,Smed_5851
SMa0041,Smed_5850
SMa0044,Smed_5849
cah,Smed_6140
SMa0050,noHit
SMa0052,noHit
SMa0056,Smed_5845
SMa0058,Smed_5844
SMa0059,Smed_5843
SMa0060,Smed_5842
SMa0062,Smed_5841
SMa0063,Smed_5838
SMa0064,Smed_5837
SMa0065,Smed_5836
SMa0067,Smed_5835
SMa0070,Smed_5834
SMa0072,Smed_5833
SMa0074,Smed_5832
SMa0077,Smed_5831
SMa0078,noHit
SMa0079,noHit
SMa0081,noHit
SMa0082,noHit
SMa0083,noHit
SMa0085,noHit
SMa0087,noHit
SMa0089,Smed_5271
SMa0091,noHit
SMa0093,Smed_5171
SMa0095,Smed_5170
SMa0097,Smed_5169
SMa0101,Smed_5168
SMa0104,Smed_5167
SMa0105,Smed_5166
SMa0106,Smed_5165
SMa0108,Smed_5164
SMa0110,Smed_5163
SMa0112,Smed_0150
SMa0113,noHit
SMa0114,noHit
SMa0116,Smed_5146
SMa0117,Smed_5145
SMa0118,noHit
SMa0121,Smed_4129
SMa0123,noHit
groEL3,Smed_4130
groES3,noHit
cspA8,Smed_5162
SMa0128,Smed_5161
SMa0130,Smed_5160
SMa0132,Smed_5159
SMa0134,Smed_5156
SMa0136,Smed_5154
SMa0137,Smed_5153
SMa0139,noHit
SMa0142,Smed_5144
rpoE6,Smed_5143
SMa0144,Smed_5142
SMa0146,noHit
SMa0148,Smed_5140
SMa0149,Smed_5139
SMa0150,Smed_5138
SMa0151,noHit
SMa0155,Smed_5135
SMa0157,Smed_5134
SMa0160,Smed_5133
SMa0162,noHit
pilQ2,Smed_5132
SMa0164,Smed_5131
SMa0166,Smed_5130
SMa0168,noHit
SMa0169,noHit
SMa0171,noHit
SMa0172,Smed_5283
SMa0175,Smed_5647
SMa0179,noHit
SMa0180,noHit
cspA7,Smed_2874
SMa0185,Smed_5148
SMa0187,Smed_5297
SMa0189,noHit
SMa0190,Smed_5846
SMa0191,noHit
SMa0193,noHit
SMa0196,Smed_5316
SMa0197,Smed_5317
SMa0198,Smed_5318
SMa0199,Smed_5319
SMa0203,Smed_5320
SMa0204,Smed_5321
SMa0206,Smed_5322
SMa0209,noHit
SMa0210,Smed_5213
SMa0211,noHit
kduI,noHit
SMa0216,Smed_5243
SMa0217,Smed_5242
SMa0218,Smed_5241
SMa0220,Smed_5240
SMa0222,Smed_5239
SMa0223,noHit
SMa0224,noHit
SMa0226,noHit
gdhA,noHit
SMa0229,noHit
SMa0232,noHit
otsA,Smed_5911
SMa0235,Smed_2488
SMa0237,Smed_2487
SMa0241,Smed_2486
SMa0244,Smed_2485
SMa0246,Smed_2484
SMa0247,Smed_2483
SMa0249,Smed_2482
SMa0250,Smed_2481
SMa0252,Smed_2480
SMa0254,Smed_5152
SMa0255,Smed_5270
SMa0257,Smed_1285
SMa0259,Smed_5258
gabD3,Smed_5259
SMa0263,Smed_5260
SMa0265,Smed_5261
SMa0267,Smed_5262
SMa0270,Smed_5263
SMa0271,Smed_5264
SMa0273,Smed_5265
SMa0275,Smed_5266
SMa0277,Smed_5149
SMa0279,noHit
SMa0280,noHit
SMa0281,noHit
SMa0285,noHit
SMa0286,noHit
SMa0287,Smed_5252
SMa0288,Smed_5253
SMa0291,Smed_5254
SMa0293,Smed_4830
SMa0298,noHit
SMa0299,noHit
SMa0300,noHit
SMa0301,noHit
SMa0302,noHit
SMa0303,noHit
SMa0306,noHit
SMa0307,noHit
SMa0308,noHit
SMa0310,noHit
SMa0312,noHit
SMa0314,noHit
SMa0316,noHit
SMa0319,Smed_5215
SMa0320,Smed_5216
SMa0322,Smed_5217
SMa0323,Smed_5218
SMa0325,Smed_5219
SMa0326,Smed_5220
SMa0329,noHit
SMa0333,noHit
SMa0335,Smed_5223
SMa0337,Smed_5224
SMa0339,Smed_5225
wrbA2,Smed_5226
SMa0341,noHit
SMa0343,noHit
SMa0346,noHit
SMa0347,noHit
SMa0349,Smed_5227
SMa0352,Smed_5228
SMa0353,Smed_5229
SMa0355,noHit
SMa0357,noHit
SMa0359,noHit
SMa0360,noHit
SMa0364,noHit
SMa0367,noHit
SMa0369,noHit
SMa0372,Smed_4077
SMa0374,Smed_4076
SMa0376,Smed_4075
SMa0380,noHit
SMa0383,noHit
SMa0384,noHit
hisC3,Smed_6316
SMa0389,Smed_6315
SMa0391,Smed_6314
SMa0392,Smed_6313
SMa0394,Smed_6312
SMa0396,Smed_6311
hisD2,Smed_6310
SMa0400,Smed_6309
SMa0402,Smed_6308
SMa0403,Smed_6307
SMa0404,noHit
SMa0405,noHit
SMa0407,noHit
SMa0412,noHit
SMa0414,noHit
SMa0417,noHit
SMa0421,Smed_5256
SMa0424,noHit
SMa0426,noHit
SMa0429,noHit
SMa0431,noHit
SMa0433,noHit
SMa0436,noHit
SMa0444,Smed_6515
SMa0445,noHit
SMa0447,Smed_5665
SMa0448,noHit
SMa0450,noHit
SMa0453,noHit
SMa0461,noHit
SMa0462,noHit
cyaI2,Smed_3612
SMa0466,noHit
SMa0467,noHit
SMa0469,noHit
SMa0470,noHit
SMa0471,Smed_3232
SMa0473,Smed_3231
SMa0475,noHit
SMa0476,noHit
SMa0478,noHit
SMa0483,Smed_5476
thrC2,noHit
SMa0486,noHit
SMa0489,noHit
SMa0492,noHit
SMa0493,noHit
SMa0495,noHit
SMa0496,noHit
SMa0498,noHit
SMa0499,noHit
SMa0501,noHit
SMa0503,noHit
SMa0506,noHit
SMa0508,noHit
SMa0510,noHit
idnD,noHit
idnO1,Smed_5798
idnK,noHit
SMa0516,noHit
SMa0518,noHit
SMa0520,noHit
SMa0522,noHit
SMa0523,noHit
SMa0525,noHit
SMa0526,noHit
SMa0527,noHit
SMa0535,noHit
SMa0537,noHit
SMa0538,noHit
SMa0541,noHit
SMa0543,noHit
SMa0545,noHit
SMa0548,noHit
SMa0551,noHit
SMa0552,noHit
SMa0554,noHit
SMa0557,Smed_0839
SMa0558,Smed_0840
SMa0559,Smed_0843
SMa0561,Smed_0844
SMa0563,Smed_0842
SMa0564,Smed_0846
SMa0567,noHit
cyaF4,Smed_5448
SMa0572,noHit
SMa0574,noHit
SMa0575,noHit
SMa0576,noHit
cyaN,noHit
nrtC,noHit
nrtB,noHit
nrtA,Smed_4527
SMa0590,noHit
SMa0591,noHit
SMa0592,noHit
SMa0594,noHit
SMa0599,Smed_4880
SMa0601,Smed_4881
SMa0604,noHit
SMa0606,noHit
SMa0607,noHit
SMa0609,noHit
SMa0610,noHit
fixN3,Smed_5926
fixO3,Smed_5925
fixQ3,Smed_5924
fixP3,Smed_5923
SMa0620,Smed_5921
fixI2,Smed_5920
fixS2,Smed_5919
SMa0625,noHit
SMa0626,Smed_5762
aqpZ2,noHit
SMa0629,noHit
SMa0630,Smed_3001
SMa0631,noHit
SMa0633,Smed_3000
SMa0636,Smed_2997
SMa0637,noHit
SMa0638,noHit
SMa0639,Smed_4777
SMa0640,noHit
SMa0643,noHit
SMa0645,noHit
SMa0647,noHit
SMa0649,noHit
SMa0656,noHit
SMa0657,noHit
SMa0659,noHit
SMa0661,Smed_5183
SMa0662,Smed_5184
SMa0663,Smed_5185
SMa0664,Smed_5186
SMa0665,Smed_5187
SMa0667,Smed_5188
SMa0669,Smed_5189
SMa0670,Smed_5190
SMa0673,noHit
SMa0674,noHit
SMa0675,Smed_5192
SMa0677,Smed_5193
SMa0678,Smed_5194
SMa0680,Smed_5195
SMa0682,Smed_5196
SMa0683,Smed_5197
SMa0684,Smed_5198
SMa0687,Smed_5199
SMa0689,Smed_5200
SMa0690,Smed_5201
arcA1,Smed_5202
arcB,Smed_5203
arcC,Smed_5204
SMa0699,Smed_5205
SMa0702,noHit
dgoK2,Smed_3594
SMa0707,Smed_3593
SMa0708,Smed_3592
SMa0709,Smed_3591
SMa0710,Smed_3590
SMa0711,Smed_3589
SMa0713,noHit
SMa0714,noHit
SMa0715,Smed_3587
SMa0717,Smed_3586
SMa0719,Smed_3585
SMa0722,noHit
SMa0723,noHit
SMa0726,noHit
SMa0728,noHit
SMa0731,noHit
SMa0734,noHit
SMa0736,noHit
cspA6,Smed_6064
SMa0739,noHit
SMa0740,noHit
SMa0742,noHit
groEL2,noHit
groES2,noHit
SMa0747,noHit
SMa0748,Smed_5993
SMa0750,Smed_5980
SMa0751,Smed_5979
SMa0752,Smed_5978
SMa0753,Smed_5977
SMa0754,noHit
nodD2,Smed_5941
SMa0758,noHit
SMa0759,noHit
fixT2,Smed_5937
fixK2,Smed_6270
SMa0763,noHit
fixN2,Smed_5935
fixO2,noHit
fixQ2,noHit
fixP2,noHit
SMa0771,noHit
nodL,Smed_6263
noeA,Smed_6261
noeB,Smed_6260
SMa0775,noHit
SMa0776,Smed_6464
SMa0779,Smed_6127
SMa0781,noHit
SMa0783,noHit
SMa0785,noHit
SMa0787,noHit
SMa0789,Smed_6257
SMa0791,Smed_6255
SMa0792,Smed_6254
SMa0793,Smed_6253
SMa0794,Smed_6252
SMa0796,Smed_6251
SMa0797,Smed_6250
SMa0799,Smed_6249
SMa0800,Smed_6248
SMa0802,Smed_6247
SMa0803,Smed_6246
gabD4,Smed_6245
syrB3,Smed_6244
SMa0809,noHit
fixU,Smed_6235
fdxN,Smed_6234
nifB,Smed_6233
nifA,Smed_6232
fixX,Smed_6231
fixC,Smed_6230
fixB,Smed_6229
fixA,Smed_6228
SMa0824,noHit
nifH,Smed_6225
nifD,Smed_6224
nifK,Smed_6223
nifE,Smed_6222
nifX,Smed_6221
SMa0833,Smed_6220
fdxB,Smed_6219
SMa0835,noHit
syrA,Smed_6217
nodD3,Smed_6212
SMa0841,noHit
SMa0846,noHit
SMa0848,Smed_6205
syrM,Smed_6204
SMa0850,noHit
nodH,Smed_6196
nodF,Smed_6195
nodE,Smed_6194
nodG,Smed_6193
nodP1,Smed_6192
nodQ1,noHit
SMa0861,noHit
nodJ,Smed_6188
nodI,Smed_6187
nodC,Smed_6186
nodB,Smed_6185
nodA,Smed_6184
nodD1,Smed_6183
SMa0872,Smed_6182
nifN,Smed_6181
nodN,noHit
nolG,Smed_6179
nolF,Smed_6178
nodM,noHit
SMa0882,Smed_5255
SMa0883,noHit
SMa0886,noHit
SMa0887,noHit
SMa0888,noHit
SMa0890,noHit
dnaE3,noHit
SMa0894,noHit
SMa0896,noHit
SMa0900,noHit
SMa0903,noHit
SMa0905,noHit
SMa0907,noHit
SMa0909,noHit
SMa0911,noHit
SMa0914,noHit
SMa0917,noHit
SMa0922,Smed_5043
traG,Smed_5396
traD,Smed_5395
traC,noHit
traA1,noHit
SMa0937,Smed_5772
SMa0939,Smed_5634
SMa0940,noHit
SMa0941,noHit
SMa0943,noHit
SMa0945,noHit
SMa0947,noHit
SMa0950,noHit
SMa0951,noHit
SMa0952,noHit
SMa0953,Smed_5470
SMa0955,noHit
SMa0956,noHit
SMa0958,noHit
SMa0959,noHit
SMa0961,noHit
SMa0964,Smed_6052
SMa0967,noHit
SMa0969,noHit
SMa0972,noHit
SMa0974,noHit
SMa0976,noHit
SMa0977,Smed_1287
ntrR2,noHit
SMa0983,noHit
SMa0985,Smed_5812
SMa0988,noHit
SMa0990,noHit
SMa0992,noHit
SMa0995,noHit
SMa0997,noHit
SMa0998,noHit
SMa1001,noHit
SMa1002,noHit
SMa1004,noHit
SMa1005,noHit
SMa1007,noHit
SMa1008,noHit
SMa1009,noHit
SMa1010,noHit
SMa1011,noHit
actP,noHit
hmrR,noHit
SMa1016,noHit
SMa1017,noHit
SMa1018,noHit
SMa1021,noHit
SMa1024,noHit
SMa1028,noHit
SMa1029,noHit
SMa1030,noHit
SMa1032,noHit
SMa1033,Smed_5026
SMa1036,Smed_5027
SMa1037,Smed_5028
SMa1038,Smed_5029
SMa1041,Smed_5030
SMa1043,Smed_5031
SMa1045,noHit
cyaE2,noHit
SMa1050,noHit
SMa1052,noHit
SMa1053,noHit
SMa1056,noHit
SMa1057,Smed_1610
SMa1058,noHit
SMa1060,noHit
SMa1062,noHit
SMa1063,noHit
SMa1065,noHit
SMa1067,noHit
SMa1070,noHit
SMa1073,noHit
SMa1076,Smed_4448
nex18,Smed_4447
SMa1078,Smed_4446
tspO,Smed_4445
SMa1081,noHit
SMa1082,noHit
SMa1084,noHit
SMa1086,noHit
SMa1087,noHit
SMa1089,noHit
SMa1091,noHit
SMa1092,noHit
SMa1093,noHit
SMa1095,noHit
SMa1096,noHit
SMa1097,noHit
SMa1099,noHit
SMa1100,noHit
SMa1101,noHit
cyaP,noHit
SMa1104,noHit
SMa1111,noHit
SMa1113,noHit
SMa1115,noHit
hspC2,noHit
SMa1120,noHit
SMa1122,noHit
SMa1124,noHit
SMa1126,noHit
degP4,noHit
SMa1131,noHit
SMa1132,noHit
SMa1134,noHit
SMa1136,noHit
SMa1138,noHit
SMa1139,noHit
SMa1141,Smed_1742
SMa1142,Smed_5576
SMa1146,noHit
SMa1147,noHit
SMa1149,noHit
SMa1151,noHit
SMa1153,noHit
SMa1154,noHit
SMa1155,noHit
SMa1156,noHit
SMa1158,noHit
SMa1159,noHit
SMa1160,noHit
SMa1161,noHit
SMa1162,noHit
SMa1163,noHit
SMa1166,noHit
SMa1168,noHit
SMa1169,noHit
SMa1170,noHit
SMa1171,noHit
SMa1172,noHit
SMa1174,noHit
SMa1176,Smed_5733
SMa1178,noHit
nosR,noHit
nosZ,noHit
nosD,noHit
nosF,noHit
nosY,noHit
nosL,noHit
nosX,noHit
fhp,Smed_5247
SMa1192,noHit
nnrS,noHit
SMa1195,noHit
SMa1197,noHit
SMa1198,noHit
SMa1200,noHit
SMa1201,Smed_5917
SMa1207,Smed_5927
fixS1,Smed_5928
fixI1,Smed_5929
fixH,Smed_5930
fixG,Smed_5931
fixP1,Smed_5932
fixQ1,Smed_5933
fixO1,Smed_5934
fixN1,noHit
fixM,Smed_6269
fixK1,noHit
fixT1,noHit
fixJ,Smed_6273
fixL,Smed_6274
SMa1231,noHit
napC,Smed_5182
napB,Smed_5181
napA,Smed_5180
napD,Smed_5179
napF,Smed_5178
napE,Smed_5177
azu1,Smed_6275
nnrR,Smed_6276
nirV,Smed_6277
nirK,Smed_6278
nnrS,Smed_6279
SMa1253,noHit
SMa1255,Smed_6280
SMa1256,Smed_6281
SMa1259,Smed_6282
SMa1261,Smed_6283
SMa1262,noHit
SMa1264,noHit
hemN,Smed_6285
norD,Smed_6286
norQ,Smed_6287
norB,Smed_6288
norC,Smed_6289
norE,Smed_6291
nnrU,Smed_6294
SMa1285,Smed_6295
SMa1288,Smed_6296
SMa1289,Smed_6297
SMa1291,Smed_6298
SMa1292,noHit
SMa1294,Smed_6300
adhA1,Smed_2996
SMa1297,noHit
SMa1299,noHit
SMa1301,noHit
virB11,Smed_6152
virB10,Smed_6153
virB9,Smed_6154
virB8,Smed_6400
virB7,noHit
virB6,noHit
virB5,noHit
virB4,Smed_6159
virB3,Smed_6160
virB2,noHit
virB1,Smed_6162
SMa1322,noHit
rctA,noHit
SMa1325,noHit
SMa1326,Smed_5058
SMa1327,Smed_5059
SMa1328,noHit
SMa1329,Smed_5853
SMa1331,Smed_5854
SMa1332,Smed_5855
SMa1334,Smed_5856
SMa1337,Smed_5858
SMa1339,Smed_5859
SMa1341,Smed_5860
SMa1344,Smed_5862
SMa1345,Smed_5863
SMa1347,Smed_5864
SMa1349,Smed_5865
SMa1351,Smed_5866
SMa1353,Smed_5867
SMa1354,Smed_5868
SMa1355,noHit
SMa1356,noHit
SMa1358,Smed_5267
SMa1361,Smed_1340
SMa1362,noHit
SMa1363,noHit
SMa1364,noHit
SMa1365,noHit
SMa1367,Smed_5061
SMa1368,Smed_5062
SMa1370,Smed_5063
SMa1371,Smed_5064
SMa1374,Smed_5065
SMa1373,Smed_5066
SMa1375,Smed_5067
SMa1377,Smed_5068
SMa1379,Smed_5070
SMa1381,Smed_5071
SMa1386,Smed_5073
SMa1387,Smed_5074
etfA2,noHit
etfB2,noHit
SMa1394,noHit
SMa1397,noHit
SMa1398,noHit
SMa1400,noHit
SMa1403,noHit
ttuD3,noHit
SMa1408,noHit
SMa1409,noHit
SMa1410,noHit
SMa1413,noHit
SMa1414,noHit
SMa1415,noHit
SMa1417,noHit
SMa1418,noHit
SMa1421,noHit
SMa1424,noHit
SMa1427,noHit
SMa1428,noHit
SMa1430,noHit
SMa1431,noHit
SMa1434,Smed_5077
SMa1435,Smed_5078
SMa1437,Smed_5079
SMa1438,Smed_5080
SMa1440,Smed_5081
SMa1442,Smed_5082
SMa1445,Smed_5246
SMa1447,Smed_5083
SMa1450,Smed_5096
SMa1452,Smed_5097
SMa1454,Smed_5098
SMa1455,Smed_5099
SMa1456,Smed_5100
SMa1459,Smed_5101
SMa1461,Smed_5102
SMa1462,Smed_5103
SMa1465,Smed_5104
SMa1466,Smed_5105
SMa1467,Smed_5106
SMa1471,Smed_5107
SMa1473,Smed_5108
SMa1476,Smed_5109
SMa1478,Smed_5110
SMa1480,Smed_5111
SMa1483,Smed_5112
SMa1485,Smed_4451
SMa1487,Smed_6323
SMa1488,noHit
SMa1491,Smed_6324
SMa1493,Smed_4450
SMa1494,noHit
SMa1495,Smed_5312
gst12,Smed_5869
SMa1500,Smed_5870
SMa1501,Smed_5871
SMa1503,noHit
SMa1505,Smed_5872
SMa1507,Smed_5873
SMa1509,Smed_5874
SMa1513,Smed_5875
SMa1514,Smed_5876
SMa1515,Smed_5501
nuoH2,Smed_3614
nuoI2,Smed_3615
SMa1521,Smed_3616
nuoG2,Smed_3617
nuoF2,Smed_3618
nuoE2,Smed_3619
nuoD2,Smed_3620
nuoC2,Smed_3621
nuoB2,Smed_3622
nuoA2,Smed_3623
nuoN2,Smed_3624
nuoM2,Smed_3625
SMa1538,Smed_3626
SMa1539,noHit
SMa1541,Smed_3628
nuoK2,Smed_3629
nuoJ2,Smed_3630
pcm,noHit
SMa1548,Smed_5113
SMa1550,Smed_5114
SMa1552,Smed_5115
SMa1554,Smed_5116
mcpS,Smed_5117
SMa1558,Smed_5118
cheB2,Smed_5119
SMa1562,Smed_5120
SMa1564,Smed_5121
cpaF2,Smed_5122
pilA2,Smed_5123
SMa1572,Smed_5124
cpaE2,Smed_5125
cpaB2,Smed_5126
cpaA2,Smed_5127
SMa1579,Smed_5128
SMa1580,Smed_5129
SMa1582,Smed_4436
