SMc02793,Atu0001
SMa0907,noHit
SMa0909,noHit
SMa0911,noHit
SMa0914,noHit
SMa0917,noHit
SMa0922,noHit
traG,traG
traD,traD
traC,noHit
traA1,noHit
SMa0937,Atu1541
SMa0939,noHit
SMa0940,noHit
SMa0941,noHit
SMa0943,noHit
SMa0945,noHit
SMa0947,noHit
SMa0950,attC
SMa0951,attB
SMa0952,attA2
SMa0953,attA1
SMa0955,atrA
SMa0956,atrB
SMa0958,atrC
SMa0959,fabG
SMa0961,noHit
SMa0964,noHit
SMa0967,noHit
SMa0969,Atu5119
SMa0972,Atu5118
SMa0974,noHit
SMa0976,noHit
SMa0977,tnp
ntrR2,noHit
SMa0983,noHit
SMa0985,noHit
SMa0988,noHit
SMa0990,noHit
SMa0992,noHit
SMa0995,noHit
SMa0997,noHit
SMa0998,noHit
SMa1001,noHit
SMa1002,noHit
SMa1004,noHit
SMa1005,noHit
SMa1007,noHit
SMa1008,noHit
SMa1009,noHit
SMa1010,noHit
SMa1011,noHit
actP,noHit
hmrR,cueR
SMa1016,noHit
SMa1017,noHit
SMa1018,noHit
SMa1021,noHit
SMa1024,noHit
SMa1028,noHit
SMa1029,noHit
SMa1030,noHit
SMa1032,noHit
SMa1033,noHit
SMa1036,noHit
SMa1037,copB
SMa1038,copA
SMa1041,copC
SMa1043,noHit
SMa1045,noHit
cyaE2,noHit
SMa1050,noHit
SMa1052,Atu3468
SMa1053,Atu3467
SMa1056,Atu3466
SMa1057,Atu3465
SMa1058,noHit
SMa1060,noHit
SMa1062,noHit
SMa1063,noHit
SMa1065,Atu4587
SMa1067,noHit
SMa1070,noHit
SMa1073,noHit
SMa1076,noHit
nex18,Atu0472
SMa1078,noHit
tspO,tspO
SMa1081,noHit
SMa1082,noHit
SMa1084,noHit
SMa1086,noHit
SMa1087,noHit
SMa1089,noHit
SMa1091,noHit
SMa1092,noHit
SMa1093,noHit
SMa1095,noHit
SMa1096,noHit
SMa1097,noHit
SMa1099,noHit
SMa1100,noHit
SMa1101,noHit
cyaP,noHit
SMa1104,noHit
SMa1111,noHit
SMa1113,noHit
SMa1115,noHit
hspC2,noHit
SMa1120,noHit
SMa1122,noHit
SMa1124,noHit
SMa1126,noHit
degP4,noHit
SMa1131,noHit
SMa1132,noHit
SMa1134,noHit
SMa1136,noHit
SMa1138,noHit
SMa1139,noHit
SMa1141,fnrN
SMa1142,noHit
SMa1146,noHit
SMa1147,noHit
SMa1149,Atu1730
SMa1151,noHit
SMa1153,noHit
SMa1154,noHit
SMa1155,noHit
SMa1156,noHit
SMa1158,noHit
SMa1159,noHit
SMa1160,noHit
SMa1161,noHit
SMa1162,noHit
SMa1163,noHit
SMa1166,noHit
SMa1168,noHit
SMa1169,noHit
SMa1170,noHit
SMa1171,noHit
SMa1172,noHit
SMa1174,noHit
SMa1176,noHit
SMa1178,noHit
nosR,noHit
nosZ,noHit
nosD,noHit
nosF,noHit
nosY,noHit
nosL,noHit
nosX,noHit
fhp,noHit
SMa1192,noHit
nnrS,noHit
SMa1195,noHit
SMa1197,noHit
SMa1198,noHit
SMa1200,noHit
SMa1201,noHit
SMa1207,sinR
fixS1,fixS
fixI1,fixI
fixH,fixH
fixG,fixG
fixP1,noHit
fixQ1,noHit
fixO1,fixO
fixN1,noHit
fixM,noHit
fixK1,noHit
fixT1,noHit
fixJ,noHit
fixL,noHit
SMa1231,noHit
napC,napC
napB,napB
napA,napA
napD,napD
napF,napF
napE,napE
azu1,Atu2283
nnrR,nnrR
nirV,nirV
nirK,nirK
nnrS,Atu4383
SMa1253,noHit
SMa1255,noHit
SMa1256,Atu4384
SMa1259,noHit
SMa1261,Atu4385
SMa1262,noHit
SMa1264,noHit
hemN,hemN
norD,norD
norQ,norQ
norB,norB
norC,norC
norE,norE
nnrU,nnrU
SMa1285,Atu4393
SMa1288,Atu4394
SMa1289,Atu4396
SMa1291,Atu4397
SMa1292,Atu4398
SMa1294,Atu4399
adhA1,adhP
SMa1297,Atu0156
SMa1299,Atu2135
SMa1301,Atu2134
virB11,avhB11
virB10,avhB10
virB9,avhB9
virB8,avhB8
virB7,avhB7
virB6,avhB6
virB5,avhB5
virB4,avhB4
virB3,avhB3
virB2,avhB2
virB1,avhB1
SMa1322,Atu5161
rctA,rctA
SMa1325,noHit
SMa1326,Atu1214
SMa1327,noHit
SMa1328,noHit
SMa1329,noHit
SMa1331,noHit
SMa1332,noHit
SMa1334,noHit
SMa1337,noHit
SMa1339,noHit
SMa1341,noHit
SMa1344,noHit
SMa1345,noHit
SMa1347,noHit
SMa1349,noHit
SMa1351,Atu3139
SMa1353,noHit
SMa1354,noHit
SMa1355,noHit
SMa1356,noHit
SMa1358,noHit
SMa1361,noHit
SMa1362,noHit
SMa1363,noHit
SMa1364,noHit
SMa1365,noHit
SMa1367,noHit
SMa1368,noHit
SMa1370,noHit
SMa1371,noHit
SMa1374,dppC
SMa1373,noHit
SMa1375,noHit
SMa1377,noHit
SMa1379,noHit
SMa1381,noHit
SMa1386,noHit
SMa1387,noHit
etfA2,noHit
etfB2,noHit
SMa1394,noHit
SMa1397,noHit
SMa1398,noHit
SMa1400,noHit
SMa1403,Atu2816
ttuD3,noHit
SMa1408,noHit
SMa1409,noHit
SMa1410,noHit
SMa1413,noHit
SMa1414,noHit
SMa1415,noHit
SMa1417,Atu3163
SMa1418,noHit
SMa1421,noHit
SMa1424,rbsC
SMa1427,noHit
SMa1428,noHit
SMa1430,noHit
SMa1431,noHit
SMa1434,noHit
SMa1435,noHit
SMa1437,noHit
SMa1438,noHit
SMa1440,Atu3140
SMa1442,noHit
SMa1445,noHit
SMa1447,Atu2259
SMa1450,Atu3475
SMa1452,Atu1415
SMa1454,noHit
SMa1455,noHit
SMa1456,noHit
SMa1459,Atu0164
SMa1461,noHit
SMa1462,noHit
SMa1465,noHit
SMa1466,noHit
SMa1467,noHit
SMa1471,noHit
SMa1473,noHit
SMa1476,noHit
SMa1478,noHit
SMa1480,noHit
SMa1483,noHit
SMa1485,noHit
SMa1487,noHit
SMa1488,noHit
SMa1491,noHit
SMa1493,noHit
SMa1494,noHit
SMa1495,noHit
gst12,noHit
SMa1500,noHit
SMa1501,noHit
SMa1503,noHit
SMa1505,noHit
SMa1507,noHit
SMa1509,noHit
SMa1513,noHit
SMa1514,noHit
SMa1515,noHit
nuoH2,noHit
nuoI2,noHit
SMa1521,noHit
nuoG2,noHit
nuoF2,noHit
nuoE2,noHit
nuoD2,noHit
nuoC2,noHit
nuoB2,noHit
nuoA2,noHit
nuoN2,noHit
nuoM2,noHit
SMa1538,noHit
SMa1539,noHit
SMa1541,noHit
nuoK2,noHit
nuoJ2,noHit
pcm,pcm
SMa1548,noHit
SMa1550,noHit
SMa1552,noHit
SMa1554,noHit
mcpS,noHit
SMa1558,noHit
cheB2,noHit
SMa1562,noHit
SMa1564,noHit
cpaF2,noHit
pilA2,noHit
SMa1572,noHit
cpaE2,noHit
cpaB2,noHit
cpaA2,noHit
SMa1579,noHit
SMa1580,noHit
SMa1582,noHit
cyaF5,noHit
SMa1585,noHit
syrB2,noHit
eglC,noHit
SMa1589,Atu3018
cyaI3,noHit
SMa1592,noHit
SMa1593,noHit
SMa1594,noHit
SMa1595,noHit
SMa1597,Atu4732
SMa1600,noHit
SMa1602,noHit
SMa1604,noHit
SMa1606,noHit
SMa1608,noHit
SMa1610,noHit
SMa1612,noHit
SMa1613,noHit
SMa1614,noHit
SMa1615,noHit
SMa1617,noHit
SMa1619,noHit
SMa1620,noHit
SMa1623,noHit
SMa1625,noHit
SMa1626,noHit
SMa1629,Atu5210
SMa1630,Atu5209
SMa1632,Atu5208
SMa1635,noHit
SMa1636,noHit
SMa1637,noHit
SMa1639,noHit
SMa1641,noHit
SMa1643,noHit
SMa1644,noHit
SMa1646,noHit
SMa1647,noHit
SMa1649,noHit
SMa1650,noHit
SMa1651,noHit
SMa1652,Atu3085
SMa1653,noHit
SMa1654,Atu3294
SMa1657,noHit
SMa1658,noHit
SMa1660,noHit
SMa1662,noHit
SMa1664,noHit
SMa1666,noHit
arcD1,noHit
arcD2,noHit
arcA2,noHit
SMa1672,noHit
SMa1674,noHit
SMa1675,noHit
SMa1676,noHit
SMa1677,noHit
SMa1678,noHit
SMa1680,noHit
SMa1682,noHit
SMa1683,noHit
SMa1684,noHit
SMa1686,noHit
SMa1688,noHit
SMa1691,noHit
SMa1696,noHit
SMa1697,noHit
syrB1,noHit
SMa1700,noHit
SMa1702,noHit
SMa1704,Atu3918
SMa1705,noHit
SMa1706,noHit
SMa1711,noHit
adeC3,noHit
SMa1717,noHit
adeC4,noHit
SMa1720,noHit
SMa1724,noHit
SMa1725,noHit
SMa1726,Atu2059
SMa1727,Atu2061
proX,noHit
betB2,noHit
SMa1732,noHit
SMa1734,noHit
SMa1735,noHit
SMa1736,noHit
SMa1737,noHit
SMa1740,Atu2454
SMa1741,fepC
SMa1742,fepG
SMa1745,fepD
SMa1746,Atu5312
SMa1747,noHit
SMa1749,noHit
SMa1750,Atu5516
SMa1751,noHit
SMa1753,noHit
SMa1754,noHit
SMa1755,noHit
SMa1757,fixR
SMa1759,noHit
SMa1760,noHit
SMa1761,Atu5251
SMa1765,noHit
SMa1766,noHit
SMa1767,noHit
SMa1769,Atu8044
SMa1770,noHit
SMa1776,noHit
SMa1779,noHit
SMa1780,Atu1643
SMa1782,noHit
SMa1783,noHit
SMa1784,noHit
SMa1787,noHit
cyaI4,noHit
SMa1793,noHit
SMa1797,noHit
kup2,kup
SMa1799,noHit
SMa1801,noHit
SMa1803,noHit
SMa1808,noHit
SMa1809,cpo
SMa1811,noHit
SMa1814,noHit
SMa1817,noHit
SMa1819,noHit
SMa1820,noHit
SMa1821,noHit
SMa1822,noHit
SMa1823,noHit
SMa1825,noHit
SMa1828,noHit
SMa1831,noHit
SMa1832,noHit
SMa1833,noHit
SMa1835,Atu5231
argE,noHit
SMa1838,Atu3399
SMa1840,Atu3400
SMa1844,Atu3401
SMa1846,Atu3402
gabD5,attK2
SMa1850,ordL
SMa1851,hadL
SMa1853,Atu3406
SMa1855,Atu3407
SMa1857,hadL
SMa1860,Atu3409
SMa1862,Atu3410
SMa1863,Atu3411
SMa1864,Atu3412
SMa1867,lrp
SMa1869,Atu3414
SMa1871,noHit
SMa1872,noHit
SMa1874,noHit
SMa1875,noHit
SMa1878,noHit
SMa1881,noHit
SMa1882,noHit
SMa1884,Atu4219
SMa1885,Atu4218
SMa1887,Atu4217
SMa1890,noHit
SMa1891,noHit
SMa1893,noHit
SMa1894,noHit
msrA3,noHit
SMa1898,noHit
SMa1900,noHit
SMa1902,noHit
SMa1903,noHit
mrcB,noHit
SMa1907,noHit
SMa1910,Atu0470
SMa1913,noHit
SMa1916,noHit
SMa1917,noHit
SMa1918,Atu0469
SMa1919,noHit
SMa1921,noHit
SMa1924,noHit
SMa1927,Atu4727
SMa1929,noHit
SMa1933,noHit
wrbA3,noHit
SMa1937,noHit
SMa1939,noHit
SMa1943,noHit
SMa1945,noHit
SMa1948,Atu5488
SMa1951,noHit
SMa1952,noHit
SMa1953,noHit
SMa1954,noHit
SMa1956,Atu5197
SMa1957,noHit
SMa1959,noHit
SMa1960,noHit
SMa1961,noHit
SMa1963,noHit
SMa1965,noHit
SMa1966,Atu4288
SMa1967,noHit
SMa1968,Atu4287
SMa1969,Atu4286
SMa1971,noHit
SMa1973,noHit
SMa1974,noHit
SMa1976,noHit
SMa1978,noHit
SMa1979,noHit
SMa1985,Atu2190
SMa1987,Atu2191
SMa1990,noHit
SMa1993,noHit
SMa1995,noHit
SMa1996,noHit
SMa1998,noHit
SMa2000,noHit
SMa2002,noHit
SMa2004,noHit
SMa2008,noHit
SMa2009,noHit
SMa2011,noHit
SMa2012,noHit
SMa2014,noHit
SMa2015,noHit
SMa2019,noHit
SMa2020,Atu5211
SMa2023,Atu5212
SMa2025,noHit
SMa2027,Atu3810
SMa2029,Atu3811
SMa2031,noHit
SMa2032,noHit
SMa2033,noHit
SMa2034,noHit
SMa2037,noHit
SMa2041,noHit
SMa2043,noHit
SMa2045,noHit
SMa2047,noHit
SMa2049,noHit
SMa2051,noHit
SMa2053,noHit
SMa2055,noHit
SMa2057,noHit
SMa2059,noHit
SMa2061,Atu5086
SMa2063,Atu5087
SMa2065,noHit
cysA1,noHit
cysP1,noHit
SMa2071,Atu0782
SMa2073,acd
SMa2075,Atu3433
SMa2077,Atu3438
SMa2079,Atu3437
SMa2081,Atu3436
SMa2083,Atu3435
SMa2085,Atu3434
SMa2087,Atu3432
SMa2089,noHit
SMa2091,acd
SMa2093,Atu3448
SMa2095,Atu3447
SMa2097,noHit
SMa2099,Atu1999
SMa2101,Atu3450
SMa2103,noHit
SMa2105,Atu5039
SMa2107,noHit
SMa2109,noHit
SMa2111,noHit
adhC2,noHit
gst13,noHit
SMa2117,noHit
SMa2119,noHit
SMa2121,noHit
SMa2123,noHit
SMa2125,noHit
SMa2127,noHit
SMa2129,noHit
SMa2131,noHit
SMa2133,noHit
glyA2,noHit
SMa2137,noHit
sgaA,noHit
purU3,noHit
metF,metF
SMa2145,noHit
SMa2147,noHit
SMa2151,noHit
SMa2157,noHit
SMa2159,noHit
SMa2163,noHit
SMa2165,noHit
SMa2167,noHit
SMa2169,noHit
SMa2171,noHit
SMa2175,noHit
SMa2187,noHit
SMa2189,noHit
SMa2191,noHit
SMa2193,noHit
SMa2195,noHit
SMa2197,Atu5408
SMa2199,noHit
SMa2201,noHit
SMa2203,noHit
SMa2205,noHit
SMa2207,Atu5410
SMa2209,noHit
SMa2211,noHit
SMa2213,dhaS
SMa2215,noHit
SMa2217,noHit
SMa2219,noHit
SMa2221,noHit
SMa2223,noxB
SMa2225,noxA
SMa2227,noHit
SMa2229,noHit
SMa2231,noHit
SMa2233,noHit
SMa2235,noHit
SMa2237,noHit
SMa2239,noHit
SMa2241,noHit
SMa2243,noHit
SMa2245,noHit
SMa2249,noHit
SMa2251,noHit
SMa2253,noHit
SMa2255,noHit
SMa2257,intX
SMa2259,noHit
SMa2263,noHit
SMa2265,noHit
SMa2267,noHit
SMa2269,noHit
SMa2273,noHit
SMa2275,noHit
SMa2279,noHit
SMa2281,noHit
SMa2285,noHit
SMa2287,noHit
SMa2289,noHit
SMa2291,noHit
SMa2293,ampR
mrcA2,noHit
SMa2295,noHit
SMa2297,noHit
SMa2299,noHit
SMa2301,noHit
SMa2303,noHit
SMa2305,noHit
SMa2307,noHit
SMa2309,noHit
SMa2311,noHit
SMa2313,Atu3147
SMa2315,noHit
SMa2317,noHit
gst14,Atu3701
uvrD2,uvrD
SMa2323,noHit
SMa2325,kdpE
SMa2327,kdpD
kdpC,kdpC
kdpB,kdpB
kdpA,kdpA
SMa2335,noHit
rhtX,noHit
rhbA,noHit
rhbB,noHit
rhbC,noHit
rhbD,noHit
rhbE,noHit
rhbF,noHit
rhrA,noHit
rhtA,noHit
SMa2339,noHit
SMa2341,Atu0856
SMa2343,Atu0857
SMa2347,Atu5140
SMa2349,noHit
SMa2351,noHit
SMa2353,noHit
SMa2355,dinP
cyaO,noHit
SMa2359,noHit
SMa2361,noHit
SMa2363,noHit
SMa2365,noHit
SMa2367,noHit
SMa2369,noHit
codA,noHit
SMa2373,noHit
SMa2375,noHit
SMa2377,noHit
katB,katA
SMa2381,noHit
SMa2383,noHit
SMa2385,Atu4729
SMa2387,noHit
SMa2389,noHit
repC2,repC
repB2,noHit
repA2,noHit
SMa5000,Atu0468
SMa5014,noHit
SMa5015,noHit
SMa5001,noHit
SMa5002,Atu5288
SMa5016,noHit
SMa5017,noHit
SMa5018,Atu8193
SMa5019,Atu8194
SMa5020,noHit
SMa5021,noHit
SMa5022,noHit
SMa5023,noHit
SMa5024,noHit
SMa5025,noHit
SMa5026,noHit
SMa5027,noHit
SMa5003,noHit
SMa5028,noHit
SMa5036,noHit
SMa5004,noHit
SMa5029,noHit
SMa5005,noHit
SMa5006,noHit
SMa5007,noHit
SMa5030,noHit
SMa5008,noHit
SMa5031,Atu6020
SMa5009,noHit
SMa5038,noHit
SMa5010,noHit
SMa5033,noHit
SMa5032,noHit
SMa5011,noHit
SMa5035,noHit
SMa5012,Atu4867
SMa5013,noHit
SMa5034,noHit
