SMc02793,NGR_c33500
SM_b21521,NGR_b03390
minE,minE
minD,minD
minC,minC
SM_b20647,NGR_c27490
SM_b20648,NGR_c27500
nadE1,nadE1
SM_b20650,NGR_b19190
SM_b20651,NGR_b19200
asnB,NGR_b19210
SM_b20654,NGR_b19230
SM_b20655,NGR_b20200
SM_b20656,NGR_b20210
SM_b20657,NGR_b20220
SM_b20658,NGR_b20230
SM_b20659,NGR_b20240
SM_b20660,NGR_b20250
SM_b20661,NGR_b20260
SM_b20662,NGR_b20270
SM_b20663,NGR_b20280
SM_b20664,NGR_b20290
SM_b20665,noHit
SM_b20666,NGR_b20300
SM_b20667,NGR_b20310
SM_b20668,NGR_b20330
SM_b20669,NGR_b20340
SM_b20670,NGR_b20350
SM_b20671,noHit
SM_b20672,noHit
SM_b20673,noHit
SM_b20674,NGR_c17390
SM_b20675,noHit
SM_b20676,NGR_b20370
SM_b20677,NGR_b20380
ttuD2,NGR_b20390
QglxR,NGR_b20400
hyi,NGR_b20410
gcl,gcl
iclR,NGR_b20430
SM_b20683,NGR_b20440
SM_b20684,NGR_b20460
SM_b20685,NGR_b20470
SM_b20686,NGR_b20480
SM_b20687,NGR_b20490
SM_b20688,NGR_b20500
xthA4,NGR_b20510
SM_b20690,noHit
SM_b20691,noHit
idnO1,idnO
SM_b20694,noHit
SM_b20695,noHit
SM_b20696,noHit
SM_b20697,noHit
SM_b20698,NGR_b21340
SM_b20699,NGR_b21350
SM_b20700,noHit
SM_b20701,NGR_b21360
SM_b20702,NGR_b21370
SM_b20703,NGR_b10990
glgA2,NGR_b10980
SM_b20705,NGR_b10970
SM_b20706,noHit
cyaG2,NGR_b10930
SM_b20708,NGR_b10920
SM_b20709,noHit
SM_b20710,NGR_b20520
SM_b20711,NGR_b20550
SM_b20712,NGR_b20560
SM_b20713,NGR_b20570
SM_b20714,NGR_b20580
SM_b20715,noHit
SM_b20716,noHit
SM_b20717,NGR_b14980
SM_b20718,NGR_b14990
SM_b20719,NGR_b15000
SM_b20720,NGR_b15010
SM_b20721,NGR_b20590
SM_b20722,NGR_b20600
SM_b20723,NGR_b20610
SM_b20724,NGR_b20620
SM_b20725,NGR_b20630
SM_b20726,NGR_b20640
SM_b20727,NGR_b20650
SM_b20728,noHit
SM_b20729,noHit
glnII,glnII
gstI,NGR_b20680
SM_b20747,noHit
pssF,NGR_b20750
uxuB,NGR_b20770
SM_b20750,NGR_b20840
SM_b20751,NGR_b20850
SM_b20752,NGR_b20860
SM_b20753,NGR_b20870
SM_b20754,NGR_b20880
pccB,ppcB
pccA,pccA
bhbA,bhbA
SM_b20758,NGR_b21000
phnG,phnG
phnH,phnH
phnI,phnI
phnJ,phnJ
phnK,NGR_b21050
phnL,phnL
SM_b20765,NGR_b21070
TRm22,NGR_b14590
dak,NGR_b21080
SM_b20768,NGR_b21090
SM_b20769,NGR_b21100
SM_b20770,NGR_b21110
SM_b20771,NGR_b21120
pdxA2,pdxA2
SM_b20773,NGR_b21140
SM_b20774,NGR_b21150
SM_b20775,NGR_b21160
cyaK,NGR_b21170
TRm19,NGR_c05360
TRm2011-2b-2,noHit
SM_b20779,noHit
SM_b20780,noHit
SM_b21701,noHit
TRm2011-2b-1,noHit
TRm2011-2a,noHit
SM_b20784,NGR_b12640
SM_b20785,NGR_b12630
SM_b20786,NGR_b12620
SM_b20787,NGR_b12610
SM_b20568,NGR_b12600
SM_b20569,noHit
SM_b20570,noHit
SM_b20571,NGR_c25630
SM_b21691,noHit
SM_b20573,noHit
SM_b20574,NGR_b17370
pcaB,pcaB
pcaG,pcaG
pcaH,pcaH
pcaC,NGR_b21230
pcaD,NGR_b21240
pcaQ,NGR_b21250
SM_b20581,NGR_b22740
SM_b20582,NGR_b22670
pobA,pobA
SM_b20584,NGR_b21290
ggt,NGR_b21280
pcaR,NGR_b21400
pcaI,NGR_b21410
pcaJ,NGR_b21420
pcaF,NGR_b21430
SM_b20590,NGR_b21490
SM_b20591,noHit
rpoE8,NGR_b21500
SM_b20593,NGR_b21510
amcY,NGR_b21520
ftsK2,ftsK1
SM_b20596,noHit
SM_b20597,NGR_b21610
repA3,repA2
repB3,repB2
SM_b20600,noHit
SM_b21707,NGR_b21740
SM_b20602,NGR_b21750
SM_b20603,NGR_b21760
SM_b20604,NGR_b21770
SM_b20605,NGR_b21780
SM_b20606,noHit
SM_b20607,noHit
SM_b20608,noHit
SM_b20609,NGR_b21840
SM_b20610,NGR_b21850
dctA,dctA2
dctB,dctB
dctD,dctD
SM_b20614,NGR_b07780
thiC,thiC
thiO,NGR_b02920
thiG,thiG
thiE,NGR_b02900
SM_b20619,noHit
SM_b20620,noHit
SM_b20621,noHit
SM_b20622,noHit
SM_b20623,noHit
SM_b20624,noHit
SM_b20625,NGR_b01970
SM_b20626,NGR_b01960
SM_b20627,noHit
SM_b20628,spsE
SM_b20629,noHit
SM_b20630,NGR_b18550
SM_b20631,NGR_b18560
SM_b20632,NGR_b18570
SM_b20633,NGR_b18580
SM_b20634,NGR_b18590
SM_b21706,NGR_b18600
TRm19,NGR_c05360
SM_b21630,noHit
nspC,noHit
SM_b21632,noHit
paaG,paaB1
SM_b21634,NGR_c03430
paaZ,paaN
paaE,paaK
paaD,paaJ
paaC,paaI
paaB,paaB2
paaA,paaG
paaX,NGR_b11470
SM_b21642,noHit
agaL2,agaL2
agpD,NGR_b02790
agpC,NGR_b02780
agpB,NGR_b02770
agpA,NGR_b02760
melA,agaL1
agpT,NGR_b02740
lacR,NGR_b02730
SM_b21651,NGR_b00290
SM_b22003,noHit
SM_b22004,noHit
SM_b22005,noHit
SM_b22002,noHit
SM_b22001,noHit
SM_b22020,noHit
SM_b22021,noHit
SM_b22022,noHit
SM_b22019,noHit
SM_b22006,noHit
SM_b22007,noHit
SM_b22008,noHit
SM_b22009,noHit
SM_b22010,NGR_b18490
SM_b22011,NGR_b12390
SM_b22012,noHit
SM_b22025,NGR_b13300
SM_b22013,noHit
groES5,groES2
SM_b22014,NGR_b16850
SM_b22015,noHit
cyoD,cyoD
SM_b22016,noHit
SM_b22017,noHit
SM_b22018,NGR_b00300
SMc05001,noHit
SMc05002,noHit
SMc05003,noHit
SMc05004,noHit
SMc05005,noHit
SMc05006,noHit
SMc05007,noHit
ecnA,noHit
SMc05008,NGR_c20820
SMc05010,noHit
SMc05011,noHit
SMc05012,noHit
SMc05013,noHit
SMc05014,noHit
SMc05015,noHit
SMc05016,noHit
SMc05017,noHit
SMc05018,noHit
SMc05019,NGR_c31390
fdoG,noHit
fdoH,noHit
fdoI,noHit
fdhE,noHit
selA,noHit
SMa0013,noHit
selB,noHit
SMa0017,noHit
SMa0018,noHit
SMa0020,noHit
SMa0021,noHit
SMa0025,noHit
SMa0026,noHit
selD,noHit
SMa0031,NGR_b08090
SMa0034,NGR_b08100
SMa0036,NGR_c35440
SMa0039,noHit
SMa0041,noHit
SMa0044,NGR_b23210
cah,cah
SMa0050,noHit
SMa0052,noHit
SMa0056,noHit
SMa0058,noHit
SMa0059,NGR_b04510
SMa0060,noHit
SMa0062,noHit
SMa0063,noHit
SMa0064,noHit
SMa0065,noHit
SMa0067,noHit
SMa0070,noHit
SMa0072,noHit
SMa0074,noHit
SMa0077,noHit
SMa0078,noHit
SMa0079,NGR_b05960
SMa0081,NGR_b05970
SMa0082,glnH
SMa0083,NGR_b05990
SMa0085,noHit
SMa0087,noHit
SMa0089,NGR_b05530
SMa0091,NGR_b10950
SMa0093,noHit
SMa0095,noHit
SMa0097,noHit
SMa0101,noHit
SMa0104,noHit
SMa0105,noHit
SMa0106,noHit
SMa0108,noHit
SMa0110,noHit
SMa0112,NGR_c29400
SMa0113,noHit
SMa0114,noHit
SMa0116,NGR_b00750
SMa0117,NGR_b00760
SMa0118,noHit
SMa0121,noHit
SMa0123,noHit
groEL3,noHit
groES3,noHit
cspA8,noHit
SMa0128,noHit
SMa0130,noHit
SMa0132,noHit
SMa0134,noHit
SMa0136,NGR_b15410
SMa0137,NGR_c12620
SMa0139,noHit
SMa0142,noHit
rpoE6,noHit
SMa0144,noHit
SMa0146,noHit
SMa0148,noHit
SMa0149,NGR_c03700
SMa0150,NGR_b02850
SMa0151,noHit
SMa0155,noHit
SMa0157,noHit
SMa0160,NGR_b02870
SMa0162,noHit
pilQ2,cpaC2
SMa0164,noHit
SMa0166,NGR_b10740
SMa0168,noHit
SMa0169,noHit
SMa0171,NGR_c14210
SMa0172,NGR_b14470
SMa0175,NGR_c14190
SMa0179,noHit
SMa0180,noHit
cspA7,noHit
SMa0185,noHit
SMa0187,noHit
SMa0189,noHit
SMa0190,noHit
SMa0191,noHit
SMa0193,noHit
SMa0196,noHit
SMa0197,noHit
SMa0198,noHit
SMa0199,noHit
SMa0203,noHit
SMa0204,noHit
SMa0206,noHit
SMa0209,NGR_b14970
SMa0210,noHit
SMa0211,noHit
kduI,NGR_b17660
SMa0216,noHit
SMa0217,noHit
SMa0218,NGR_c26060
SMa0220,noHit
SMa0222,NGR_b20760
SMa0223,noHit
SMa0224,noHit
SMa0226,NGR_c27510
gdhA,gdh
SMa0229,noHit
SMa0232,noHit
otsA,NGR_a02090
SMa0235,noHit
SMa0237,noHit
SMa0241,noHit
SMa0244,noHit
SMa0246,noHit
SMa0247,NGR_c03630
SMa0249,NGR_b08900
SMa0250,noHit
SMa0252,NGR_b08880
SMa0254,NGR_b02320
SMa0255,noHit
SMa0257,noHit
SMa0259,noHit
gabD3,NGR_b06900
SMa0263,noHit
SMa0265,noHit
SMa0267,noHit
SMa0270,noHit
SMa0271,noHit
SMa0273,noHit
SMa0275,noHit
SMa0277,noHit
SMa0279,NGR_b02960
SMa0280,NGR_c22270
SMa0281,NGR_c22280
SMa0285,noHit
SMa0286,noHit
SMa0287,noHit
SMa0288,noHit
SMa0291,noHit
SMa0293,noHit
SMa0298,noHit
SMa0299,noHit
SMa0300,noHit
SMa0301,noHit
SMa0302,noHit
SMa0303,noHit
SMa0306,noHit
SMa0307,noHit
SMa0308,noHit
SMa0310,noHit
SMa0312,noHit
SMa0314,noHit
SMa0316,NGR_b14440
SMa0319,noHit
SMa0320,NGR_b01140
SMa0322,noHit
SMa0323,noHit
SMa0325,noHit
SMa0326,NGR_b04800
SMa0329,noHit
SMa0333,noHit
SMa0335,noHit
SMa0337,noHit
SMa0339,noHit
wrbA2,noHit
SMa0341,noHit
SMa0343,noHit
SMa0346,noHit
SMa0347,noHit
SMa0349,NGR_c22360
SMa0352,noHit
SMa0353,noHit
SMa0355,noHit
SMa0357,noHit
SMa0359,noHit
SMa0360,noHit
SMa0364,NGR_b22130
SMa0367,noHit
SMa0369,noHit
SMa0372,noHit
SMa0374,noHit
SMa0376,noHit
SMa0380,noHit
SMa0383,noHit
SMa0384,noHit
hisC3,noHit
SMa0389,noHit
SMa0391,noHit
SMa0392,noHit
SMa0394,noHit
SMa0396,noHit
hisD2,noHit
SMa0400,noHit
SMa0402,noHit
SMa0403,noHit
SMa0404,noHit
SMa0405,noHit
SMa0407,NGR_b04680
SMa0412,noHit
SMa0414,noHit
SMa0417,noHit
SMa0421,NGR_b14460
SMa0424,noHit
SMa0426,noHit
SMa0429,noHit
SMa0431,noHit
SMa0433,noHit
SMa0436,noHit
SMa0444,noHit
SMa0445,noHit
SMa0447,noHit
SMa0448,noHit
SMa0450,noHit
SMa0453,NGR_b14940
SMa0461,noHit
SMa0462,noHit
cyaI2,noHit
SMa0466,noHit
SMa0467,noHit
SMa0469,noHit
SMa0470,noHit
SMa0471,noHit
SMa0473,spsF
SMa0475,noHit
SMa0476,noHit
SMa0478,noHit
SMa0483,noHit
thrC2,noHit
SMa0486,noHit
SMa0489,noHit
SMa0492,NGR_b06840
SMa0493,noHit
SMa0495,noHit
SMa0496,noHit
SMa0498,noHit
SMa0499,noHit
SMa0501,NGR_b22360
SMa0503,NGR_b22350
SMa0506,NGR_b22370
SMa0508,NGR_b22340
SMa0510,NGR_b22260
idnD,idnD
idnO1,idnO
idnK,idnK
SMa0516,NGR_b22290
SMa0518,NGR_b22300
SMa0520,noHit
SMa0522,noHit
SMa0523,noHit
SMa0525,noHit
SMa0526,noHit
SMa0527,noHit
SMa0535,noHit
SMa0537,noHit
SMa0538,noHit
SMa0541,noHit
SMa0543,noHit
SMa0545,noHit
SMa0548,noHit
SMa0551,noHit
SMa0552,noHit
SMa0554,noHit
SMa0557,noHit
SMa0558,noHit
SMa0559,noHit
SMa0561,noHit
SMa0563,NGR_c15770
SMa0564,noHit
SMa0567,noHit
cyaF4,noHit
SMa0572,noHit
SMa0574,noHit
SMa0575,noHit
SMa0576,NGR_b15300
cyaN,NGR_b15310
nrtC,nrtC
nrtB,nrtB
nrtA,nrtA
SMa0590,noHit
SMa0591,noHit
SMa0592,noHit
SMa0594,noHit
SMa0599,noHit
SMa0601,noHit
SMa0604,noHit
SMa0606,noHit
SMa0607,NGR_b04970
SMa0609,noHit
SMa0610,noHit
fixN3,fixN1
fixO3,fixO1
fixQ3,fixQ
fixP3,fixP1
SMa0620,NGR_c25760
fixI2,fixI2
fixS2,fixS1
SMa0625,noHit
SMa0626,noHit
aqpZ2,noHit
SMa0629,noHit
SMa0630,noHit
SMa0631,noHit
SMa0633,noHit
SMa0636,NGR_c26760
SMa0637,noHit
SMa0638,noHit
SMa0639,NGR_c19130
SMa0640,noHit
SMa0643,NGR_b08770
SMa0645,noHit
SMa0647,noHit
SMa0649,noHit
SMa0656,noHit
SMa0657,noHit
SMa0659,noHit
SMa0661,noHit
SMa0662,noHit
SMa0663,NGR_b05020
SMa0664,NGR_b05030
SMa0665,NGR_c19580
SMa0667,NGR_c18690
SMa0669,NGR_c18700
SMa0670,NGR_c18720
SMa0673,noHit
SMa0674,noHit
SMa0675,NGR_b00420
SMa0677,noHit
SMa0678,noHit
SMa0680,noHit
SMa0682,noHit
SMa0683,noHit
SMa0684,noHit
SMa0687,noHit
SMa0689,NGR_b00410
SMa0690,NGR_b00400
arcA1,noHit
arcB,noHit
arcC,noHit
SMa0699,NGR_c18730
SMa0702,NGR_b00430
dgoK2,noHit
SMa0707,noHit
SMa0708,noHit
SMa0709,noHit
SMa0710,noHit
SMa0711,noHit
SMa0713,noHit
SMa0714,noHit
SMa0715,noHit
SMa0717,noHit
SMa0719,noHit
SMa0722,noHit
SMa0723,noHit
SMa0726,noHit
SMa0728,noHit
SMa0731,noHit
SMa0734,noHit
SMa0736,noHit
cspA6,noHit
SMa0739,noHit
SMa0740,noHit
SMa0742,noHit
groEL2,noHit
groES2,noHit
SMa0747,noHit
SMa0748,NGR_a02080
SMa0750,NGR_b23400
SMa0751,NGR_b23410
SMa0752,NGR_b23420
SMa0753,noHit
SMa0754,noHit
nodD2,noHit
SMa0758,noHit
SMa0759,noHit
fixT2,noHit
fixK2,noHit
SMa0763,noHit
fixN2,fixN2
fixO2,fixO2
fixQ2,noHit
fixP2,noHit
SMa0771,noHit
nodL,NGR_c36000
noeA,noHit
noeB,noHit
SMa0775,noHit
SMa0776,noHit
SMa0779,NGR_b09980
SMa0781,noHit
SMa0783,noHit
SMa0785,noHit
SMa0787,NGR_b09940
SMa0789,NGR_b15790
SMa0791,NGR_b17060
SMa0792,NGR_b17050
SMa0793,NGR_b17040
SMa0794,NGR_b17030
SMa0796,dhaS
SMa0797,NGR_b17010
SMa0799,NGR_b17000
SMa0800,NGR_b16990
SMa0802,NGR_b16980
SMa0803,NGR_b16970
gabD4,noHit
syrB3,noHit
SMa0809,noHit
fixU,fixU
fdxN,fdxN
nifB,nifB
nifA,nifA
fixX,fixX
fixC,fixC
fixB,fixB
fixA,fixA
SMa0824,noHit
nifH,nifH1
nifD,nifD1
nifK,nifK2
nifE,nifE
nifX,nifX
SMa0833,NGR_a00850
fdxB,fdxB
SMa0835,noHit
syrA,NGR_a00830
nodD3,nodD2
SMa0841,noHit
SMa0846,noHit
SMa0848,noHit
syrM,syrM2
SMa0850,noHit
nodH,noHit
nodF,noHit
nodE,noHit
nodG,noHit
nodP1,nodP
nodQ1,noHit
SMa0861,noHit
nodJ,nodJ
nodI,nodI
nodC,nodC
nodB,nodB
nodA,nodA
nodD1,nodD1
SMa0872,noHit
nifN,nifN
nodN,noHit
nolG,NGR_b16220
nolF,noHit
nodM,noHit
SMa0882,noHit
SMa0883,noHit
SMa0886,noHit
SMa0887,noHit
SMa0888,noHit
SMa0890,noHit
dnaE3,noHit
SMa0894,noHit
SMa0896,NGR_b10430
SMa0900,noHit
SMa0903,NGR_b10380
SMa0905,noHit
SMa0907,NGR_b10390
SMa0909,noHit
SMa0911,NGR_b10410
SMa0914,NGR_b10420
SMa0917,noHit
SMa0922,NGR_b10500
traG,traG
traD,traD
traC,traC
traA1,traA
SMa0937,NGR_b12230
SMa0939,noHit
SMa0940,noHit
SMa0941,noHit
SMa0943,noHit
SMa0945,noHit
SMa0947,noHit
SMa0950,attC
SMa0951,attB
SMa0952,attA3
SMa0953,attA2
SMa0955,NGR_b10600
SMa0956,atrB
SMa0958,atrC
SMa0959,NGR_b10630
SMa0961,NGR_b10640
SMa0964,NGR_a02240
SMa0967,noHit
SMa0969,NGR_b10660
SMa0972,NGR_b10670
SMa0974,NGR_b10680
SMa0976,noHit
SMa0977,NGR_b15050
ntrR2,noHit
SMa0983,noHit
SMa0985,noHit
SMa0988,noHit
SMa0990,noHit
SMa0992,noHit
SMa0995,noHit
SMa0997,noHit
SMa0998,noHit
SMa1001,noHit
SMa1002,noHit
SMa1004,noHit
SMa1005,noHit
SMa1007,noHit
SMa1008,noHit
SMa1009,NGR_b08480
SMa1010,noHit
SMa1011,noHit
actP,actP
hmrR,noHit
SMa1016,NGR_b08380
SMa1017,NGR_b08400
SMa1018,NGR_b07260
SMa1021,NGR_b07250
SMa1024,NGR_b07210
SMa1028,noHit
SMa1029,noHit
SMa1030,noHit
SMa1032,noHit
SMa1033,NGR_b07180
SMa1036,NGR_b07170
SMa1037,NGR_b07160
SMa1038,NGR_b07150
SMa1041,NGR_b07140
SMa1043,NGR_b08250
SMa1045,noHit
cyaE2,noHit
SMa1050,noHit
SMa1052,noHit
SMa1053,noHit
SMa1056,noHit
SMa1057,NGR_c17430
SMa1058,noHit
SMa1060,noHit
SMa1062,noHit
SMa1063,noHit
SMa1065,noHit
SMa1067,noHit
SMa1070,NGR_a01310
SMa1073,NGR_b09990
SMa1076,noHit
nex18,NGR_c00770
SMa1078,noHit
tspO,noHit
SMa1081,noHit
SMa1082,noHit
SMa1084,noHit
SMa1086,noHit
SMa1087,NGR_b07240
SMa1089,noHit
SMa1091,noHit
SMa1092,noHit
SMa1093,noHit
SMa1095,noHit
SMa1096,noHit
SMa1097,noHit
SMa1099,noHit
SMa1100,noHit
SMa1101,noHit
cyaP,noHit
SMa1104,noHit
SMa1111,noHit
SMa1113,noHit
SMa1115,noHit
hspC2,NGR_b19360
SMa1120,noHit
SMa1122,noHit
SMa1124,noHit
SMa1126,noHit
degP4,degQ
SMa1131,noHit
SMa1132,noHit
SMa1134,noHit
SMa1136,noHit
SMa1138,noHit
SMa1139,noHit
SMa1141,NGR_c18100
SMa1142,noHit
SMa1146,noHit
SMa1147,noHit
SMa1149,noHit
SMa1151,NGR_b11330
SMa1153,NGR_b00710
SMa1154,NGR_b11320
SMa1155,noHit
SMa1156,noHit
SMa1158,noHit
SMa1159,noHit
SMa1160,noHit
SMa1161,noHit
SMa1162,noHit
SMa1163,noHit
SMa1166,noHit
SMa1168,noHit
SMa1169,noHit
SMa1170,noHit
SMa1171,noHit
SMa1172,noHit
SMa1174,noHit
SMa1176,noHit
SMa1178,noHit
nosR,noHit
nosZ,noHit
nosD,noHit
nosF,noHit
nosY,noHit
nosL,noHit
nosX,noHit
fhp,noHit
SMa1192,noHit
nnrS,noHit
SMa1195,noHit
SMa1197,noHit
SMa1198,NGR_b06130
SMa1200,NGR_b06120
SMa1201,noHit
SMa1207,NGR_c24920
fixS1,fixS2
fixI1,fixI1
fixH,fixH
fixG,fixG
fixP1,fixP2
fixQ1,noHit
fixO1,noHit
fixN1,noHit
fixM,noHit
fixK1,NGR_b00800
fixT1,noHit
fixJ,noHit
fixL,noHit
SMa1231,NGR_c09750
napC,napC
napB,napB
napA,napA
napD,napD
napF,napF
napE,napE
azu1,NGR_c09980
nnrR,NGR_c09970
nirV,nirV
nirK,nirK
nnrS,NGR_c09940
SMa1253,noHit
SMa1255,NGR_c09930
SMa1256,NGR_c09920
SMa1259,NGR_c09910
SMa1261,NGR_c09900
SMa1262,noHit
SMa1264,noHit
hemN,hemN
norD,norD
norQ,norQ
norB,norB
norC,norC
norE,norE
nnrU,nnrU
SMa1285,noHit
SMa1288,NGR_c09810
SMa1289,NGR_c09800
SMa1291,NGR_c09790
SMa1292,NGR_c09780
SMa1294,NGR_c09770
adhA1,NGR_c03790
SMa1297,noHit
SMa1299,noHit
SMa1301,NGR_b15860
virB11,virB11
virB10,virB10
virB9,virB9
virB8,virB8
virB7,virB7
virB6,virB6
virB5,virB5
virB4,virB4
virB3,virB3
virB2,virB2
virB1,virB1
SMa1322,NGR_b10240
rctA,NGR_b10230
SMa1325,noHit
SMa1326,noHit
SMa1327,NGR_c16700
SMa1328,NGR_b21380
SMa1329,noHit
SMa1331,noHit
SMa1332,NGR_a02140
SMa1334,NGR_a02150
SMa1337,NGR_b04010
SMa1339,NGR_b04020
SMa1341,NGR_b04030
SMa1344,noHit
SMa1345,NGR_b04060
SMa1347,noHit
SMa1349,noHit
SMa1351,NGR_b14290
SMa1353,noHit
SMa1354,noHit
SMa1355,noHit
SMa1356,noHit
SMa1358,noHit
SMa1361,noHit
SMa1362,noHit
SMa1363,noHit
SMa1364,noHit
SMa1365,noHit
SMa1367,noHit
SMa1368,noHit
SMa1370,noHit
SMa1371,NGR_b17230
SMa1374,noHit
SMa1373,noHit
SMa1375,noHit
SMa1377,noHit
SMa1379,noHit
SMa1381,noHit
SMa1386,noHit
SMa1387,noHit
etfA2,noHit
etfB2,noHit
SMa1394,noHit
SMa1397,noHit
SMa1398,noHit
SMa1400,noHit
SMa1403,noHit
ttuD3,noHit
SMa1408,noHit
SMa1409,noHit
SMa1410,noHit
SMa1413,noHit
SMa1414,noHit
SMa1415,noHit
SMa1417,noHit
SMa1418,NGR_b04360
SMa1421,NGR_b04370
SMa1424,noHit
SMa1427,NGR_b04390
SMa1428,noHit
SMa1430,noHit
SMa1431,noHit
SMa1434,noHit
SMa1435,noHit
SMa1437,noHit
SMa1438,noHit
SMa1440,NGR_b07750
SMa1442,NGR_b15770
SMa1445,NGR_b21590
SMa1447,noHit
SMa1450,NGR_c29930
SMa1452,NGR_b02630
SMa1454,noHit
SMa1455,noHit
SMa1456,noHit
SMa1459,NGR_c20350
SMa1461,noHit
SMa1462,noHit
SMa1465,noHit
SMa1466,noHit
SMa1467,noHit
SMa1471,noHit
SMa1473,NGR_b23430
SMa1476,noHit
SMa1478,noHit
SMa1480,noHit
SMa1483,noHit
SMa1485,noHit
SMa1487,noHit
SMa1488,noHit
SMa1491,noHit
SMa1493,noHit
SMa1494,noHit
SMa1495,noHit
gst12,noHit
SMa1500,noHit
SMa1501,noHit
SMa1503,noHit
SMa1505,noHit
SMa1507,noHit
SMa1509,noHit
SMa1513,noHit
SMa1514,noHit
SMa1515,NGR_b02550
nuoH2,nuoH1
nuoI2,nuoI2
SMa1521,NGR_c22050
nuoG2,nuoG1
nuoF2,nuoF1
nuoE2,nuoE1
nuoD2,nuoD1
nuoC2,nuoC1
nuoB2,nuoB1
nuoA2,nuoA1
nuoN2,nuoN1
nuoM2,nuoM3
SMa1538,nuoM2
SMa1539,noHit
SMa1541,NGR_c22170
nuoK2,NGR_c22180
nuoJ2,NGR_c22190
pcm,NGR_c14200
SMa1548,NGR_b08060
SMa1550,NGR_b03810
SMa1552,noHit
SMa1554,NGR_b03790
mcpS,NGR_b03780
SMa1558,cheA1
cheB2,cheB1
SMa1562,tadC2
SMa1564,tadB1
cpaF2,cpaF1
pilA2,pilA2
SMa1572,tadE2
cpaE2,cpaE2
cpaB2,cpaB2
cpaA2,cpaA2
SMa1579,NGR_b03660
SMa1580,pilQ2
SMa1582,NGR_b00170
cyaF5,NGR_b01410
SMa1585,noHit
syrB2,noHit
eglC,noHit
SMa1589,noHit
cyaI3,noHit
SMa1592,noHit
SMa1593,noHit
SMa1594,noHit
SMa1595,noHit
SMa1597,noHit
SMa1600,noHit
SMa1602,noHit
SMa1604,noHit
SMa1606,noHit
SMa1608,noHit
SMa1610,noHit
SMa1612,noHit
SMa1613,NGR_a03350
SMa1614,noHit
SMa1615,noHit
SMa1617,NGR_a01860
SMa1619,NGR_a01850
SMa1620,NGR_a01840
SMa1623,noHit
SMa1625,noHit
SMa1626,noHit
SMa1629,noHit
SMa1630,noHit
SMa1632,noHit
SMa1635,noHit
SMa1636,noHit
SMa1637,noHit
SMa1639,noHit
SMa1641,NGR_b07310
SMa1643,noHit
SMa1644,noHit
SMa1646,noHit
SMa1647,noHit
SMa1649,noHit
SMa1650,noHit
SMa1651,noHit
SMa1652,NGR_b12800
SMa1653,noHit
SMa1654,NGR_c20720
SMa1657,noHit
SMa1658,noHit
SMa1660,noHit
SMa1662,NGR_c28570
SMa1664,NGR_c28560
SMa1666,NGR_c28550
arcD1,NGR_c28540
arcD2,NGR_c28530
arcA2,arcA2
SMa1672,noHit
SMa1674,noHit
SMa1675,noHit
SMa1676,noHit
SMa1677,NGR_c28580
SMa1678,noHit
SMa1680,noHit
SMa1682,noHit
SMa1683,noHit
SMa1684,noHit
SMa1686,noHit
SMa1688,noHit
SMa1691,noHit
SMa1696,noHit
SMa1697,NGR_b01510
syrB1,NGR_b01500
SMa1700,NGR_b01480
SMa1702,NGR_b01470
SMa1704,noHit
SMa1705,noHit
SMa1706,noHit
SMa1711,noHit
adeC3,noHit
SMa1717,noHit
adeC4,noHit
SMa1720,noHit
SMa1724,noHit
SMa1725,noHit
SMa1726,noHit
SMa1727,noHit
proX,noHit
betB2,noHit
SMa1732,noHit
SMa1734,noHit
SMa1735,noHit
SMa1736,noHit
SMa1737,noHit
SMa1740,noHit
SMa1741,noHit
SMa1742,noHit
SMa1745,noHit
SMa1746,noHit
SMa1747,noHit
SMa1749,noHit
SMa1750,noHit
SMa1751,NGR_b16560
SMa1753,NGR_b16570
SMa1754,NGR_b16590
SMa1755,NGR_b16580
SMa1757,noHit
SMa1759,noHit
SMa1760,NGR_b06580
SMa1761,NGR_b06570
SMa1765,noHit
SMa1766,noHit
SMa1767,noHit
SMa1769,NGR_b02270
SMa1770,noHit
SMa1776,NGR_b16810
SMa1779,noHit
SMa1780,noHit
SMa1782,noHit
SMa1783,noHit
SMa1784,noHit
SMa1787,noHit
cyaI4,noHit
SMa1793,noHit
SMa1797,noHit
kup2,NGR_b14210
SMa1799,noHit
SMa1801,noHit
SMa1803,noHit
SMa1808,noHit
SMa1809,cpo2
SMa1811,noHit
SMa1814,NGR_b15890
SMa1817,NGR_b15900
SMa1819,NGR_b15910
SMa1820,NGR_b15920
SMa1821,NGR_b15930
SMa1822,NGR_b15940
SMa1823,NGR_b15950
SMa1825,NGR_b15960
SMa1828,NGR_b15970
SMa1831,NGR_b15990
SMa1832,noHit
SMa1833,noHit
SMa1835,NGR_b06390
argE,NGR_b06380
SMa1838,NGR_b06370
SMa1840,NGR_b06910
SMa1844,NGR_b06360
SMa1846,NGR_b06350
gabD5,NGR_b06340
SMa1850,NGR_b06660
SMa1851,NGR_b06290
SMa1853,NGR_b06280
SMa1855,NGR_b06270
SMa1857,noHit
SMa1860,NGR_b06260
SMa1862,NGR_b06250
SMa1863,NGR_b06240
SMa1864,NGR_b06230
SMa1867,NGR_b10730
SMa1869,NGR_b10720
SMa1871,NGR_b06500
SMa1872,NGR_b06490
SMa1874,NGR_b06040
SMa1875,noHit
