SMc02793,OV14_0877
SM_b20631,noHit
SM_b20632,noHit
SM_b20633,OV14_b1322
SM_b20634,noHit
SM_b21706,noHit
TRm19,noHit
SM_b21630,noHit
nspC,noHit
SM_b21632,noHit
paaG,noHit
SM_b21634,OV14_a1051
paaZ,noHit
paaE,noHit
paaD,noHit
paaC,noHit
paaB,noHit
paaA,noHit
paaX,noHit
SM_b21642,noHit
agaL2,agaL2
agpD,OV14_b1318
agpC,OV14_b1317
agpB,OV14_b1316
agpA,OV14_b1315
melA,agaL1
agpT,OV14_b1313
lacR,OV14_b1331
SM_b21651,noHit
SM_b22003,noHit
SM_b22004,noHit
SM_b22005,noHit
SM_b22002,noHit
SM_b22001,noHit
SM_b22020,noHit
SM_b22021,noHit
SM_b22022,noHit
SM_b22019,noHit
SM_b22006,noHit
SM_b22007,noHit
SM_b22008,noHit
SM_b22009,noHit
SM_b22010,noHit
SM_b22011,OV14_a0353
SM_b22012,noHit
SM_b22025,OV14_a0493
SM_b22013,noHit
groES5,noHit
SM_b22014,OV14_b0646
SM_b22015,noHit
cyoD,cyoD
SM_b22016,noHit
SM_b22017,noHit
SM_b22018,noHit
SMc05001,noHit
SMc05002,noHit
SMc05003,noHit
SMc05004,noHit
SMc05005,noHit
SMc05006,noHit
SMc05007,noHit
ecnA,noHit
SMc05008,noHit
SMc05010,noHit
SMc05011,noHit
SMc05012,noHit
SMc05013,noHit
SMc05014,noHit
SMc05015,noHit
SMc05016,noHit
SMc05017,noHit
SMc05018,noHit
SMc05019,OV14_0723
fdoG,narB
fdoH,noHit
fdoI,noHit
fdhE,noHit
selA,noHit
SMa0013,hcpD
selB,cysN
SMa0017,noHit
SMa0018,noHit
SMa0020,noHit
SMa0021,noHit
SMa0025,noHit
SMa0026,noHit
selD,noHit
SMa0031,noHit
SMa0034,noHit
SMa0036,OV14_a1591
SMa0039,OV14_a1151
SMa0041,OV14_a1152
SMa0044,noHit
cah,noHit
SMa0050,noHit
SMa0052,noHit
SMa0056,noHit
SMa0058,manC
SMa0059,OV14_a1455
SMa0060,OV14_a1453
SMa0062,noHit
SMa0063,OV14_b0630
SMa0064,OV14_b0629
SMa0065,OV14_b0041
SMa0067,noHit
SMa0070,OV14_b0627
SMa0072,OV14_b0626
SMa0074,OV14_b0625
SMa0077,noHit
SMa0078,noHit
SMa0079,OV14_4063
SMa0081,OV14_b0972
SMa0082,OV14_a1821
SMa0083,noHit
SMa0085,noHit
SMa0087,noHit
SMa0089,OV14_b1403
SMa0091,noHit
SMa0093,OV14_a0195
SMa0095,noHit
SMa0097,OV14_a0196
SMa0101,OV14_c0053
SMa0104,OV14_c0059
SMa0105,dppB
SMa0106,OV14_c0057
SMa0108,OV14_c0056
SMa0110,OV14_c0055
SMa0112,noHit
SMa0113,noHit
SMa0114,noHit
SMa0116,OV14_2897
SMa0117,OV14_2898
SMa0118,noHit
SMa0121,noHit
SMa0123,noHit
groEL3,groEL1
groES3,noHit
cspA8,cspA1
SMa0128,noHit
SMa0130,noHit
SMa0132,noHit
SMa0134,OV14_b0702
SMa0136,OV14_a1296
SMa0137,noHit
SMa0139,noHit
SMa0142,OV14_a1136
rpoE6,rpoE
SMa0144,noHit
SMa0146,noHit
SMa0148,noHit
SMa0149,OV14_3344
SMa0150,OV14_a1755
SMa0151,noHit
SMa0155,noHit
SMa0157,noHit
SMa0160,OV14_a1757
SMa0162,noHit
pilQ2,noHit
SMa0164,noHit
SMa0166,noHit
SMa0168,noHit
SMa0169,ubiE4
SMa0171,noHit
SMa0172,OV14_0510
SMa0175,noHit
SMa0179,noHit
SMa0180,noHit
cspA7,noHit
SMa0185,OV14_3689
SMa0187,noHit
SMa0189,noHit
SMa0190,noHit
SMa0191,noHit
SMa0193,noHit
SMa0196,gnl
SMa0197,noHit
SMa0198,noHit
SMa0199,noHit
SMa0203,noHit
SMa0204,noHit
SMa0206,noHit
SMa0209,OV14_b0565
SMa0210,noHit
SMa0211,noHit
kduI,OV14_b0360
SMa0216,noHit
SMa0217,noHit
SMa0218,noHit
SMa0220,noHit
SMa0222,noHit
SMa0223,noHit
SMa0224,noHit
SMa0226,noHit
gdhA,noHit
SMa0229,noHit
SMa0232,noHit
otsA,noHit
SMa0235,noHit
SMa0237,noHit
SMa0241,noHit
SMa0244,noHit
SMa0246,noHit
SMa0247,OV14_a1822
SMa0249,noHit
SMa0250,noHit
SMa0252,noHit
SMa0254,OV14_a0235
SMa0255,noHit
SMa0257,noHit
SMa0259,noHit
gabD3,noHit
SMa0263,noHit
SMa0265,noHit
SMa0267,noHit
SMa0270,OV14_a1369
SMa0271,noHit
SMa0273,noHit
SMa0275,noHit
SMa0277,noHit
SMa0279,noHit
SMa0280,noHit
SMa0281,noHit
SMa0285,noHit
SMa0286,noHit
SMa0287,noHit
SMa0288,noHit
SMa0291,noHit
SMa0293,noHit
SMa0298,noHit
SMa0299,noHit
SMa0300,noHit
SMa0301,noHit
SMa0302,noHit
SMa0303,noHit
SMa0306,noHit
SMa0307,noHit
SMa0308,noHit
SMa0310,noHit
SMa0312,noHit
SMa0314,noHit
SMa0316,noHit
SMa0319,noHit
SMa0320,noHit
SMa0322,noHit
SMa0323,noHit
SMa0325,noHit
SMa0326,noHit
SMa0329,noHit
SMa0333,noHit
SMa0335,noHit
SMa0337,noHit
SMa0339,noHit
wrbA2,noHit
SMa0341,noHit
SMa0343,noHit
SMa0346,noHit
SMa0347,OV14_0506
SMa0349,noHit
SMa0352,noHit
SMa0353,noHit
SMa0355,noHit
SMa0357,noHit
SMa0359,noHit
SMa0360,noHit
SMa0364,noHit
SMa0367,noHit
SMa0369,noHit
SMa0372,OV14_a1504
SMa0374,OV14_a1502
SMa0376,OV14_a1501
SMa0380,OV14_b1142
SMa0383,noHit
SMa0384,noHit
hisC3,noHit
SMa0389,noHit
SMa0391,noHit
SMa0392,noHit
SMa0394,noHit
SMa0396,noHit
hisD2,noHit
SMa0400,noHit
SMa0402,noHit
SMa0403,noHit
SMa0404,noHit
SMa0405,noHit
SMa0407,noHit
SMa0412,noHit
SMa0414,noHit
SMa0417,noHit
SMa0421,noHit
SMa0424,OV14_c0035
SMa0426,OV14_b0408
SMa0429,noHit
SMa0431,noHit
SMa0433,noHit
SMa0436,noHit
SMa0444,noHit
SMa0445,noHit
SMa0447,noHit
SMa0448,noHit
SMa0450,noHit
SMa0453,OV14_b0729
SMa0461,noHit
SMa0462,noHit
cyaI2,noHit
SMa0466,noHit
SMa0467,noHit
SMa0469,noHit
SMa0470,noHit
SMa0471,noHit
SMa0473,noHit
SMa0475,noHit
SMa0476,noHit
SMa0478,noHit
SMa0483,OV14_b0273
thrC2,noHit
SMa0486,noHit
SMa0489,noHit
SMa0492,OV14_b0440
SMa0493,noHit
SMa0495,noHit
SMa0496,noHit
SMa0498,noHit
SMa0499,noHit
SMa0501,noHit
SMa0503,noHit
SMa0506,noHit
SMa0508,noHit
SMa0510,noHit
idnD,tdh
idnO1,idnO
idnK,noHit
SMa0516,noHit
SMa0518,noHit
SMa0520,OV14_a1252
SMa0522,noHit
SMa0523,noHit
SMa0525,OV14_a1250
SMa0526,OV14_a1249
SMa0527,gpmB
SMa0535,noHit
SMa0537,noHit
SMa0538,noHit
SMa0541,noHit
SMa0543,noHit
SMa0545,noHit
SMa0548,noHit
SMa0551,noHit
SMa0552,noHit
SMa0554,noHit
SMa0557,OV14_3382
SMa0558,noHit
SMa0559,noHit
SMa0561,noHit
SMa0563,OV14_3385
SMa0564,noHit
SMa0567,noHit
cyaF4,OV14_a0860
SMa0572,noHit
SMa0574,noHit
SMa0575,noHit
SMa0576,OV14_a1023
cyaN,OV14_a1022
nrtC,nrtC
nrtB,nrtB
nrtA,nrtA
SMa0590,noHit
SMa0591,noHit
SMa0592,noHit
SMa0594,noHit
SMa0599,OV14_a1364
SMa0601,OV14_b0552
SMa0604,OV14_b0431
SMa0606,noHit
SMa0607,OV14_b0429
SMa0609,noHit
SMa0610,noHit
fixN3,fixN1
fixO3,fixO1
fixQ3,fixQ
fixP3,noHit
SMa0620,noHit
fixI2,noHit
fixS2,noHit
SMa0625,noHit
SMa0626,OV14_b0099
aqpZ2,noHit
SMa0629,noHit
SMa0630,OV14_b0732
SMa0631,noHit
SMa0633,noHit
SMa0636,OV14_a0007
SMa0637,noHit
SMa0638,noHit
SMa0639,noHit
SMa0640,noHit
SMa0643,noHit
SMa0645,noHit
SMa0647,noHit
SMa0649,noHit
SMa0656,noHit
SMa0657,noHit
SMa0659,noHit
SMa0661,noHit
SMa0662,noHit
SMa0663,noHit
SMa0664,noHit
SMa0665,OV14_b0080
SMa0667,OV14_3458
SMa0669,OV14_3457
SMa0670,noHit
SMa0673,noHit
SMa0674,noHit
SMa0675,OV14_3510
SMa0677,noHit
SMa0678,noHit
SMa0680,noHit
SMa0682,noHit
SMa0683,noHit
SMa0684,noHit
SMa0687,noHit
SMa0689,OV14_b0396
SMa0690,OV14_b0397
arcA1,noHit
arcB,argF
arcC,noHit
SMa0699,OV14_b0081
SMa0702,noHit
dgoK2,dgoK
SMa0707,dapA
SMa0708,OV14_b0899
SMa0709,noHit
SMa0710,OV14_b0897
SMa0711,OV14_b0895
SMa0713,noHit
SMa0714,noHit
SMa0715,noHit
SMa0717,OV14_b0891
SMa0719,idnO
SMa0722,noHit
SMa0723,noHit
SMa0726,noHit
SMa0728,noHit
SMa0731,noHit
SMa0734,noHit
SMa0736,noHit
cspA6,OV14_b0932
SMa0739,noHit
SMa0740,noHit
SMa0742,noHit
groEL2,noHit
groES2,noHit
SMa0747,noHit
SMa0748,noHit
SMa0750,noHit
SMa0751,noHit
SMa0752,noHit
SMa0753,noHit
SMa0754,noHit
nodD2,noHit
SMa0758,noHit
SMa0759,noHit
fixT2,noHit
fixK2,noHit
SMa0763,noHit
fixN2,fixN2
fixO2,fixO2
fixQ2,noHit
fixP2,fixP2
SMa0771,noHit
nodL,OV14_1134
noeA,noHit
noeB,noHit
SMa0775,noHit
SMa0776,OV14_b0999
SMa0779,OV14_b0998
SMa0781,noHit
SMa0783,noHit
SMa0785,noHit
SMa0787,OV14_b0993
SMa0789,noHit
SMa0791,noHit
SMa0792,noHit
SMa0793,noHit
SMa0794,noHit
SMa0796,noHit
SMa0797,OV14_b0456
SMa0799,noHit
SMa0800,noHit
SMa0802,noHit
SMa0803,noHit
gabD4,OV14_c0061
syrB3,noHit
SMa0809,noHit
fixU,noHit
fdxN,noHit
nifB,noHit
nifA,noHit
fixX,noHit
fixC,noHit
fixB,noHit
fixA,noHit
SMa0824,noHit
nifH,noHit
nifD,noHit
nifK,noHit
nifE,noHit
nifX,noHit
SMa0833,noHit
fdxB,noHit
SMa0835,noHit
syrA,noHit
nodD3,noHit
SMa0841,noHit
SMa0846,noHit
SMa0848,noHit
syrM,noHit
SMa0850,noHit
nodH,noHit
nodF,noHit
nodE,noHit
nodG,noHit
nodP1,noHit
nodQ1,noHit
SMa0861,noHit
nodJ,noHit
nodI,nodI
nodC,noHit
nodB,noHit
nodA,noHit
nodD1,noHit
SMa0872,noHit
nifN,noHit
nodN,noHit
nolG,noHit
nolF,noHit
nodM,noHit
SMa0882,noHit
SMa0883,noHit
SMa0886,noHit
SMa0887,noHit
SMa0888,noHit
SMa0890,OV14_c0018
dnaE3,dnaE1
SMa0894,noHit
SMa0896,noHit
SMa0900,noHit
SMa0903,noHit
SMa0905,noHit
SMa0907,noHit
SMa0909,noHit
SMa0911,noHit
SMa0914,noHit
SMa0917,noHit
SMa0922,OV14_c0041
traG,noHit
traD,traD
traC,traC
traA1,noHit
SMa0937,OV14_a0334
SMa0939,noHit
SMa0940,noHit
SMa0941,noHit
SMa0943,noHit
SMa0945,noHit
SMa0947,noHit
SMa0950,noHit
SMa0951,noHit
SMa0952,noHit
SMa0953,noHit
SMa0955,noHit
SMa0956,noHit
SMa0958,noHit
SMa0959,noHit
SMa0961,noHit
SMa0964,noHit
SMa0967,noHit
SMa0969,noHit
SMa0972,noHit
SMa0974,noHit
SMa0976,noHit
SMa0977,OV14_a0622
ntrR2,noHit
SMa0983,noHit
SMa0985,noHit
SMa0988,noHit
SMa0990,noHit
SMa0992,noHit
SMa0995,noHit
SMa0997,noHit
SMa0998,noHit
SMa1001,noHit
SMa1002,noHit
SMa1004,noHit
SMa1005,noHit
SMa1007,noHit
SMa1008,noHit
SMa1009,noHit
SMa1010,noHit
SMa1011,noHit
actP,OV14_a0399
hmrR,noHit
SMa1016,noHit
SMa1017,noHit
SMa1018,noHit
SMa1021,noHit
SMa1024,noHit
SMa1028,noHit
SMa1029,noHit
SMa1030,noHit
SMa1032,noHit
SMa1033,noHit
SMa1036,noHit
SMa1037,noHit
SMa1038,OV14_a0394
SMa1041,noHit
SMa1043,noHit
SMa1045,noHit
cyaE2,noHit
SMa1050,noHit
SMa1052,noHit
SMa1053,noHit
SMa1056,noHit
SMa1057,OV14_a1441
SMa1058,noHit
SMa1060,noHit
SMa1062,noHit
SMa1063,noHit
SMa1065,noHit
SMa1067,noHit
SMa1070,OV14_a0736
SMa1073,noHit
SMa1076,noHit
nex18,OV14_1370
SMa1078,noHit
tspO,noHit
SMa1081,noHit
SMa1082,noHit
SMa1084,noHit
SMa1086,noHit
SMa1087,noHit
SMa1089,noHit
SMa1091,noHit
SMa1092,noHit
SMa1093,noHit
SMa1095,noHit
SMa1096,noHit
SMa1097,noHit
SMa1099,noHit
SMa1100,noHit
SMa1101,noHit
cyaP,OV14_b1025
SMa1104,noHit
SMa1111,noHit
SMa1113,noHit
SMa1115,noHit
hspC2,noHit
SMa1120,noHit
SMa1122,noHit
SMa1124,noHit
SMa1126,noHit
degP4,noHit
SMa1131,noHit
SMa1132,noHit
SMa1134,noHit
SMa1136,noHit
SMa1138,OV14_b0737
SMa1139,noHit
SMa1141,OV14_b0738
SMa1142,OV14_b0739
SMa1146,noHit
SMa1147,noHit
SMa1149,OV14_b0746
SMa1151,OV14_b0740
SMa1153,OV14_b0741
SMa1154,noHit
SMa1155,noHit
SMa1156,noHit
SMa1158,noHit
SMa1159,noHit
SMa1160,noHit
SMa1161,noHit
SMa1162,noHit
SMa1163,OV14_b0747
SMa1166,noHit
SMa1168,noHit
SMa1169,noHit
SMa1170,noHit
SMa1171,noHit
SMa1172,noHit
SMa1174,noHit
SMa1176,noHit
SMa1178,noHit
nosR,noHit
nosZ,noHit
nosD,noHit
nosF,nodI
nosY,noHit
nosL,noHit
nosX,noHit
fhp,noHit
SMa1192,noHit
nnrS,noHit
SMa1195,noHit
SMa1197,noHit
SMa1198,noHit
SMa1200,noHit
SMa1201,noHit
SMa1207,OV14_4022
fixS1,fixS2
fixI1,fixI1
fixH,fixH
fixG,fixG
fixP1,noHit
fixQ1,noHit
fixO1,noHit
fixN1,noHit
fixM,OV14_a1139
fixK1,noHit
fixT1,noHit
fixJ,noHit
fixL,noHit
SMa1231,noHit
napC,napC
napB,napB
napA,napA
napD,napD
napF,napF
napE,napE
azu1,OV14_a0560
nnrR,OV14_b0138
nirV,nirV
nirK,nirK
nnrS,OV14_b0142
SMa1253,noHit
SMa1255,OV14_b0144
SMa1256,OV14_b0145
SMa1259,OV14_b0146
SMa1261,OV14_b0147
SMa1262,noHit
SMa1264,noHit
hemN,hemN
norD,norD
norQ,norQ
norB,norB
norC,norC
norE,norE
nnrU,noHit
SMa1285,ubiX
SMa1288,OV14_b0160
SMa1289,OV14_b0161
SMa1291,OV14_b0162
SMa1292,OV14_b0163
SMa1294,noHit
adhA1,OV14_1691
SMa1297,noHit
SMa1299,noHit
SMa1301,OV14_a1683
virB11,noHit
virB10,noHit
virB9,noHit
virB8,noHit
virB7,noHit
virB6,noHit
virB5,noHit
virB4,noHit
virB3,noHit
virB2,noHit
virB1,noHit
SMa1322,noHit
rctA,noHit
SMa1325,noHit
SMa1326,noHit
SMa1327,OV14_a1413
SMa1328,noHit
SMa1329,noHit
SMa1331,noHit
SMa1332,noHit
SMa1334,noHit
SMa1337,OV14_b0236
SMa1339,OV14_b0235
SMa1341,OV14_b0234
SMa1344,OV14_b0232
SMa1345,OV14_b0231
SMa1347,noHit
SMa1349,noHit
SMa1351,OV14_b0357
SMa1353,noHit
SMa1354,OV14_b0219
SMa1355,noHit
SMa1356,noHit
SMa1358,OV14_b0271
SMa1361,noHit
SMa1362,noHit
SMa1363,noHit
SMa1364,noHit
SMa1365,noHit
SMa1367,noHit
SMa1368,noHit
SMa1370,noHit
SMa1371,noHit
SMa1374,noHit
SMa1373,noHit
SMa1375,noHit
SMa1377,noHit
SMa1379,noHit
SMa1381,ooxA
SMa1386,noHit
SMa1387,OV14_a1744
etfA2,OV14_b0594
etfB2,noHit
SMa1394,OV14_b0596
SMa1397,OV14_b0597
SMa1398,OV14_b0598
SMa1400,OV14_b0599
SMa1403,OV14_b0600
ttuD3,OV14_b0601
SMa1408,OV14_b0602
SMa1409,OV14_b0603
SMa1410,OV14_b0604
SMa1413,noHit
SMa1414,OV14_b0605
SMa1415,OV14_b0606
SMa1417,tdh
SMa1418,OV14_b0608
SMa1421,OV14_b0609
SMa1424,OV14_b0610
SMa1427,OV14_b0611
SMa1428,OV14_b0612
SMa1430,noHit
SMa1431,noHit
SMa1434,noHit
SMa1435,noHit
SMa1437,noHit
SMa1438,noHit
SMa1440,OV14_b0967
SMa1442,OV14_b0364
SMa1445,noHit
SMa1447,noHit
SMa1450,OV14_0462
SMa1452,OV14_a0987
SMa1454,noHit
SMa1455,noHit
SMa1456,noHit
SMa1459,noHit
SMa1461,noHit
SMa1462,noHit
SMa1465,noHit
SMa1466,noHit
SMa1467,noHit
SMa1471,noHit
SMa1473,noHit
SMa1476,noHit
SMa1478,OV14_3915
SMa1480,noHit
SMa1483,OV14_4043
SMa1485,OV14_b1019
SMa1487,noHit
SMa1488,OV14_b1022
SMa1491,OV14_b1023
SMa1493,OV14_b1024
SMa1494,noHit
SMa1495,noHit
gst12,noHit
SMa1500,noHit
SMa1501,noHit
SMa1503,noHit
SMa1505,noHit
SMa1507,noHit
SMa1509,noHit
SMa1513,noHit
SMa1514,noHit
SMa1515,OV14_b0462
nuoH2,nuoH1
nuoI2,nuoI2
SMa1521,OV14_b1480
nuoG2,nuoG1
nuoF2,nuoF1
nuoE2,nuoE1
nuoD2,nuoD1
nuoC2,nuoC1
nuoB2,nuoB1
nuoA2,nuoA1
nuoN2,nuoN1
nuoM2,nuoM3
SMa1538,nuoM2
SMa1539,noHit
SMa1541,OV14_b1494
nuoK2,OV14_b1495
nuoJ2,OV14_b1496
pcm,OV14_a1010
SMa1548,noHit
SMa1550,noHit
SMa1552,noHit
SMa1554,noHit
mcpS,noHit
SMa1558,noHit
cheB2,noHit
SMa1562,noHit
SMa1564,noHit
cpaF2,noHit
pilA2,noHit
SMa1572,noHit
cpaE2,noHit
cpaB2,noHit
cpaA2,noHit
SMa1579,noHit
SMa1580,noHit
SMa1582,OV14_3718
cyaF5,OV14_1642
SMa1585,noHit
syrB2,noHit
eglC,exsH
SMa1589,noHit
cyaI3,noHit
SMa1592,noHit
SMa1593,noHit
SMa1594,noHit
SMa1595,noHit
SMa1597,noHit
SMa1600,noHit
SMa1602,noHit
SMa1604,noHit
SMa1606,noHit
SMa1608,noHit
SMa1610,noHit
SMa1612,noHit
SMa1613,noHit
SMa1614,noHit
SMa1615,noHit
SMa1617,OV14_a0799
SMa1619,OV14_a0800
SMa1620,OV14_b1183
SMa1623,noHit
SMa1625,noHit
SMa1626,noHit
SMa1629,OV14_b0950
SMa1630,noHit
SMa1632,OV14_b0187
SMa1635,noHit
SMa1636,noHit
SMa1637,noHit
SMa1639,noHit
SMa1641,noHit
SMa1643,noHit
SMa1644,noHit
SMa1646,OV14_b0286
SMa1647,OV14_b0287
SMa1649,OV14_b0288
SMa1650,OV14_b0289
SMa1651,OV14_b0290
SMa1652,OV14_a1185
SMa1653,noHit
SMa1654,noHit
SMa1657,noHit
SMa1658,noHit
SMa1660,noHit
SMa1662,noHit
SMa1664,noHit
SMa1666,noHit
arcD1,noHit
arcD2,noHit
arcA2,noHit
SMa1672,noHit
SMa1674,noHit
SMa1675,noHit
SMa1676,noHit
SMa1677,OV14_3299
SMa1678,noHit
SMa1680,noHit
SMa1682,noHit
SMa1683,betC
SMa1684,OV14_b0390
SMa1686,noHit
SMa1688,noHit
SMa1691,noHit
SMa1696,noHit
SMa1697,noHit
syrB1,noHit
SMa1700,noHit
SMa1702,noHit
SMa1704,noHit
SMa1705,noHit
SMa1706,noHit
SMa1711,noHit
adeC3,adeC
SMa1717,OV14_a0123
adeC4,adeC
SMa1720,OV14_a0125
SMa1724,OV14_a1622
SMa1725,noHit
SMa1726,OV14_1918
SMa1727,noHit
proX,noHit
betB2,noHit
SMa1732,noHit
SMa1734,noHit
SMa1735,noHit
SMa1736,noHit
SMa1737,noHit
SMa1740,noHit
SMa1741,OV14_b0178
SMa1742,noHit
SMa1745,noHit
SMa1746,noHit
SMa1747,noHit
SMa1749,noHit
SMa1750,noHit
SMa1751,OV14_a1040
SMa1753,OV14_a1041
SMa1754,OV14_a1042
SMa1755,OV14_a1043
SMa1757,OV14_a1045
SMa1759,OV14_a1046
SMa1760,OV14_a1047
SMa1761,OV14_a1048
SMa1765,noHit
SMa1766,noHit
SMa1767,noHit
SMa1769,OV14_b0566
SMa1770,noHit
SMa1776,noHit
SMa1779,noHit
SMa1780,noHit
SMa1782,noHit
SMa1783,noHit
SMa1784,noHit
SMa1787,noHit
cyaI4,noHit
SMa1793,noHit
SMa1797,noHit
kup2,noHit
SMa1799,noHit
SMa1801,noHit
SMa1803,noHit
SMa1808,noHit
SMa1809,cpo1
SMa1811,OV14_b1086
SMa1814,OV14_b0011
SMa1817,OV14_b0012
SMa1819,noHit
SMa1820,OV14_b0015
SMa1821,OV14_b0016
SMa1822,OV14_b0017
SMa1823,OV14_b0018
SMa1825,OV14_b0019
SMa1828,noHit
SMa1831,noHit
SMa1832,noHit
SMa1833,noHit
SMa1835,noHit
argE,noHit
SMa1838,OV14_a1914
SMa1840,noHit
SMa1844,noHit
SMa1846,noHit
gabD5,noHit
SMa1850,noHit
SMa1851,noHit
SMa1853,noHit
SMa1855,noHit
SMa1857,noHit
SMa1860,noHit
SMa1862,noHit
SMa1863,noHit
SMa1864,noHit
SMa1867,noHit
SMa1869,noHit
SMa1871,noHit
SMa1872,OV14_3447
SMa1874,noHit
SMa1875,noHit
SMa1878,noHit
SMa1881,noHit
SMa1882,noHit
SMa1884,OV14_b0981
SMa1885,OV14_b0982
SMa1887,OV14_b0983
SMa1890,noHit
SMa1891,noHit
SMa1893,OV14_b0126
SMa1894,msrB1
msrA3,msrA1
SMa1898,OV14_b0127
SMa1900,noHit
SMa1902,noHit
SMa1903,noHit
mrcB,OV14_b0704
SMa1907,noHit
SMa1910,noHit
SMa1913,noHit
SMa1916,noHit
SMa1917,noHit
SMa1918,noHit
SMa1919,noHit
SMa1921,noHit
SMa1924,OV14_b0861
SMa1927,OV14_0267
SMa1929,noHit
SMa1933,noHit
wrbA3,OV14_1949
SMa1937,noHit
SMa1939,OV14_b1286
SMa1943,noHit
SMa1945,noHit
SMa1948,noHit
SMa1951,noHit
SMa1952,noHit
SMa1953,noHit
SMa1954,OV14_3722
SMa1956,noHit
SMa1957,noHit
SMa1959,noHit
SMa1960,OV14_3266
SMa1961,OV14_b0701
SMa1963,OV14_1144
SMa1965,noHit
SMa1966,OV14_a1305
SMa1967,noHit
SMa1968,noHit
SMa1969,noHit
SMa1971,noHit
SMa1973,noHit
SMa1974,noHit
SMa1976,noHit
SMa1978,noHit
SMa1979,noHit
SMa1985,noHit
SMa1987,OV14_2884
SMa1990,noHit
SMa1993,noHit
SMa1995,noHit
SMa1996,noHit
SMa1998,noHit
SMa2000,noHit
SMa2002,noHit
SMa2004,noHit
SMa2008,noHit
SMa2009,noHit
SMa2011,noHit
SMa2012,noHit
SMa2014,noHit
SMa2015,noHit
SMa2019,noHit
SMa2020,OV14_3271
SMa2023,noHit
SMa2025,noHit
SMa2027,OV14_b0663
SMa2029,OV14_b0665
SMa2031,noHit
SMa2032,noHit
SMa2033,OV14_b0940
SMa2034,noHit
SMa2037,noHit
SMa2041,noHit
SMa2043,noHit
SMa2045,noHit
SMa2047,noHit
SMa2049,noHit
SMa2051,noHit
SMa2053,noHit
SMa2055,noHit
SMa2057,noHit
SMa2059,noHit
SMa2061,noHit
SMa2063,noHit
SMa2065,noHit
cysA1,OV14_a0845
cysP1,noHit
SMa2071,noHit
SMa2073,noHit
SMa2075,OV14_b0770
SMa2077,mocA
SMa2079,OV14_b0774
SMa2081,OV14_b0775
SMa2083,dppC
SMa2085,OV14_b0777
SMa2087,noHit
SMa2089,noHit
SMa2091,OV14_b0779
SMa2093,noHit
SMa2095,noHit
SMa2097,noHit
SMa2099,noHit
SMa2101,noHit
SMa2103,OV14_b0561
SMa2105,noHit
SMa2107,OV14_a0214
SMa2109,noHit
SMa2111,noHit
adhC2,noHit
gst13,noHit
SMa2117,noHit
SMa2119,noHit
SMa2121,noHit
SMa2123,noHit
SMa2125,noHit
SMa2127,noHit
SMa2129,noHit
SMa2131,noHit
SMa2133,noHit
glyA2,noHit
SMa2137,noHit
sgaA,noHit
purU3,purU1
metF,noHit
SMa2145,noHit
SMa2147,noHit
SMa2151,noHit
SMa2157,noHit
SMa2159,noHit
SMa2163,noHit
SMa2165,noHit
SMa2167,noHit
SMa2169,noHit
SMa2171,OV14_b1168
SMa2175,noHit
SMa2187,noHit
SMa2189,noHit
SMa2191,noHit
SMa2193,noHit
SMa2195,noHit
SMa2197,noHit
SMa2199,noHit
SMa2201,noHit
SMa2203,OV14_b0587
SMa2205,noHit
SMa2207,noHit
SMa2209,noHit
SMa2211,noHit
SMa2213,OV14_b0283
SMa2215,noHit
SMa2217,noHit
SMa2219,noHit
SMa2221,noHit
SMa2223,noHit
SMa2225,ooxA
SMa2227,noHit
SMa2229,noHit
SMa2231,noHit
SMa2233,noHit
SMa2235,noHit
SMa2237,noHit
SMa2239,noHit
SMa2241,noHit
SMa2243,noHit
SMa2245,noHit
SMa2249,OV14_b1053
SMa2251,OV14_b1306
SMa2253,noHit
SMa2255,noHit
SMa2257,OV14_b1069
SMa2259,OV14_a1612
SMa2263,noHit
SMa2265,noHit
SMa2267,noHit
SMa2269,noHit
SMa2273,noHit
SMa2275,noHit
SMa2279,noHit
SMa2281,noHit
SMa2285,noHit
SMa2287,OV14_3273
SMa2289,OV14_3274
SMa2291,OV14_3275
SMa2293,OV14_a0173
mrcA2,noHit
SMa2295,ftsI
SMa2297,noHit
SMa2299,noHit
SMa2301,noHit
SMa2303,noHit
SMa2305,OV14_a1752
SMa2307,OV14_a1751
SMa2309,OV14_a1750
SMa2311,noHit
SMa2313,noHit
SMa2315,noHit
SMa2317,noHit
gst14,OV14_b0122
uvrD2,uvrD1
SMa2323,noHit
SMa2325,kdpE
SMa2327,OV14_1417
kdpC,kdpC
kdpB,kdpB
kdpA,kdpA
SMa2335,noHit
rhtX,noHit
rhbA,noHit
rhbB,noHit
rhbC,noHit
rhbD,noHit
rhbE,noHit
rhbF,noHit
rhrA,noHit
rhtA,noHit
SMa2339,noHit
SMa2341,noHit
SMa2343,OV14_a1852
SMa2347,noHit
SMa2349,noHit
SMa2351,noHit
SMa2353,noHit
SMa2355,dinP
cyaO,OV14_2457
SMa2359,noHit
SMa2361,OV14_a1035
SMa2363,noHit
SMa2365,OV14_a1036
SMa2367,OV14_a1037
SMa2369,OV14_a1038
codA,codA1
SMa2373,noHit
SMa2375,noHit
SMa2377,noHit
katB,OV14_b0543
SMa2381,noHit
SMa2383,qor
SMa2385,OV14_1266
SMa2387,noHit
SMa2389,OV14_a1375
repC2,repC
repB2,repB1
repA2,repA1
SMa5000,noHit
SMa5014,noHit
