SMc02793,blr0637
napB,napB
napA,napA
napD,napD
napF,noHit
napE,napE
azu1,noHit
nnrR,nnrR
nirV,blr7090
nirK,nirK
nnrS,bll7083
SMa1253,noHit
SMa1255,noHit
SMa1256,noHit
SMa1259,noHit
SMa1261,noHit
SMa1262,noHit
SMa1264,noHit
hemN,hemN
norD,norD
norQ,norQ
norB,norB
norC,norC
norE,norE
nnrU,noHit
SMa1285,blr7630
SMa1288,blr7629
SMa1289,bll7628
SMa1291,bll7627
SMa1292,bll7626
SMa1294,noHit
adhA1,bll5655
SMa1297,noHit
SMa1299,blr2577
SMa1301,blr2578
virB11,noHit
virB10,noHit
virB9,noHit
virB8,noHit
virB7,noHit
virB6,noHit
virB5,noHit
virB4,noHit
virB3,noHit
virB2,noHit
virB1,noHit
SMa1322,noHit
rctA,noHit
SMa1325,noHit
SMa1326,noHit
SMa1327,bll2884
SMa1328,blr4832
SMa1329,bll4510
SMa1331,noHit
SMa1332,bll3381
SMa1334,noHit
SMa1337,blr3566
SMa1339,blr3567
SMa1341,blr3568
SMa1344,noHit
SMa1345,blr3570
SMa1347,blr3173
SMa1349,noHit
SMa1351,blr6699
SMa1353,noHit
SMa1354,noHit
SMa1355,noHit
SMa1356,noHit
SMa1358,blr0519
SMa1361,noHit
SMa1362,noHit
SMa1363,noHit
SMa1364,noHit
SMa1365,noHit
SMa1367,blr8120
SMa1368,noHit
SMa1370,blr1357
SMa1371,blr1356
SMa1374,noHit
SMa1373,noHit
SMa1375,noHit
SMa1377,noHit
SMa1379,noHit
SMa1381,noHit
SMa1386,noHit
SMa1387,noHit
etfA2,noHit
etfB2,noHit
SMa1394,noHit
SMa1397,noHit
SMa1398,noHit
SMa1400,bll3299
SMa1403,blr1124
ttuD3,noHit
SMa1408,noHit
SMa1409,noHit
SMa1410,noHit
SMa1413,noHit
SMa1414,noHit
SMa1415,noHit
SMa1417,noHit
SMa1418,noHit
SMa1421,noHit
SMa1424,noHit
SMa1427,noHit
SMa1428,noHit
SMa1430,noHit
SMa1431,noHit
SMa1434,bll1209
SMa1435,noHit
SMa1437,noHit
SMa1438,noHit
SMa1440,blr5871
SMa1442,noHit
SMa1445,noHit
SMa1447,noHit
SMa1450,bll3949
SMa1452,blr7846
SMa1454,bll4418
SMa1455,noHit
SMa1456,noHit
SMa1459,noHit
SMa1461,noHit
SMa1462,noHit
SMa1465,noHit
SMa1466,noHit
SMa1467,noHit
SMa1471,noHit
SMa1473,noHit
SMa1476,noHit
SMa1478,noHit
SMa1480,noHit
SMa1483,noHit
SMa1485,noHit
SMa1487,cyc1
SMa1488,noHit
SMa1491,bll1531
SMa1493,bll6530
SMa1494,noHit
SMa1495,noHit
gst12,noHit
SMa1500,noHit
SMa1501,noHit
SMa1503,noHit
SMa1505,noHit
SMa1507,noHit
SMa1509,noHit
SMa1513,noHit
SMa1514,noHit
SMa1515,noHit
nuoH2,noHit
nuoI2,noHit
SMa1521,noHit
nuoG2,noHit
nuoF2,noHit
nuoE2,noHit
nuoD2,noHit
nuoC2,noHit
nuoB2,noHit
nuoA2,noHit
nuoN2,noHit
nuoM2,noHit
SMa1538,noHit
SMa1539,noHit
SMa1541,noHit
nuoK2,noHit
nuoJ2,noHit
pcm,bll5351
SMa1548,bll0955
SMa1550,noHit
SMa1552,noHit
SMa1554,noHit
mcpS,noHit
SMa1558,noHit
cheB2,noHit
SMa1562,noHit
SMa1564,noHit
cpaF2,ctpG
pilA2,ctpA
SMa1572,blr3499
cpaE2,noHit
cpaB2,noHit
cpaA2,ctpB
SMa1579,noHit
SMa1580,blr1444
SMa1582,blr8169
cyaF5,bll7664
SMa1585,bll5088
syrB2,noHit
eglC,noHit
SMa1589,noHit
cyaI3,blr2238
SMa1592,noHit
SMa1593,noHit
SMa1594,noHit
SMa1595,noHit
SMa1597,noHit
SMa1600,noHit
SMa1602,blr6181
SMa1604,bll6180
SMa1606,noHit
SMa1608,noHit
SMa1610,noHit
SMa1612,noHit
SMa1613,noHit
SMa1614,noHit
SMa1615,noHit
SMa1617,bll2138
SMa1619,bll2137
SMa1620,noHit
SMa1623,noHit
SMa1625,bll2504
SMa1626,noHit
SMa1629,noHit
SMa1630,noHit
SMa1632,noHit
SMa1635,noHit
SMa1636,noHit
SMa1637,noHit
SMa1639,bsr0701
SMa1641,noHit
SMa1643,noHit
SMa1644,noHit
SMa1646,noHit
SMa1647,noHit
SMa1649,noHit
SMa1650,noHit
SMa1651,noHit
SMa1652,noHit
SMa1653,blr3331
SMa1654,bll5572
SMa1657,noHit
SMa1658,noHit
SMa1660,bll0009
SMa1662,noHit
SMa1664,noHit
SMa1666,noHit
arcD1,noHit
arcD2,bll7311
arcA2,bll7310
SMa1672,blr7321
SMa1674,noHit
SMa1675,blr7327
SMa1676,noHit
SMa1677,bll5570
SMa1678,noHit
SMa1680,bll2660
SMa1682,bll4740
SMa1683,noHit
SMa1684,noHit
SMa1686,noHit
SMa1688,blr3468
SMa1691,noHit
SMa1696,blr8039
SMa1697,noHit
syrB1,noHit
SMa1700,noHit
SMa1702,noHit
SMa1704,bll5714
SMa1705,noHit
SMa1706,noHit
SMa1711,noHit
adeC3,blr3165
SMa1717,noHit
adeC4,noHit
SMa1720,noHit
SMa1724,blr5631
SMa1725,noHit
SMa1726,noHit
SMa1727,noHit
proX,noHit
betB2,noHit
SMa1732,bll7906
SMa1734,bll7907
SMa1735,noHit
SMa1736,noHit
SMa1737,noHit
SMa1740,noHit
SMa1741,noHit
SMa1742,noHit
SMa1745,noHit
SMa1746,noHit
SMa1747,noHit
SMa1749,noHit
SMa1750,noHit
SMa1751,blr6647
SMa1753,blr6646
SMa1754,blr6644
SMa1755,blr6645
SMa1757,fixR
SMa1759,noHit
SMa1760,noHit
SMa1761,noHit
SMa1765,bll8024
SMa1766,bsl8023
SMa1767,noHit
SMa1769,noHit
SMa1770,noHit
SMa1776,noHit
SMa1779,noHit
SMa1780,noHit
SMa1782,noHit
SMa1783,noHit
SMa1784,noHit
SMa1787,noHit
cyaI4,noHit
SMa1793,blr1513
SMa1797,noHit
kup2,noHit
SMa1799,noHit
SMa1801,noHit
SMa1803,noHit
SMa1808,noHit
SMa1809,noHit
SMa1811,blr6966
SMa1814,blr6967
SMa1817,bll6956
SMa1819,bll6957
SMa1820,bsl6958
SMa1821,noHit
SMa1822,noHit
SMa1823,bll6962
SMa1825,noHit
SMa1828,noHit
SMa1831,noHit
SMa1832,noHit
SMa1833,blr6566
SMa1835,noHit
argE,blr5449
SMa1838,bll6710
SMa1840,noHit
SMa1844,noHit
SMa1846,blr6570
gabD5,noHit
SMa1850,noHit
SMa1851,noHit
SMa1853,noHit
SMa1855,noHit
SMa1857,hadL
SMa1860,noHit
SMa1862,noHit
SMa1863,noHit
SMa1864,noHit
SMa1867,noHit
SMa1869,noHit
SMa1871,noHit
SMa1872,bll4731
SMa1874,noHit
SMa1875,blr1915
SMa1878,noHit
SMa1881,noHit
SMa1882,noHit
SMa1884,blr2423
SMa1885,blr2422
SMa1887,blr3952
SMa1890,noHit
SMa1891,noHit
SMa1893,noHit
SMa1894,noHit
msrA3,bll6260
SMa1898,bll2902
SMa1900,noHit
SMa1902,noHit
SMa1903,noHit
mrcB,noHit
SMa1907,noHit
SMa1910,bsr7184
SMa1913,noHit
SMa1916,noHit
SMa1917,noHit
SMa1918,bsl0170
SMa1919,bsl5165
SMa1921,noHit
SMa1924,noHit
SMa1927,blr0844
SMa1929,noHit
SMa1933,noHit
wrbA3,noHit
SMa1937,noHit
SMa1939,blr6103
SMa1943,noHit
SMa1945,noHit
SMa1948,blr5554
SMa1951,noHit
SMa1952,noHit
SMa1953,noHit
SMa1954,noHit
SMa1956,blr5497
SMa1957,noHit
SMa1959,noHit
SMa1960,blr5109
SMa1961,blr0899
SMa1963,noHit
SMa1965,noHit
SMa1966,noHit
SMa1967,noHit
SMa1968,noHit
SMa1969,noHit
SMa1971,noHit
SMa1973,noHit
SMa1974,noHit
SMa1976,blr4379
SMa1978,noHit
SMa1979,bll1150
SMa1985,noHit
SMa1987,noHit
SMa1990,noHit
SMa1993,noHit
SMa1995,noHit
SMa1996,noHit
SMa1998,noHit
SMa2000,noHit
SMa2002,noHit
SMa2004,noHit
SMa2008,noHit
SMa2009,noHit
SMa2011,noHit
SMa2012,noHit
SMa2014,noHit
SMa2015,noHit
SMa2019,noHit
SMa2020,noHit
SMa2023,bll0272
SMa2025,noHit
SMa2027,blr2274
SMa2029,noHit
SMa2031,noHit
SMa2032,noHit
SMa2033,noHit
SMa2034,noHit
SMa2037,noHit
SMa2041,cutM
SMa2043,noHit
SMa2045,noHit
SMa2047,noHit
SMa2049,noHit
SMa2051,noHit
SMa2053,noHit
SMa2055,noHit
SMa2057,noHit
SMa2059,noHit
SMa2061,blr2177
SMa2063,noHit
SMa2065,noHit
cysA1,blr1485
cysP1,noHit
SMa2071,bsl2407
SMa2073,noHit
SMa2075,bll1212
SMa2077,bll1295
SMa2079,noHit
SMa2081,blr3344
SMa2083,bll1210
SMa2085,bll1211
SMa2087,noHit
SMa2089,noHit
SMa2091,acd
SMa2093,noHit
SMa2095,noHit
SMa2097,noHit
SMa2099,bll5835
SMa2101,noHit
SMa2103,blr7257
SMa2105,noHit
SMa2107,noHit
SMa2109,noHit
SMa2111,noHit
adhC2,noHit
gst13,noHit
SMa2117,noHit
SMa2119,noHit
SMa2121,noHit
SMa2123,noHit
SMa2125,noHit
SMa2127,noHit
SMa2129,noHit
SMa2131,noHit
SMa2133,noHit
glyA2,glyA
SMa2137,noHit
sgaA,bll6039
purU3,noHit
metF,noHit
SMa2145,noHit
SMa2147,noHit
SMa2151,noHit
SMa2157,noHit
SMa2159,noHit
SMa2163,noHit
SMa2165,noHit
SMa2167,noHit
SMa2169,noHit
SMa2171,noHit
SMa2175,noHit
SMa2187,noHit
SMa2189,noHit
SMa2191,noHit
SMa2193,noHit
SMa2195,noHit
SMa2197,noHit
SMa2199,noHit
SMa2201,noHit
SMa2203,bll3243
SMa2205,noHit
SMa2207,noHit
SMa2209,noHit
SMa2211,noHit
SMa2213,bll7607
SMa2215,noHit
SMa2217,noHit
SMa2219,noHit
SMa2221,bll6811
SMa2223,bll7193
SMa2225,ooxA
SMa2227,noHit
SMa2229,noHit
SMa2231,noHit
SMa2233,noHit
SMa2235,noHit
SMa2237,noHit
SMa2239,noHit
SMa2241,noHit
SMa2243,noHit
SMa2245,noHit
SMa2249,noHit
SMa2251,noHit
SMa2253,noHit
SMa2255,noHit
SMa2257,noHit
SMa2259,noHit
SMa2263,noHit
SMa2265,noHit
SMa2267,noHit
SMa2269,noHit
SMa2273,noHit
SMa2275,noHit
SMa2279,noHit
SMa2281,noHit
SMa2285,noHit
SMa2287,noHit
SMa2289,noHit
SMa2291,noHit
SMa2293,noHit
mrcA2,noHit
SMa2295,noHit
SMa2297,noHit
SMa2299,noHit
SMa2301,noHit
SMa2303,noHit
SMa2305,noHit
SMa2307,noHit
SMa2309,noHit
SMa2311,noHit
SMa2313,noHit
SMa2315,noHit
SMa2317,noHit
gst14,blr6664
uvrD2,uvrD
SMa2323,noHit
SMa2325,bll6775
SMa2327,bll6776
kdpC,kdpC
kdpB,kdpB
kdpA,kdpA
SMa2335,noHit
rhtX,noHit
rhbA,noHit
rhbB,noHit
rhbC,noHit
rhbD,noHit
rhbE,blr2131
rhbF,noHit
rhrA,noHit
rhtA,noHit
SMa2339,noHit
SMa2341,noHit
SMa2343,blr4790
SMa2347,blr7975
SMa2349,noHit
SMa2351,noHit
SMa2353,noHit
SMa2355,dinP
cyaO,noHit
SMa2359,noHit
SMa2361,noHit
SMa2363,amiC
SMa2365,noHit
SMa2367,noHit
SMa2369,noHit
codA,bll7276
SMa2373,noHit
SMa2375,noHit
SMa2377,noHit
katB,blr0778
SMa2381,noHit
SMa2383,noHit
SMa2385,bll7188
SMa2387,noHit
SMa2389,ohr
repC2,noHit
repB2,noHit
repA2,noHit
SMa5000,noHit
SMa5014,noHit
SMa5015,noHit
SMa5001,noHit
SMa5002,blr3761
SMa5016,noHit
SMa5017,noHit
SMa5018,noHit
SMa5019,noHit
SMa5020,noHit
SMa5021,noHit
SMa5022,noHit
SMa5023,noHit
SMa5024,noHit
SMa5025,noHit
SMa5026,noHit
SMa5027,noHit
SMa5003,noHit
SMa5028,noHit
SMa5036,noHit
SMa5004,noHit
SMa5029,noHit
SMa5005,noHit
SMa5006,noHit
SMa5007,noHit
SMa5030,noHit
SMa5008,noHit
SMa5031,soxA
SMa5009,blr6531
SMa5038,noHit
SMa5010,noHit
SMa5033,noHit
SMa5032,noHit
SMa5011,bll3376
SMa5035,noHit
SMa5012,noHit
SMa5013,noHit
SMa5034,noHit
