SMc02793,RHE_CH00001
TRm2011-2b-1,noHit
TRm2011-2a,noHit
SM_b20784,RHE_CH03449
SM_b20785,RHE_CH03448
SM_b20786,RHE_CH03447
SM_b20787,RHE_CH03446
SM_b20568,RHE_CH03445
SM_b20569,RHE_PC00166
SM_b20570,RHE_PC00167
SM_b20571,RHE_PC00168
SM_b21691,RHE_PC00169
SM_b20573,RHE_PC00012
SM_b20574,RHE_PE00008
pcaB,pcaB
pcaG,pcaG
pcaH,pcaH
pcaC,pcaCe
pcaD,pcaD
pcaQ,pcaQ
SM_b20581,RHE_PC00215
SM_b20582,noHit
pobA,pobA
SM_b20584,RHE_CH03435
ggt,ggt2
pcaR,RHE_PE00200
pcaI,noHit
pcaJ,noHit
pcaF,pcaF
SM_b20590,RHE_CH02378
SM_b20591,noHit
rpoE8,RHE_PF00422
SM_b20593,RHE_PF00420
amcY,RHE_PF00421
ftsK2,ftsK1
SM_b20596,noHit
SM_b20597,RHE_CH03665
repA3,repAa1
repB3,repBe
SM_b20600,noHit
SM_b21707,RHE_CH03312
SM_b20602,RHE_CH03314
SM_b20603,RHE_CH03315
SM_b20604,RHE_CH03316
SM_b20605,RHE_CH03317
SM_b20606,noHit
SM_b20607,RHE_CH01075
SM_b20608,RHE_CH01076
SM_b20609,noHit
SM_b20610,RHE_CH03320
dctA,dctA
dctB,dctB
dctD,dctD
SM_b20614,noHit
thiC,thiC
thiO,thiO
thiG,thiG
thiE,thiEb
SM_b20619,noHit
SM_b20620,RHE_PB00122
SM_b20621,RHE_PB00124
SM_b20622,RHE_PB00123
SM_b20623,noHit
SM_b20624,noHit
SM_b20625,RHE_CH03154
SM_b20626,RHE_CH03153
SM_b20627,noHit
SM_b20628,noHit
SM_b20629,noHit
SM_b20630,RHE_CH03840
SM_b20631,RHE_CH03841
SM_b20632,RHE_CH03842
SM_b20633,RHE_CH03843
SM_b20634,RHE_CH03844
SM_b21706,RHE_CH03845
TRm19,noHit
SM_b21630,noHit
nspC,noHit
SM_b21632,noHit
paaG,noHit
SM_b21634,noHit
paaZ,noHit
paaE,noHit
paaD,noHit
paaC,noHit
paaB,noHit
paaA,noHit
paaX,noHit
SM_b21642,noHit
agaL2,agaL2
agpD,RHE_PE00093
agpC,RHE_PE00092
agpB,RHE_PE00091
agpA,agpA
melA,agaL1
agpT,RHE_PE00088
lacR,noHit
SM_b21651,stdB
SM_b22003,noHit
SM_b22004,noHit
SM_b22005,RHE_CH01207
SM_b22002,noHit
SM_b22001,RHE_PF00059
SM_b22020,noHit
SM_b22021,noHit
SM_b22022,noHit
SM_b22019,noHit
SM_b22006,noHit
SM_b22007,noHit
SM_b22008,noHit
SM_b22009,noHit
SM_b22010,noHit
SM_b22011,noHit
SM_b22012,noHit
SM_b22025,RHE_CH00156
SM_b22013,noHit
groES5,groESch2
SM_b22014,RHE_PF00224
SM_b22015,noHit
cyoD,cyoD
SM_b22016,noHit
SM_b22017,noHit
SM_b22018,noHit
SMc05001,noHit
SMc05002,noHit
SMc05003,noHit
SMc05004,noHit
SMc05005,noHit
SMc05006,noHit
SMc05007,noHit
ecnA,noHit
SMc05008,noHit
SMc05010,noHit
SMc05011,noHit
SMc05012,noHit
SMc05013,noHit
SMc05014,noHit
SMc05015,noHit
SMc05016,noHit
SMc05017,noHit
SMc05018,noHit
SMc05019,noHit
fdoG,noHit
fdoH,noHit
fdoI,noHit
fdhE,noHit
selA,noHit
SMa0013,noHit
selB,noHit
SMa0017,noHit
SMa0018,noHit
SMa0020,noHit
SMa0021,noHit
SMa0025,noHit
SMa0026,noHit
selD,noHit
SMa0031,noHit
SMa0034,noHit
SMa0036,RHE_PB00012
SMa0039,noHit
SMa0041,noHit
SMa0044,RHE_CH02662
cah,noHit
SMa0050,noHit
SMa0052,noHit
SMa0056,noHit
SMa0058,RHE_CH02902
SMa0059,noHit
SMa0060,noHit
SMa0062,noHit
SMa0063,noHit
SMa0064,noHit
SMa0065,noHit
SMa0067,noHit
SMa0070,RHE_CH02360
SMa0072,noHit
SMa0074,noHit
SMa0077,RHE_CH03692
SMa0078,noHit
SMa0079,RHE_CH02295
SMa0081,RHE_CH02294
SMa0082,RHE_PF00162
SMa0083,RHE_CH02292
SMa0085,noHit
SMa0087,RHE_PC00150
SMa0089,RHE_CH00602
SMa0091,noHit
SMa0093,noHit
SMa0095,noHit
SMa0097,noHit
SMa0101,noHit
SMa0104,noHit
SMa0105,noHit
SMa0106,noHit
SMa0108,noHit
SMa0110,noHit
SMa0112,RHE_PF00023
SMa0113,noHit
SMa0114,RHE_CH01535
SMa0116,RHE_PB00097
SMa0117,RHE_PB00098
SMa0118,RHE_PE00171
SMa0121,noHit
SMa0123,RHE_CH01272
groEL3,groELch3
groES3,groESch3
cspA8,RHE_PF00130
SMa0128,RHE_PF00131
SMa0130,RHE_PF00132
SMa0132,RHE_PF00133
SMa0134,noHit
SMa0136,noHit
SMa0137,RHE_PC00117
SMa0139,noHit
SMa0142,noHit
rpoE6,rpoE1
SMa0144,noHit
SMa0146,noHit
SMa0148,noHit
SMa0149,greB
SMa0150,matB
SMa0151,noHit
SMa0155,noHit
SMa0157,noHit
SMa0160,matR
SMa0162,noHit
pilQ2,pilQ
SMa0164,noHit
SMa0166,RHE_PE00318
SMa0168,noHit
SMa0169,RHE_PC00054
SMa0171,RHE_CH01073
SMa0172,RHE_PC00203
SMa0175,noHit
SMa0179,noHit
SMa0180,noHit
cspA7,noHit
SMa0185,noHit
SMa0187,noHit
SMa0189,noHit
SMa0190,noHit
SMa0191,noHit
SMa0193,noHit
SMa0196,RHE_PF00485
SMa0197,RHE_PF00484
SMa0198,RHE_PF00483
SMa0199,RHE_PF00482
SMa0203,RHE_PF00481
SMa0204,RHE_PF00480
SMa0206,RHE_PF00479
SMa0209,RHE_PD00014
SMa0210,noHit
SMa0211,noHit
kduI,noHit
SMa0216,RHE_CH02359
SMa0217,noHit
SMa0218,RHE_CH02361
SMa0220,noHit
SMa0222,RHE_PB00005
SMa0223,noHit
SMa0224,noHit
SMa0226,noHit
gdhA,noHit
SMa0229,noHit
SMa0232,noHit
otsA,otsAch
SMa0235,RHE_CH03347
SMa0237,noHit
SMa0241,noHit
SMa0244,noHit
SMa0246,noHit
SMa0247,RHE_PB00156
SMa0249,noHit
SMa0250,noHit
SMa0252,noHit
SMa0254,RHE_CH03073
SMa0255,RHE_PE00402
SMa0257,noHit
SMa0259,RHE_PF00363
gabD3,gabDf2
SMa0263,RHE_PF00365
SMa0265,RHE_PF00366
SMa0267,RHE_PF00367
SMa0270,noHit
SMa0271,noHit
SMa0273,noHit
SMa0275,RHE_PF00368
SMa0277,RHE_CH01058
SMa0279,noHit
SMa0280,noHit
SMa0281,noHit
SMa0285,noHit
SMa0286,noHit
SMa0287,noHit
SMa0288,noHit
SMa0291,noHit
SMa0293,noHit
SMa0298,noHit
SMa0299,noHit
SMa0300,noHit
SMa0301,noHit
SMa0302,noHit
SMa0303,noHit
SMa0306,noHit
SMa0307,noHit
SMa0308,noHit
SMa0310,noHit
SMa0312,noHit
SMa0314,noHit
SMa0316,noHit
SMa0319,noHit
SMa0320,noHit
SMa0322,noHit
SMa0323,noHit
SMa0325,noHit
SMa0326,RHE_CH00289
SMa0329,noHit
SMa0333,noHit
SMa0335,noHit
SMa0337,noHit
SMa0339,noHit
wrbA2,noHit
SMa0341,noHit
SMa0343,noHit
SMa0346,noHit
SMa0347,noHit
SMa0349,noHit
SMa0352,noHit
SMa0353,RHE_CH01765
SMa0355,noHit
SMa0357,noHit
SMa0359,noHit
SMa0360,noHit
SMa0364,noHit
SMa0367,noHit
SMa0369,noHit
SMa0372,noHit
SMa0374,noHit
SMa0376,noHit
SMa0380,noHit
SMa0383,noHit
SMa0384,noHit
hisC3,noHit
SMa0389,noHit
SMa0391,noHit
SMa0392,noHit
SMa0394,noHit
SMa0396,noHit
hisD2,noHit
SMa0400,noHit
SMa0402,noHit
SMa0403,noHit
SMa0404,noHit
SMa0405,noHit
SMa0407,noHit
SMa0412,noHit
SMa0414,noHit
SMa0417,noHit
SMa0421,noHit
SMa0424,RHE_PE00251
SMa0426,RHE_PE00250
SMa0429,noHit
SMa0431,noHit
SMa0433,noHit
SMa0436,noHit
SMa0444,noHit
SMa0445,noHit
SMa0447,noHit
SMa0448,noHit
SMa0450,noHit
SMa0453,RHE_PB00085
SMa0461,noHit
SMa0462,noHit
cyaI2,noHit
SMa0466,noHit
SMa0467,noHit
SMa0469,noHit
SMa0470,noHit
SMa0471,noHit
SMa0473,RHE_PE00033
SMa0475,noHit
SMa0476,noHit
SMa0478,noHit
SMa0483,noHit
thrC2,noHit
SMa0486,noHit
SMa0489,noHit
SMa0492,RHE_PD00179
SMa0493,noHit
SMa0495,noHit
SMa0496,noHit
SMa0498,noHit
SMa0499,noHit
SMa0501,noHit
SMa0503,noHit
SMa0506,noHit
SMa0508,RHE_PF00159
SMa0510,RHE_PC00143
idnD,idnD
idnO1,idnO
idnK,noHit
SMa0516,RHE_PC00146
SMa0518,noHit
SMa0520,noHit
SMa0522,noHit
SMa0523,noHit
SMa0525,noHit
SMa0526,noHit
SMa0527,noHit
SMa0535,noHit
SMa0537,noHit
SMa0538,noHit
SMa0541,noHit
SMa0543,noHit
SMa0545,noHit
SMa0548,noHit
SMa0551,noHit
SMa0552,noHit
SMa0554,noHit
SMa0557,noHit
SMa0558,noHit
SMa0559,noHit
SMa0561,noHit
SMa0563,noHit
SMa0564,noHit
SMa0567,noHit
cyaF4,noHit
SMa0572,noHit
SMa0574,noHit
SMa0575,noHit
SMa0576,RHE_CH02960
cyaN,RHE_CH02959
nrtC,nrtCf
nrtB,nrtB
nrtA,nrtA
SMa0590,noHit
SMa0591,noHit
SMa0592,noHit
SMa0594,noHit
SMa0599,noHit
SMa0601,noHit
SMa0604,noHit
SMa0606,noHit
SMa0607,noHit
SMa0609,noHit
SMa0610,noHit
fixN3,noHit
fixO3,noHit
fixQ3,noHit
fixP3,noHit
SMa0620,noHit
fixI2,noHit
fixS2,noHit
SMa0625,noHit
SMa0626,noHit
aqpZ2,RHE_PD00339
SMa0629,noHit
SMa0630,noHit
SMa0631,noHit
SMa0633,RHE_CH03497
SMa0636,noHit
SMa0637,noHit
SMa0638,noHit
SMa0639,noHit
SMa0640,noHit
SMa0643,noHit
SMa0645,noHit
SMa0647,noHit
SMa0649,noHit
SMa0656,RHE_PC00097
SMa0657,noHit
SMa0659,noHit
SMa0661,noHit
SMa0662,noHit
SMa0663,noHit
SMa0664,noHit
SMa0665,noHit
SMa0667,noHit
SMa0669,noHit
SMa0670,noHit
SMa0673,noHit
SMa0674,noHit
SMa0675,noHit
SMa0677,noHit
SMa0678,noHit
SMa0680,noHit
SMa0682,noHit
SMa0683,RHE_PD00193
SMa0684,noHit
SMa0687,noHit
SMa0689,noHit
SMa0690,noHit
arcA1,noHit
arcB,noHit
arcC,noHit
SMa0699,noHit
SMa0702,noHit
dgoK2,noHit
SMa0707,noHit
SMa0708,noHit
SMa0709,noHit
SMa0710,noHit
SMa0711,noHit
SMa0713,noHit
SMa0714,noHit
SMa0715,noHit
SMa0717,noHit
SMa0719,noHit
SMa0722,noHit
SMa0723,noHit
SMa0726,noHit
SMa0728,noHit
SMa0731,noHit
SMa0734,noHit
SMa0736,noHit
cspA6,noHit
SMa0739,noHit
SMa0740,noHit
SMa0742,noHit
groEL2,noHit
groES2,noHit
SMa0747,noHit
SMa0748,noHit
SMa0750,noHit
SMa0751,noHit
SMa0752,noHit
SMa0753,noHit
SMa0754,noHit
nodD2,noHit
SMa0758,noHit
SMa0759,noHit
fixT2,noHit
fixK2,noHit
SMa0763,noHit
fixN2,RHE_PD00296
fixO2,noHit
fixQ2,fixQf
fixP2,noHit
SMa0771,noHit
nodL,nodL
noeA,noHit
noeB,noHit
SMa0775,noHit
SMa0776,noHit
SMa0779,noHit
SMa0781,noHit
SMa0783,noHit
SMa0785,noHit
SMa0787,noHit
SMa0789,RHE_PC00021
SMa0791,RHE_PC00022
SMa0792,RHE_PC00023
SMa0793,RHE_PC00024
SMa0794,RHE_PC00025
SMa0796,dhaS
SMa0797,RHE_PC00027
SMa0799,RHE_PC00028
SMa0800,RHE_PC00029
SMa0802,RHE_PC00030
SMa0803,RHE_PC00031
gabD4,noHit
syrB3,noHit
SMa0809,noHit
fixU,noHit
fdxN,RHE_PD00230
nifB,RHE_PD00229
nifA,RHE_PD00228
fixX,RHE_PD00227
fixC,RHE_PD00226
fixB,RHE_PD00225
fixA,RHE_PD00224
SMa0824,noHit
nifH,RHE_PD00308
nifD,RHE_PD00201
nifK,RHE_PD00306
nifE,RHE_PD00199
nifX,RHE_PD00197
SMa0833,RHE_PD00303
fdxB,RHE_PD00302
SMa0835,noHit
syrA,noHit
nodD3,RHE_PD00275
SMa0841,noHit
SMa0846,noHit
SMa0848,noHit
syrM,noHit
SMa0850,noHit
nodH,noHit
nodF,noHit
nodE,noHit
nodG,noHit
nodP1,noHit
nodQ1,noHit
SMa0861,noHit
nodJ,RHE_PD00277
nodI,RHE_PD00278
nodC,RHE_PD00281
nodB,RHE_PD00282
nodA,RHE_PD00310
nodD1,RHE_PD00316
SMa0872,noHit
nifN,RHE_PD00198
nodN,noHit
nolG,noHit
nolF,noHit
nodM,noHit
SMa0882,RHE_PF00147
SMa0883,RHE_PF00148
SMa0886,noHit
SMa0887,noHit
SMa0888,RHE_PF00150
SMa0890,RHE_PF00151
dnaE3,dnaEf
SMa0894,noHit
SMa0896,noHit
SMa0900,noHit
SMa0903,noHit
SMa0905,noHit
SMa0907,RHE_PD00156
SMa0909,noHit
SMa0911,noHit
SMa0914,noHit
SMa0917,noHit
SMa0922,RHE_PD00161
traG,RHE_PD00167
traD,RHE_PD00168
traC,RHE_PD00169
traA1,noHit
SMa0937,noHit
SMa0939,noHit
SMa0940,noHit
SMa0941,noHit
SMa0943,noHit
SMa0945,noHit
SMa0947,noHit
SMa0950,noHit
SMa0951,noHit
SMa0952,noHit
SMa0953,noHit
SMa0955,noHit
SMa0956,noHit
SMa0958,noHit
SMa0959,noHit
SMa0961,noHit
SMa0964,RHE_PF00143
SMa0967,noHit
SMa0969,noHit
SMa0972,noHit
SMa0974,noHit
SMa0976,noHit
SMa0977,RHE_PC00097
ntrR2,noHit
SMa0983,noHit
SMa0985,RHE_CH01336
SMa0988,noHit
SMa0990,noHit
SMa0992,noHit
SMa0995,noHit
SMa0997,noHit
SMa0998,noHit
SMa1001,noHit
SMa1002,noHit
SMa1004,noHit
SMa1005,noHit
SMa1007,noHit
SMa1008,noHit
SMa1009,noHit
SMa1010,noHit
SMa1011,noHit
actP,noHit
hmrR,noHit
SMa1016,noHit
SMa1017,noHit
SMa1018,noHit
SMa1021,RHE_CH02511
SMa1024,RHE_CH02513
SMa1028,noHit
SMa1029,noHit
SMa1030,noHit
SMa1032,noHit
SMa1033,noHit
SMa1036,RHE_CH02517
SMa1037,RHE_CH02518
SMa1038,RHE_CH02519
SMa1041,RHE_CH02520
SMa1043,RHE_CH02521
SMa1045,noHit
cyaE2,noHit
SMa1050,noHit
SMa1052,noHit
SMa1053,noHit
SMa1056,nolRch
SMa1057,RHE_CH02621
SMa1058,noHit
SMa1060,noHit
SMa1062,noHit
SMa1063,noHit
SMa1065,noHit
SMa1067,noHit
SMa1070,RHE_PA00009
SMa1073,RHE_PA00008
SMa1076,RHE_PE00372
nex18,RHE_PE00373
SMa1078,RHE_PE00374
tspO,tspO
SMa1081,noHit
SMa1082,noHit
SMa1084,RHE_CH03442
SMa1086,RHE_PF00490
SMa1087,actP
SMa1089,noHit
SMa1091,noHit
SMa1092,noHit
SMa1093,noHit
SMa1095,noHit
SMa1096,noHit
SMa1097,noHit
SMa1099,noHit
SMa1100,noHit
SMa1101,noHit
cyaP,noHit
SMa1104,noHit
SMa1111,noHit
SMa1113,noHit
SMa1115,noHit
hspC2,noHit
SMa1120,noHit
SMa1122,noHit
SMa1124,noHit
SMa1126,noHit
degP4,RHE_PD00021
SMa1131,noHit
SMa1132,noHit
SMa1134,noHit
SMa1136,noHit
SMa1138,noHit
SMa1139,noHit
SMa1141,fixKf
SMa1142,fixL
SMa1146,noHit
SMa1147,noHit
SMa1149,RHE_PC00113
SMa1151,RHE_PC00112
SMa1153,RHE_PD00022
SMa1154,noHit
SMa1155,noHit
SMa1156,noHit
SMa1158,RHE_PC00109
SMa1159,noHit
SMa1160,noHit
SMa1161,noHit
SMa1162,noHit
SMa1163,noHit
SMa1166,noHit
SMa1168,noHit
SMa1169,RHE_PF00529
SMa1170,noHit
SMa1171,noHit
SMa1172,noHit
SMa1174,noHit
SMa1176,noHit
SMa1178,noHit
nosR,noHit
nosZ,noHit
nosD,noHit
nosF,noHit
nosY,noHit
nosL,noHit
nosX,noHit
fhp,noHit
SMa1192,noHit
nnrS,noHit
SMa1195,noHit
SMa1197,noHit
SMa1198,RHE_PF00512
SMa1200,RHE_PF00511
SMa1201,noHit
SMa1207,RHE_PD00288
fixS1,fixSf
fixI1,fixIf
fixH,fixHf
fixG,fixGf
fixP1,fixPf
fixQ1,noHit
fixO1,fixOf
fixN1,noHit
fixM,noHit
fixK1,noHit
fixT1,noHit
fixJ,noHit
fixL,noHit
SMa1231,noHit
napC,noHit
napB,noHit
napA,noHit
napD,noHit
napF,noHit
napE,noHit
azu1,RHE_PD00298
nnrR,nnrR
nirV,nirV
nirK,nirK
nnrS,RHE_PF00524
SMa1253,noHit
SMa1255,RHE_PF00523
SMa1256,RHE_PF00522
SMa1259,RHE_PF00521
SMa1261,RHE_PF00520
SMa1262,noHit
SMa1264,noHit
hemN,hemNf
norD,norD
norQ,norQ
norB,norB
norC,norC
norE,norE
nnrU,nnrU
SMa1285,noHit
SMa1288,noHit
SMa1289,noHit
SMa1291,noHit
SMa1292,noHit
SMa1294,noHit
adhA1,adhA2
SMa1297,RHE_CH00102
SMa1299,RHE_CH02765
SMa1301,RHE_CH02766
virB11,RHE_PD00153
virB10,RHE_PD00152
virB9,RHE_PD00151
virB8,RHE_PD00150
virB7,RHE_PD00149
virB6,RHE_PD00148
virB5,RHE_PD00147
virB4,RHE_PD00146
virB3,RHE_PD00145
virB2,RHE_PD00144
virB1,RHE_PD00143
SMa1322,RHE_PD00142
rctA,RHE_PD00141
SMa1325,noHit
SMa1326,RHE_CH02579
SMa1327,RHE_PB00109
SMa1328,noHit
SMa1329,RHE_PF00369
SMa1331,RHE_PF00370
SMa1332,RHE_PF00371
SMa1334,RHE_PF00372
SMa1337,RHE_PF00374
SMa1339,RHE_PF00375
SMa1341,RHE_PF00376
SMa1344,RHE_PF00377
SMa1345,RHE_PF00378
SMa1347,RHE_PF00379
SMa1349,RHE_PF00380
SMa1351,RHE_PF00381
SMa1353,RHE_PF00382
SMa1354,RHE_PF00383
SMa1355,RHE_PF00085
SMa1356,noHit
SMa1358,RHE_CH02623
SMa1361,noHit
SMa1362,noHit
SMa1363,noHit
SMa1364,noHit
SMa1365,noHit
SMa1367,noHit
SMa1368,noHit
SMa1370,noHit
SMa1371,noHit
SMa1374,noHit
SMa1373,noHit
SMa1375,noHit
SMa1377,noHit
SMa1379,noHit
SMa1381,noHit
SMa1386,noHit
SMa1387,noHit
etfA2,etfAch
etfB2,etfBch
SMa1394,noHit
SMa1397,noHit
SMa1398,noHit
SMa1400,noHit
SMa1403,RHE_PF00418
ttuD3,noHit
SMa1408,noHit
SMa1409,noHit
SMa1410,noHit
SMa1413,noHit
SMa1414,noHit
SMa1415,noHit
SMa1417,noHit
SMa1418,noHit
SMa1421,noHit
SMa1424,noHit
SMa1427,noHit
SMa1428,noHit
SMa1430,noHit
SMa1431,noHit
SMa1434,noHit
SMa1435,noHit
SMa1437,noHit
SMa1438,noHit
SMa1440,RHE_CH02057
SMa1442,noHit
SMa1445,noHit
SMa1447,noHit
SMa1450,RHE_PC00068
SMa1452,RHE_PC00067
SMa1454,RHE_PC00066
SMa1455,noHit
SMa1456,noHit
SMa1459,noHit
SMa1461,noHit
SMa1462,noHit
SMa1465,noHit
SMa1466,noHit
SMa1467,noHit
SMa1471,noHit
SMa1473,noHit
SMa1476,noHit
SMa1478,noHit
SMa1480,noHit
SMa1483,noHit
SMa1485,noHit
SMa1487,noHit
SMa1488,noHit
SMa1491,noHit
SMa1493,noHit
SMa1494,noHit
SMa1495,RHE_PB00131
gst12,noHit
SMa1500,noHit
SMa1501,noHit
SMa1503,noHit
SMa1505,noHit
SMa1507,RHE_PC00088
SMa1509,RHE_PC00087
SMa1513,noHit
SMa1514,noHit
SMa1515,noHit
nuoH2,nuoH2
nuoI2,RHE_CH03744
SMa1521,RHE_CH03743
nuoG2,nuoG2
nuoF2,nuoF2
nuoE2,nuoE2
nuoD2,nuoD2
nuoC2,nuoC2
nuoB2,nuoB3
nuoA2,nuoA2
nuoN2,nuoN2
nuoM2,nuoM3
SMa1538,nuoM2
SMa1539,RHE_CH03732
SMa1541,RHE_CH03731
nuoK2,nuoK2
nuoJ2,RHE_CH03729
pcm,noHit
SMa1548,RHE_PD00137
SMa1550,noHit
SMa1552,noHit
SMa1554,noHit
mcpS,noHit
SMa1558,noHit
cheB2,noHit
SMa1562,noHit
SMa1564,noHit
cpaF2,noHit
pilA2,noHit
SMa1572,noHit
cpaE2,noHit
cpaB2,noHit
cpaA2,noHit
SMa1579,noHit
SMa1580,noHit
SMa1582,RHE_PC00077
cyaF5,RHE_PE00177
SMa1585,noHit
syrB2,noHit
eglC,noHit
SMa1589,RHE_CH02706
cyaI3,noHit
SMa1592,noHit
SMa1593,noHit
SMa1594,noHit
SMa1595,noHit
SMa1597,noHit
SMa1600,RHE_CH00633
SMa1602,RHE_CH02691
SMa1604,noHit
SMa1606,noHit
SMa1608,RHE_CH00240
SMa1610,noHit
SMa1612,noHit
SMa1613,RHE_CH00238
SMa1614,noHit
SMa1615,noHit
SMa1617,noHit
SMa1619,noHit
SMa1620,noHit
SMa1623,RHE_CH00237
SMa1625,noHit
SMa1626,noHit
SMa1629,noHit
SMa1630,noHit
SMa1632,noHit
SMa1635,noHit
SMa1636,noHit
SMa1637,noHit
SMa1639,RHE_PE00217
SMa1641,noHit
SMa1643,noHit
SMa1644,RHE_PE00215
SMa1646,noHit
SMa1647,noHit
SMa1649,noHit
SMa1650,noHit
SMa1651,noHit
SMa1652,RHE_CH02905
SMa1653,RHE_CH02904
SMa1654,noHit
SMa1657,noHit
SMa1658,noHit
SMa1660,noHit
SMa1662,noHit
SMa1664,noHit
SMa1666,noHit
arcD1,noHit
arcD2,noHit
arcA2,noHit
SMa1672,noHit
SMa1674,noHit
SMa1675,noHit
SMa1676,noHit
SMa1677,noHit
SMa1678,noHit
SMa1680,noHit
SMa1682,noHit
SMa1683,noHit
SMa1684,noHit
SMa1686,noHit
SMa1688,noHit
SMa1691,noHit
SMa1696,noHit
SMa1697,RHE_PD00012
syrB1,noHit
SMa1700,noHit
SMa1702,noHit
SMa1704,RHE_CH02390
SMa1705,noHit
SMa1706,noHit
SMa1711,noHit
adeC3,noHit
SMa1717,noHit
adeC4,noHit
SMa1720,noHit
SMa1724,RHE_CH02341
SMa1725,noHit
SMa1726,noHit
SMa1727,noHit
proX,noHit
betB2,noHit
SMa1732,noHit
SMa1734,noHit
SMa1735,noHit
SMa1736,noHit
SMa1737,noHit
SMa1740,noHit
SMa1741,RHE_CH02680
SMa1742,noHit
SMa1745,noHit
SMa1746,noHit
SMa1747,noHit
SMa1749,noHit
SMa1750,noHit
SMa1751,noHit
SMa1753,noHit
SMa1754,noHit
SMa1755,noHit
SMa1757,noHit
SMa1759,noHit
SMa1760,noHit
SMa1761,noHit
SMa1765,RHE_CH01088
SMa1766,noHit
SMa1767,noHit
SMa1769,RHE_PE00105
SMa1770,noHit
SMa1776,noHit
SMa1779,noHit
SMa1780,noHit
SMa1782,noHit
SMa1783,noHit
SMa1784,noHit
SMa1787,noHit
cyaI4,noHit
SMa1793,noHit
SMa1797,noHit
kup2,noHit
SMa1799,noHit
SMa1801,noHit
SMa1803,noHit
SMa1808,noHit
SMa1809,noHit
SMa1811,noHit
SMa1814,noHit
SMa1817,noHit
SMa1819,noHit
SMa1820,noHit
SMa1821,noHit
SMa1822,noHit
SMa1823,noHit
SMa1825,noHit
SMa1828,noHit
SMa1831,noHit
SMa1832,noHit
SMa1833,noHit
SMa1835,RHE_PF00334
argE,argE
SMa1838,RHE_PF00336
SMa1840,noHit
SMa1844,RHE_PF00338
SMa1846,RHE_PF00339
gabD5,gabDf1
SMa1850,RHE_PF00341
SMa1851,RHE_PF00342
SMa1853,RHE_PF00348
SMa1855,RHE_PF00349
SMa1857,RHE_PF00350
SMa1860,RHE_PF00351
SMa1862,RHE_PF00352
SMa1863,RHE_PF00353
SMa1864,RHE_PF00354
SMa1867,RHE_PF00360
SMa1869,RHE_PF00361
SMa1871,ocdch2
SMa1872,RHE_CH02027
SMa1874,noHit
SMa1875,noHit
SMa1878,noHit
SMa1881,noHit
SMa1882,noHit
SMa1884,RHE_CH00528
SMa1885,RHE_CH00527
SMa1887,RHE_CH00526
SMa1890,noHit
SMa1891,noHit
SMa1893,noHit
SMa1894,noHit
msrA3,msrAb
SMa1898,noHit
SMa1900,noHit
SMa1902,noHit
SMa1903,noHit
mrcB,mrcB
SMa1907,noHit
SMa1910,noHit
SMa1913,nhaA
SMa1916,noHit
SMa1917,noHit
SMa1918,RHE_CH01269
SMa1919,RHE_CH01268
SMa1921,noHit
SMa1924,noHit
SMa1927,RHE_CH03508
SMa1929,RHE_PE00137
SMa1933,noHit
wrbA3,noHit
SMa1937,noHit
SMa1939,RHE_CH02023
SMa1943,noHit
SMa1945,noHit
SMa1948,RHE_PF00118
SMa1951,noHit
SMa1952,noHit
SMa1953,noHit
SMa1954,noHit
SMa1956,noHit
SMa1957,RHE_PE00142
SMa1959,noHit
SMa1960,RHE_CH02121
SMa1961,RHE_CH01009
SMa1963,noHit
SMa1965,noHit
SMa1966,noHit
SMa1967,noHit
SMa1968,noHit
SMa1969,noHit
SMa1971,noHit
SMa1973,noHit
SMa1974,noHit
SMa1976,noHit
SMa1978,noHit
SMa1979,noHit
SMa1985,RHE_CH02989
SMa1987,RHE_CH02990
SMa1990,noHit
SMa1993,noHit
SMa1995,RHE_PD00131
SMa1996,RHE_PD00130
SMa1998,RHE_PD00129
SMa2000,RHE_PD00128
SMa2002,noHit
SMa2004,noHit
SMa2008,noHit
SMa2009,noHit
SMa2011,noHit
SMa2012,RHE_CH00819
SMa2014,noHit
SMa2015,noHit
SMa2019,noHit
SMa2020,noHit
SMa2023,RHE_CH02416
SMa2025,noHit
SMa2027,noHit
SMa2029,noHit
SMa2031,noHit
SMa2032,noHit
SMa2033,noHit
SMa2034,noHit
SMa2037,noHit
SMa2041,noHit
SMa2043,noHit
SMa2045,noHit
SMa2047,noHit
SMa2049,noHit
SMa2051,RHE_CH02640
SMa2053,mocEch
SMa2055,noHit
SMa2057,noHit
SMa2059,noHit
SMa2061,noHit
SMa2063,noHit
SMa2065,noHit
cysA1,noHit
cysP1,noHit
SMa2071,RHE_CH00965
SMa2073,noHit
SMa2075,RHE_PB00126
SMa2077,noHit
SMa2079,appF
SMa2081,noHit
SMa2083,RHE_PB00128
SMa2085,RHE_PB00127
SMa2087,noHit
SMa2089,noHit
SMa2091,noHit
SMa2093,noHit
SMa2095,noHit
SMa2097,noHit
SMa2099,noHit
SMa2101,noHit
SMa2103,RHE_CH02958
SMa2105,noHit
SMa2107,noHit
SMa2109,noHit
SMa2111,noHit
adhC2,noHit
gst13,gstc
SMa2117,noHit
SMa2119,noHit
SMa2121,noHit
SMa2123,noHit
SMa2125,noHit
SMa2127,noHit
SMa2129,noHit
SMa2131,RHE_PC00091
SMa2133,noHit
glyA2,noHit
SMa2137,noHit
sgaA,noHit
